|dates|Milwaukee_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Milwaukee_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Milwaukee_Wisconsin_UnitedStates.Male_Total_Population.data|Milwaukee_Wisconsin_UnitedStates.Male_Total_Population.missing|Milwaukee_Wisconsin_UnitedStates.Female_Total_Population.data|Milwaukee_Wisconsin_UnitedStates.Female_Total_Population.missing|Milwaukee_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Milwaukee_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-10|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-11-11|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-11-12|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-11-13|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-11-14|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-11-15|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-11-16|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-11-17|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-11-18|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-11-19|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-11-20|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-11-21|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-11-22|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-11-23|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-11-24|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-11-25|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-11-26|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-11-27|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-11-28|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-11-29|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-11-30|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-01|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-02|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-03|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-04|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-05|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-06|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-07|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-08|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-09|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-10|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-11|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-12|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-13|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-14|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-15|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-16|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-17|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-18|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-19|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-20|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-21|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-22|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-23|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-24|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-25|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-26|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-27|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-28|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-29|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-30|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2021-12-31|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2022-01-01|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2022-01-02|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2022-01-03|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2022-01-04|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2022-01-05|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2022-01-06|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2022-01-07|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2022-01-08|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2022-01-09|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2022-01-10|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2022-01-11|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2022-01-12|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2022-01-13|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2022-01-14|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2022-01-15|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2022-01-16|129003.0|0|459121.0|0|489080.0|0|227422.0|0
0|2022-01-17|129003.0|0|459121.0|0|489080.0|0|227422.0|0
