|dates|Hall_Georgia_UnitedStates.JHU_ConfirmedCases.data|Hall_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Hall_Georgia_UnitedStates.NYT_ConfirmedCases.data|Hall_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Hall_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Hall_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Hall_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Hall_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-26|40366.0|0|40628.0|0|695.0|0|0.0|100
0|2021-12-27|40614.0|0|40873.0|0|695.0|0|0.0|100
0|2021-12-28|40707.0|0|40966.0|0|696.0|0|0.0|100
0|2021-12-29|40824.0|0|41083.0|0|697.0|0|0.0|100
0|2021-12-30|41176.0|0|41435.0|0|700.0|0|0.0|100
0|2021-12-31|41442.0|0|41701.0|0|700.0|0|0.0|100
0|2022-01-01|41442.0|0|41701.0|0|700.0|0|0.0|100
0|2022-01-02|41442.0|0|41701.0|0|700.0|0|0.0|100
0|2022-01-03|41442.0|0|41701.0|0|700.0|0|0.0|100
0|2022-01-04|42783.0|0|43042.0|0|701.0|0|0.0|100
0|2022-01-05|43180.0|0|43439.0|0|701.0|0|0.0|100
0|2022-01-06|43180.0|0|43439.0|0|701.0|0|0.0|100
0|2022-01-07|43180.0|0|43439.0|0|701.0|0|0.0|100
0|2022-01-08|43180.0|0|43439.0|0|701.0|0|0.0|100
0|2022-01-09|43180.0|0|43439.0|0|701.0|0|0.0|100
0|2022-01-10|45181.0|0|45444.0|0|705.0|0|0.0|100
0|2022-01-11|45803.0|0|46066.0|0|705.0|0|0.0|100
0|2022-01-12|46070.0|0|46333.0|0|706.0|0|0.0|100
0|2022-01-13|46070.0|0|46849.0|0|706.0|0|0.0|100
0|2022-01-14|46905.0|0|47168.0|0|710.0|0|0.0|100
0|2022-01-15|46905.0|0|47168.0|0|710.0|0|0.0|100
0|2022-01-16|46905.0|0|47168.0|0|710.0|0|0.0|100
0|2022-01-17|47581.0|0|0.0|100|711.0|0|0.0|100
