|dates|Fulton_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Fulton_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Fulton_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Fulton_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Fulton_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Fulton_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Fulton_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Fulton_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|777.0|0|777.0|0|17.0|0|0.0|100
0|2021-11-10|777.0|0|781.0|0|17.0|0|0.0|100
0|2021-11-11|781.0|0|781.0|0|17.0|0|0.0|100
0|2021-11-12|786.0|0|786.0|0|17.0|0|0.0|100
0|2021-11-13|786.0|0|786.0|0|17.0|0|0.0|100
0|2021-11-14|786.0|0|786.0|0|17.0|0|0.0|100
0|2021-11-15|788.0|0|788.0|0|17.0|0|0.0|100
0|2021-11-16|791.0|0|791.0|0|17.0|0|0.0|100
0|2021-11-17|796.0|0|796.0|0|17.0|0|0.0|100
0|2021-11-18|798.0|0|798.0|0|18.0|0|0.0|100
0|2021-11-19|801.0|0|801.0|0|20.0|0|0.0|100
0|2021-11-20|801.0|0|801.0|0|20.0|0|0.0|100
0|2021-11-21|801.0|0|801.0|0|20.0|0|0.0|100
0|2021-11-22|816.0|0|816.0|0|20.0|0|0.0|100
0|2021-11-23|818.0|0|818.0|0|20.0|0|0.0|100
0|2021-11-24|820.0|0|820.0|0|21.0|0|0.0|100
0|2021-11-25|820.0|0|820.0|0|21.0|0|0.0|100
0|2021-11-26|820.0|0|820.0|0|21.0|0|0.0|100
0|2021-11-27|820.0|0|820.0|0|21.0|0|0.0|100
0|2021-11-28|820.0|0|820.0|0|21.0|0|0.0|100
0|2021-11-29|830.0|0|830.0|0|21.0|0|0.0|100
0|2021-11-30|834.0|0|834.0|0|21.0|0|0.0|100
0|2021-12-01|837.0|0|837.0|0|21.0|0|0.0|100
0|2021-12-02|837.0|0|841.0|0|21.0|0|0.0|100
0|2021-12-03|842.0|0|842.0|0|21.0|0|0.0|100
0|2021-12-04|842.0|0|842.0|0|21.0|0|0.0|100
0|2021-12-05|842.0|0|842.0|0|21.0|0|0.0|100
0|2021-12-06|847.0|0|847.0|0|21.0|0|0.0|100
0|2021-12-07|846.0|0|846.0|0|21.0|0|0.0|100
0|2021-12-08|850.0|0|850.0|0|21.0|0|0.0|100
0|2021-12-09|851.0|0|851.0|0|21.0|0|0.0|100
0|2021-12-10|854.0|0|854.0|0|21.0|0|0.0|100
0|2021-12-11|854.0|0|854.0|0|21.0|0|0.0|100
0|2021-12-12|854.0|0|854.0|0|21.0|0|0.0|100
0|2021-12-13|855.0|0|855.0|0|22.0|0|0.0|100
0|2021-12-14|855.0|0|855.0|0|22.0|0|0.0|100
0|2021-12-15|856.0|0|856.0|0|22.0|0|0.0|100
0|2021-12-16|857.0|0|857.0|0|22.0|0|0.0|100
0|2021-12-17|858.0|0|858.0|0|22.0|0|0.0|100
0|2021-12-18|858.0|0|858.0|0|22.0|0|0.0|100
0|2021-12-19|858.0|0|858.0|0|22.0|0|0.0|100
0|2021-12-20|865.0|0|865.0|0|22.0|0|0.0|100
0|2021-12-21|866.0|0|866.0|0|22.0|0|0.0|100
0|2021-12-22|869.0|0|869.0|0|23.0|0|0.0|100
0|2021-12-23|869.0|0|869.0|0|23.0|0|0.0|100
0|2021-12-24|869.0|0|869.0|0|23.0|0|0.0|100
0|2021-12-25|869.0|0|869.0|0|23.0|0|0.0|100
0|2021-12-26|869.0|0|869.0|0|23.0|0|0.0|100
0|2021-12-27|870.0|0|870.0|0|23.0|0|0.0|100
0|2021-12-28|872.0|0|872.0|0|23.0|0|0.0|100
0|2021-12-29|873.0|0|873.0|0|23.0|0|0.0|100
0|2021-12-30|873.0|0|873.0|0|23.0|0|0.0|100
0|2021-12-31|873.0|0|873.0|0|23.0|0|0.0|100
0|2022-01-01|873.0|0|873.0|0|23.0|0|0.0|100
0|2022-01-02|873.0|0|873.0|0|23.0|0|0.0|100
0|2022-01-03|879.0|0|879.0|0|23.0|0|0.0|100
0|2022-01-04|887.0|0|887.0|0|23.0|0|0.0|100
0|2022-01-05|890.0|0|890.0|0|23.0|0|0.0|100
0|2022-01-06|895.0|0|895.0|0|23.0|0|0.0|100
0|2022-01-07|899.0|0|899.0|0|23.0|0|0.0|100
0|2022-01-08|899.0|0|899.0|0|23.0|0|0.0|100
0|2022-01-09|899.0|0|899.0|0|23.0|0|0.0|100
0|2022-01-10|914.0|0|914.0|0|23.0|0|0.0|100
0|2022-01-11|921.0|0|921.0|0|23.0|0|0.0|100
0|2022-01-12|930.0|0|930.0|0|23.0|0|0.0|100
0|2022-01-13|930.0|0|936.0|0|23.0|0|0.0|100
0|2022-01-14|949.0|0|949.0|0|23.0|0|0.0|100
0|2022-01-15|949.0|0|949.0|0|23.0|0|0.0|100
0|2022-01-16|949.0|0|949.0|0|23.0|0|0.0|100
0|2022-01-17|949.0|0|0.0|100|23.0|0|0.0|100
