|dates|Canyon_Idaho_UnitedStates.JHU_ConfirmedCases.data|Canyon_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Canyon_Idaho_UnitedStates.NYT_ConfirmedCases.data|Canyon_Idaho_UnitedStates.NYT_ConfirmedCases.missing|Canyon_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Canyon_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Canyon_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Canyon_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-23|44670.0|0|44670.0|0|596.0|0|0.0|100
0|2021-12-24|44670.0|0|44670.0|0|596.0|0|0.0|100
0|2021-12-25|44670.0|0|44670.0|0|596.0|0|0.0|100
0|2021-12-26|44670.0|0|44670.0|0|596.0|0|0.0|100
0|2021-12-27|44797.0|0|44797.0|0|603.0|0|0.0|100
0|2021-12-28|44917.0|0|44917.0|0|604.0|0|0.0|100
0|2021-12-29|44965.0|0|44965.0|0|606.0|0|0.0|100
0|2021-12-30|45084.0|0|45084.0|0|606.0|0|0.0|100
0|2021-12-31|45084.0|0|45084.0|0|606.0|0|0.0|100
0|2022-01-01|45084.0|0|45084.0|0|606.0|0|0.0|100
0|2022-01-02|45084.0|0|45084.0|0|606.0|0|0.0|100
0|2022-01-03|45272.0|0|45272.0|0|608.0|0|0.0|100
0|2022-01-04|45570.0|0|45570.0|0|610.0|0|0.0|100
0|2022-01-05|45672.0|0|45672.0|0|610.0|0|0.0|100
0|2022-01-06|45792.0|0|45792.0|0|610.0|0|0.0|100
0|2022-01-07|45902.0|0|45902.0|0|612.0|0|0.0|100
0|2022-01-08|45940.0|0|45940.0|0|612.0|0|0.0|100
0|2022-01-09|45940.0|0|45940.0|0|612.0|0|0.0|100
0|2022-01-10|46100.0|0|46100.0|0|612.0|0|0.0|100
0|2022-01-11|46506.0|0|46506.0|0|613.0|0|0.0|100
0|2022-01-12|46830.0|0|46830.0|0|613.0|0|0.0|100
0|2022-01-13|46830.0|0|47151.0|0|613.0|0|0.0|100
0|2022-01-14|47589.0|0|47589.0|0|614.0|0|0.0|100
0|2022-01-15|47883.0|0|47883.0|0|614.0|0|0.0|100
0|2022-01-16|47883.0|0|47883.0|0|614.0|0|0.0|100
0|2022-01-17|47883.0|0|0.0|100|614.0|0|0.0|100
