|dates|Mason_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Mason_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Mason_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Mason_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Mason_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Mason_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Mason_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Mason_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-06|2778.0|0|2778.0|0|75.0|0|0.0|100
0|2021-12-07|2790.0|0|2790.0|0|76.0|0|0.0|100
0|2021-12-08|2800.0|0|2800.0|0|77.0|0|0.0|100
0|2021-12-09|2819.0|0|2819.0|0|77.0|0|0.0|100
0|2021-12-10|2832.0|0|2832.0|0|78.0|0|0.0|100
0|2021-12-11|2832.0|0|2832.0|0|78.0|0|0.0|100
0|2021-12-12|2832.0|0|2832.0|0|78.0|0|0.0|100
0|2021-12-13|2872.0|0|2872.0|0|79.0|0|0.0|100
0|2021-12-14|2872.0|0|2891.0|0|79.0|0|0.0|100
0|2021-12-15|2905.0|0|2905.0|0|79.0|0|0.0|100
0|2021-12-16|2918.0|0|2918.0|0|79.0|0|0.0|100
0|2021-12-17|2928.0|0|2928.0|0|79.0|0|0.0|100
0|2021-12-18|2928.0|0|2928.0|0|79.0|0|0.0|100
0|2021-12-19|2928.0|0|2928.0|0|79.0|0|0.0|100
0|2021-12-20|2958.0|0|2958.0|0|81.0|0|0.0|100
0|2021-12-21|2971.0|0|2971.0|0|81.0|0|0.0|100
0|2021-12-22|2983.0|0|2983.0|0|81.0|0|0.0|100
0|2021-12-23|2983.0|0|2983.0|0|81.0|0|0.0|100
0|2021-12-24|2983.0|0|2983.0|0|81.0|0|0.0|100
0|2021-12-25|2983.0|0|2983.0|0|81.0|0|0.0|100
0|2021-12-26|2983.0|0|2983.0|0|81.0|0|0.0|100
0|2021-12-27|3018.0|0|3018.0|0|81.0|0|0.0|100
0|2021-12-28|3032.0|0|3032.0|0|81.0|0|0.0|100
0|2021-12-29|3045.0|0|3045.0|0|81.0|0|0.0|100
0|2021-12-30|3045.0|0|3045.0|0|81.0|0|0.0|100
0|2021-12-31|3045.0|0|3045.0|0|81.0|0|0.0|100
0|2022-01-01|3045.0|0|3045.0|0|81.0|0|0.0|100
0|2022-01-02|3045.0|0|3045.0|0|81.0|0|0.0|100
0|2022-01-03|3114.0|0|3114.0|0|81.0|0|0.0|100
0|2022-01-04|3135.0|0|3135.0|0|82.0|0|0.0|100
0|2022-01-05|3169.0|0|3169.0|0|82.0|0|0.0|100
0|2022-01-06|3205.0|0|3205.0|0|83.0|0|0.0|100
0|2022-01-07|3246.0|0|3246.0|0|83.0|0|0.0|100
0|2022-01-08|3246.0|0|3246.0|0|83.0|0|0.0|100
0|2022-01-09|3246.0|0|3246.0|0|83.0|0|0.0|100
0|2022-01-10|3299.0|0|3299.0|0|84.0|0|0.0|100
0|2022-01-11|3325.0|0|3325.0|0|84.0|0|0.0|100
0|2022-01-12|3358.0|0|3358.0|0|85.0|0|0.0|100
0|2022-01-13|3358.0|0|3395.0|0|85.0|0|0.0|100
0|2022-01-14|3438.0|0|3438.0|0|85.0|0|0.0|100
0|2022-01-15|3438.0|0|3438.0|0|85.0|0|0.0|100
0|2022-01-16|3438.0|0|3438.0|0|85.0|0|0.0|100
0|2022-01-17|3438.0|0|0.0|100|85.0|0|0.0|100
