|dates|Milam_Texas_UnitedStates.JHU_ConfirmedCases.data|Milam_Texas_UnitedStates.JHU_ConfirmedCases.missing|Milam_Texas_UnitedStates.NYT_ConfirmedCases.data|Milam_Texas_UnitedStates.NYT_ConfirmedCases.missing|Milam_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Milam_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Milam_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Milam_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-02|3892.0|0|3892.0|0|91.0|0|0.0|100
0|2022-01-03|3985.0|0|3985.0|0|91.0|0|0.0|100
0|2022-01-04|4011.0|0|4011.0|0|91.0|0|0.0|100
0|2022-01-05|4096.0|0|4096.0|0|91.0|0|0.0|100
0|2022-01-06|4107.0|0|4107.0|0|91.0|0|0.0|100
0|2022-01-07|4123.0|0|4123.0|0|91.0|0|0.0|100
0|2022-01-08|4123.0|0|4195.0|0|91.0|0|0.0|100
0|2022-01-09|4214.0|0|4214.0|0|91.0|0|0.0|100
0|2022-01-10|4267.0|0|4267.0|0|91.0|0|0.0|100
0|2022-01-11|4287.0|0|4287.0|0|92.0|0|0.0|100
0|2022-01-12|4321.0|0|4321.0|0|92.0|0|0.0|100
0|2022-01-13|4321.0|0|4363.0|0|92.0|0|0.0|100
0|2022-01-14|4363.0|0|4071.0|0|92.0|0|0.0|100
0|2022-01-15|4363.0|0|4099.0|0|92.0|0|0.0|100
0|2022-01-16|4127.0|0|4127.0|0|93.0|0|0.0|100
0|2022-01-17|4228.0|0|0.0|100|93.0|0|0.0|100
