|dates|Nassau_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Nassau_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Nassau_NewYork_UnitedStates.Male_Total_Population.data|Nassau_NewYork_UnitedStates.Male_Total_Population.missing|Nassau_NewYork_UnitedStates.Female_Total_Population.data|Nassau_NewYork_UnitedStates.Female_Total_Population.missing|Nassau_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Nassau_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-06|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2021-12-07|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2021-12-08|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2021-12-09|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2021-12-10|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2021-12-11|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2021-12-12|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2021-12-13|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2021-12-14|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2021-12-15|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2021-12-16|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2021-12-17|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2021-12-18|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2021-12-19|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2021-12-20|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2021-12-21|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2021-12-22|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2021-12-23|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2021-12-24|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2021-12-25|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2021-12-26|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2021-12-27|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2021-12-28|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2021-12-29|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2021-12-30|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2021-12-31|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2022-01-01|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2022-01-02|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2022-01-03|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2022-01-04|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2022-01-05|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2022-01-06|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2022-01-07|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2022-01-08|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2022-01-09|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2022-01-10|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2022-01-11|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2022-01-12|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2022-01-13|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2022-01-14|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2022-01-15|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2022-01-16|241283.0|0|661427.0|0|696916.0|0|291496.0|0
0|2022-01-17|241283.0|0|661427.0|0|696916.0|0|291496.0|0
