|dates|Jewell_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jewell_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jewell_Kansas_UnitedStates.Male_Total_Population.data|Jewell_Kansas_UnitedStates.Male_Total_Population.missing|Jewell_Kansas_UnitedStates.Female_Total_Population.data|Jewell_Kansas_UnitedStates.Female_Total_Population.missing|Jewell_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Jewell_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-23|856.0|0|1452.0|0|1389.0|0|539.0|0
0|2021-12-24|856.0|0|1452.0|0|1389.0|0|539.0|0
0|2021-12-25|856.0|0|1452.0|0|1389.0|0|539.0|0
0|2021-12-26|856.0|0|1452.0|0|1389.0|0|539.0|0
0|2021-12-27|856.0|0|1452.0|0|1389.0|0|539.0|0
0|2021-12-28|856.0|0|1452.0|0|1389.0|0|539.0|0
0|2021-12-29|856.0|0|1452.0|0|1389.0|0|539.0|0
0|2021-12-30|856.0|0|1452.0|0|1389.0|0|539.0|0
0|2021-12-31|856.0|0|1452.0|0|1389.0|0|539.0|0
0|2022-01-01|856.0|0|1452.0|0|1389.0|0|539.0|0
0|2022-01-02|856.0|0|1452.0|0|1389.0|0|539.0|0
0|2022-01-03|856.0|0|1452.0|0|1389.0|0|539.0|0
0|2022-01-04|856.0|0|1452.0|0|1389.0|0|539.0|0
0|2022-01-05|856.0|0|1452.0|0|1389.0|0|539.0|0
0|2022-01-06|856.0|0|1452.0|0|1389.0|0|539.0|0
0|2022-01-07|856.0|0|1452.0|0|1389.0|0|539.0|0
0|2022-01-08|856.0|0|1452.0|0|1389.0|0|539.0|0
0|2022-01-09|856.0|0|1452.0|0|1389.0|0|539.0|0
0|2022-01-10|856.0|0|1452.0|0|1389.0|0|539.0|0
0|2022-01-11|856.0|0|1452.0|0|1389.0|0|539.0|0
0|2022-01-12|856.0|0|1452.0|0|1389.0|0|539.0|0
0|2022-01-13|856.0|0|1452.0|0|1389.0|0|539.0|0
0|2022-01-14|856.0|0|1452.0|0|1389.0|0|539.0|0
0|2022-01-15|856.0|0|1452.0|0|1389.0|0|539.0|0
0|2022-01-16|856.0|0|1452.0|0|1389.0|0|539.0|0
0|2022-01-17|856.0|0|1452.0|0|1389.0|0|539.0|0
