|dates|Harmon_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Harmon_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Harmon_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Harmon_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Harmon_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Harmon_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Harmon_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Harmon_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-20|383.0|0|383.0|0|7.0|0|0.0|100
0|2021-12-21|383.0|0|383.0|0|7.0|0|0.0|100
0|2021-12-22|398.0|0|398.0|0|7.0|0|0.0|100
0|2021-12-23|398.0|0|398.0|0|9.0|0|0.0|100
0|2021-12-24|398.0|0|398.0|0|9.0|0|0.0|100
0|2021-12-25|398.0|0|398.0|0|9.0|0|0.0|100
0|2021-12-26|398.0|0|398.0|0|9.0|0|0.0|100
0|2021-12-27|398.0|0|398.0|0|9.0|0|0.0|100
0|2021-12-28|398.0|0|398.0|0|9.0|0|0.0|100
0|2021-12-29|404.0|0|404.0|0|9.0|0|0.0|100
0|2021-12-30|404.0|0|404.0|0|9.0|0|0.0|100
0|2021-12-31|404.0|0|404.0|0|9.0|0|0.0|100
0|2022-01-01|404.0|0|404.0|0|9.0|0|0.0|100
0|2022-01-02|404.0|0|404.0|0|9.0|0|0.0|100
0|2022-01-03|404.0|0|404.0|0|9.0|0|0.0|100
0|2022-01-04|404.0|0|404.0|0|9.0|0|0.0|100
0|2022-01-05|404.0|0|401.0|0|9.0|0|0.0|100
0|2022-01-06|404.0|0|401.0|0|9.0|0|0.0|100
0|2022-01-07|404.0|0|401.0|0|9.0|0|0.0|100
0|2022-01-08|404.0|0|401.0|0|9.0|0|0.0|100
0|2022-01-09|404.0|0|401.0|0|9.0|0|0.0|100
0|2022-01-10|404.0|0|401.0|0|9.0|0|0.0|100
0|2022-01-11|404.0|0|401.0|0|9.0|0|0.0|100
0|2022-01-12|413.0|0|413.0|0|9.0|0|0.0|100
0|2022-01-13|413.0|0|413.0|0|9.0|0|0.0|100
0|2022-01-14|413.0|0|413.0|0|9.0|0|0.0|100
0|2022-01-15|413.0|0|413.0|0|9.0|0|0.0|100
0|2022-01-16|413.0|0|413.0|0|9.0|0|0.0|100
0|2022-01-17|413.0|0|0.0|100|9.0|0|0.0|100
