|dates|Hancock_Indiana_UnitedStates.JHU_ConfirmedCases.data|Hancock_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Hancock_Indiana_UnitedStates.NYT_ConfirmedCases.data|Hancock_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Hancock_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Hancock_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Hancock_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Hancock_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-18|12368.0|0|12396.0|0|183.0|0|0.0|100
0|2021-11-19|12427.0|0|12455.0|0|183.0|0|0.0|100
0|2021-11-20|12427.0|0|12455.0|0|183.0|0|0.0|100
0|2021-11-21|12427.0|0|12455.0|0|183.0|0|0.0|100
0|2021-11-22|12560.0|0|12588.0|0|183.0|0|0.0|100
0|2021-11-23|12588.0|0|12616.0|0|184.0|0|0.0|100
0|2021-11-24|12644.0|0|12672.0|0|184.0|0|0.0|100
0|2021-11-25|12644.0|0|12672.0|0|184.0|0|0.0|100
0|2021-11-26|12644.0|0|12672.0|0|184.0|0|0.0|100
0|2021-11-27|12644.0|0|12672.0|0|184.0|0|0.0|100
0|2021-11-28|12644.0|0|12672.0|0|184.0|0|0.0|100
0|2021-11-29|12841.0|0|12870.0|0|185.0|0|0.0|100
0|2021-11-30|12899.0|0|12928.0|0|185.0|0|0.0|100
0|2021-12-01|12984.0|0|13013.0|0|185.0|0|0.0|100
0|2021-12-02|13061.0|0|13090.0|0|185.0|0|0.0|100
0|2021-12-03|13113.0|0|13142.0|0|186.0|0|0.0|100
0|2021-12-04|13113.0|0|13142.0|0|186.0|0|0.0|100
0|2021-12-05|13113.0|0|13142.0|0|186.0|0|0.0|100
0|2021-12-06|13259.0|0|13288.0|0|186.0|0|0.0|100
0|2021-12-07|13288.0|0|13317.0|0|186.0|0|0.0|100
0|2021-12-08|13371.0|0|13400.0|0|186.0|0|0.0|100
0|2021-12-09|13477.0|0|13507.0|0|188.0|0|0.0|100
0|2021-12-10|13554.0|0|13584.0|0|188.0|0|0.0|100
0|2021-12-11|13554.0|0|13584.0|0|188.0|0|0.0|100
0|2021-12-12|13554.0|0|13584.0|0|188.0|0|0.0|100
0|2021-12-13|13721.0|0|13751.0|0|188.0|0|0.0|100
0|2021-12-14|13721.0|0|13787.0|0|188.0|0|0.0|100
0|2021-12-15|13810.0|0|13840.0|0|190.0|0|0.0|100
0|2021-12-16|13918.0|0|13948.0|0|192.0|0|0.0|100
0|2021-12-17|13985.0|0|14015.0|0|194.0|0|0.0|100
0|2021-12-18|13985.0|0|14015.0|0|194.0|0|0.0|100
0|2021-12-19|13985.0|0|14015.0|0|194.0|0|0.0|100
0|2021-12-20|14147.0|0|14177.0|0|194.0|0|0.0|100
0|2021-12-21|14192.0|0|14222.0|0|196.0|0|0.0|100
0|2021-12-22|14267.0|0|14297.0|0|196.0|0|0.0|100
0|2021-12-23|14267.0|0|14297.0|0|196.0|0|0.0|100
0|2021-12-24|14267.0|0|14297.0|0|196.0|0|0.0|100
0|2021-12-25|14267.0|0|14297.0|0|196.0|0|0.0|100
0|2021-12-26|14267.0|0|14297.0|0|196.0|0|0.0|100
0|2021-12-27|14560.0|0|14590.0|0|196.0|0|0.0|100
0|2021-12-28|14669.0|0|14699.0|0|197.0|0|0.0|100
0|2021-12-29|14837.0|0|14867.0|0|197.0|0|0.0|100
0|2021-12-30|15028.0|0|15058.0|0|197.0|0|0.0|100
0|2021-12-31|15028.0|0|15058.0|0|197.0|0|0.0|100
0|2022-01-01|15028.0|0|15058.0|0|197.0|0|0.0|100
0|2022-01-02|15028.0|0|15058.0|0|197.0|0|0.0|100
0|2022-01-03|15472.0|0|15502.0|0|198.0|0|0.0|100
0|2022-01-04|15579.0|0|15609.0|0|200.0|0|0.0|100
0|2022-01-05|15706.0|0|15736.0|0|201.0|0|0.0|100
0|2022-01-06|15995.0|0|16025.0|0|201.0|0|0.0|100
0|2022-01-07|16174.0|0|16204.0|0|203.0|0|0.0|100
0|2022-01-08|16174.0|0|16204.0|0|203.0|0|0.0|100
0|2022-01-09|16174.0|0|16204.0|0|203.0|0|0.0|100
0|2022-01-10|16780.0|0|16811.0|0|205.0|0|0.0|100
0|2022-01-11|16843.0|0|16874.0|0|209.0|0|0.0|100
0|2022-01-12|17091.0|0|17122.0|0|210.0|0|0.0|100
0|2022-01-13|17091.0|0|17424.0|0|210.0|0|0.0|100
0|2022-01-14|17657.0|0|17688.0|0|216.0|0|0.0|100
0|2022-01-15|17657.0|0|17688.0|0|216.0|0|0.0|100
0|2022-01-16|17657.0|0|17688.0|0|216.0|0|0.0|100
0|2022-01-17|18289.0|0|0.0|100|217.0|0|0.0|100
