|dates|Sioux_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Sioux_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Sioux_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Sioux_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Sioux_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Sioux_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Sioux_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Sioux_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|60.0|0|60.0|0|0.0|0|0.0|100
0|2021-11-27|60.0|0|60.0|0|0.0|0|0.0|100
0|2021-11-28|60.0|0|60.0|0|0.0|0|0.0|100
0|2021-11-29|60.0|0|60.0|0|0.0|0|0.0|100
0|2021-11-30|60.0|0|60.0|0|0.0|0|0.0|100
0|2021-12-01|60.0|0|60.0|0|0.0|0|0.0|100
0|2021-12-02|60.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-03|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-04|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-05|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-06|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-07|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-08|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-09|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-10|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-11|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-12|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-13|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-14|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-15|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-16|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-17|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-18|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-19|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-20|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-21|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-22|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-23|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-24|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-25|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-26|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-27|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-28|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-29|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-30|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-12-31|61.0|0|61.0|0|0.0|0|0.0|100
0|2022-01-01|61.0|0|61.0|0|0.0|0|0.0|100
0|2022-01-02|61.0|0|61.0|0|0.0|0|0.0|100
0|2022-01-03|61.0|0|61.0|0|0.0|0|0.0|100
0|2022-01-04|61.0|0|61.0|0|0.0|0|0.0|100
0|2022-01-05|61.0|0|61.0|0|0.0|0|0.0|100
0|2022-01-06|62.0|0|62.0|0|0.0|0|0.0|100
0|2022-01-07|62.0|0|62.0|0|0.0|0|0.0|100
0|2022-01-08|62.0|0|62.0|0|0.0|0|0.0|100
0|2022-01-09|62.0|0|62.0|0|0.0|0|0.0|100
0|2022-01-10|63.0|0|63.0|0|0.0|0|0.0|100
0|2022-01-11|63.0|0|63.0|0|0.0|0|0.0|100
0|2022-01-12|63.0|0|63.0|0|0.0|0|0.0|100
0|2022-01-13|63.0|0|63.0|0|0.0|0|0.0|100
0|2022-01-14|63.0|0|63.0|0|0.0|0|0.0|100
0|2022-01-15|63.0|0|63.0|0|0.0|0|0.0|100
0|2022-01-16|63.0|0|63.0|0|0.0|0|0.0|100
0|2022-01-17|63.0|0|0.0|100|0.0|0|0.0|100
