|dates|Lebanon_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Lebanon_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Lebanon_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Lebanon_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Lebanon_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Lebanon_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Lebanon_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Lebanon_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-07|29301.0|0|29301.0|0|413.0|0|0.0|100
0|2022-01-08|29768.0|0|29768.0|0|413.0|0|0.0|100
0|2022-01-09|30146.0|0|30146.0|0|414.0|0|0.0|100
0|2022-01-10|30756.0|0|30756.0|0|420.0|0|0.0|100
0|2022-01-11|31009.0|0|31009.0|0|421.0|0|0.0|100
0|2022-01-12|31298.0|0|31298.0|0|423.0|0|0.0|100
0|2022-01-13|31298.0|0|31577.0|0|423.0|0|0.0|100
0|2022-01-14|31837.0|0|31837.0|0|424.0|0|0.0|100
0|2022-01-15|32197.0|0|32197.0|0|426.0|0|0.0|100
0|2022-01-16|32768.0|0|32768.0|0|427.0|0|0.0|100
0|2022-01-17|33009.0|0|0.0|100|427.0|0|0.0|100
