|dates|Spartanburg_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Spartanburg_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Spartanburg_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Spartanburg_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Spartanburg_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Spartanburg_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Spartanburg_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Spartanburg_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-07|69488.0|0|69488.0|0|1293.0|0|0.0|100
0|2022-01-08|69488.0|0|69488.0|0|1293.0|0|0.0|100
0|2022-01-09|69488.0|0|69488.0|0|1293.0|0|0.0|100
0|2022-01-10|72040.0|0|72040.0|0|1297.0|0|0.0|100
0|2022-01-11|72378.0|0|72378.0|0|1297.0|0|0.0|100
0|2022-01-12|73622.0|0|73622.0|0|1302.0|0|0.0|100
0|2022-01-13|73622.0|0|74877.0|0|1302.0|0|0.0|100
0|2022-01-14|76206.0|0|76206.0|0|1312.0|0|0.0|100
0|2022-01-15|76206.0|0|76206.0|0|1312.0|0|0.0|100
0|2022-01-16|76206.0|0|76206.0|0|1312.0|0|0.0|100
0|2022-01-17|76206.0|0|0.0|100|1312.0|0|0.0|100
