|dates|FortBend_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|FortBend_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|FortBend_Texas_UnitedStates.Male_Total_Population.data|FortBend_Texas_UnitedStates.Male_Total_Population.missing|FortBend_Texas_UnitedStates.Female_Total_Population.data|FortBend_Texas_UnitedStates.Female_Total_Population.missing|FortBend_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|FortBend_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-21|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-11-22|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-11-23|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-11-24|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-11-25|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-11-26|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-11-27|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-11-28|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-11-29|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-11-30|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-01|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-02|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-03|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-04|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-05|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-06|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-07|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-08|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-09|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-10|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-11|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-12|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-13|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-14|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-15|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-16|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-17|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-18|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-19|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-20|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-21|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-22|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-23|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-24|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-25|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-26|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-27|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-28|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-29|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-30|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2021-12-31|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2022-01-01|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2022-01-02|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2022-01-03|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2022-01-04|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2022-01-05|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2022-01-06|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2022-01-07|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2022-01-08|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2022-01-09|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2022-01-10|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2022-01-11|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2022-01-12|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2022-01-13|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2022-01-14|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2022-01-15|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2022-01-16|87128.0|0|386599.0|0|401259.0|0|216504.0|0
0|2022-01-17|87128.0|0|386599.0|0|401259.0|0|216504.0|0
