|dates|Lee_Illinois_UnitedStates.JHU_ConfirmedCases.data|Lee_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Lee_Illinois_UnitedStates.NYT_ConfirmedCases.data|Lee_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Lee_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Lee_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-14|4953.0|0|4953.0|0|64.0|0|0.0|100
0|2021-11-15|4972.0|0|4972.0|0|65.0|0|0.0|100
0|2021-11-16|4979.0|0|4979.0|0|65.0|0|0.0|100
0|2021-11-17|4989.0|0|4989.0|0|65.0|0|0.0|100
0|2021-11-18|5002.0|0|5002.0|0|65.0|0|0.0|100
0|2021-11-19|5015.0|0|5015.0|0|65.0|0|0.0|100
0|2021-11-20|5015.0|0|5015.0|0|65.0|0|0.0|100
0|2021-11-21|5015.0|0|5015.0|0|65.0|0|0.0|100
0|2021-11-22|5036.0|0|5036.0|0|65.0|0|0.0|100
0|2021-11-23|5047.0|0|5047.0|0|65.0|0|0.0|100
0|2021-11-24|5058.0|0|5058.0|0|65.0|0|0.0|100
0|2021-11-25|5058.0|0|5058.0|0|65.0|0|0.0|100
0|2021-11-26|5058.0|0|5058.0|0|65.0|0|0.0|100
0|2021-11-27|5058.0|0|5058.0|0|65.0|0|0.0|100
0|2021-11-28|5058.0|0|5058.0|0|65.0|0|0.0|100
0|2021-11-29|5093.0|0|5093.0|0|65.0|0|0.0|100
0|2021-11-30|5101.0|0|5101.0|0|65.0|0|0.0|100
0|2021-12-01|5148.0|0|5148.0|0|65.0|0|0.0|100
0|2021-12-02|5148.0|0|5177.0|0|65.0|0|0.0|100
0|2021-12-03|5214.0|0|5214.0|0|65.0|0|0.0|100
0|2021-12-04|5214.0|0|5214.0|0|65.0|0|0.0|100
0|2021-12-05|5214.0|0|5214.0|0|65.0|0|0.0|100
0|2021-12-06|5277.0|0|5277.0|0|65.0|0|0.0|100
0|2021-12-07|5316.0|0|5316.0|0|65.0|0|0.0|100
0|2021-12-08|5359.0|0|5359.0|0|65.0|0|0.0|100
0|2021-12-09|5388.0|0|5388.0|0|66.0|0|0.0|100
0|2021-12-10|5431.0|0|5431.0|0|66.0|0|0.0|100
0|2021-12-11|5431.0|0|5431.0|0|66.0|0|0.0|100
0|2021-12-12|5431.0|0|5431.0|0|66.0|0|0.0|100
0|2021-12-13|5484.0|0|5484.0|0|66.0|0|0.0|100
0|2021-12-14|5484.0|0|5511.0|0|66.0|0|0.0|100
0|2021-12-15|5551.0|0|5551.0|0|66.0|0|0.0|100
0|2021-12-16|5589.0|0|5589.0|0|66.0|0|0.0|100
0|2021-12-17|5614.0|0|5614.0|0|66.0|0|0.0|100
0|2021-12-18|5614.0|0|5614.0|0|66.0|0|0.0|100
0|2021-12-19|5614.0|0|5614.0|0|66.0|0|0.0|100
0|2021-12-20|5679.0|0|5679.0|0|67.0|0|0.0|100
0|2021-12-21|5704.0|0|5704.0|0|67.0|0|0.0|100
0|2021-12-22|5727.0|0|5727.0|0|67.0|0|0.0|100
0|2021-12-23|5750.0|0|5750.0|0|67.0|0|0.0|100
0|2021-12-24|5750.0|0|5750.0|0|67.0|0|0.0|100
0|2021-12-25|5750.0|0|5750.0|0|67.0|0|0.0|100
0|2021-12-26|5750.0|0|5750.0|0|67.0|0|0.0|100
0|2021-12-27|5813.0|0|5813.0|0|68.0|0|0.0|100
0|2021-12-28|5849.0|0|5849.0|0|68.0|0|0.0|100
0|2021-12-29|5885.0|0|5885.0|0|69.0|0|0.0|100
0|2021-12-30|5935.0|0|5935.0|0|69.0|0|0.0|100
0|2021-12-31|5935.0|0|5935.0|0|69.0|0|0.0|100
0|2022-01-01|5935.0|0|5935.0|0|69.0|0|0.0|100
0|2022-01-02|5935.0|0|5935.0|0|69.0|0|0.0|100
0|2022-01-03|6080.0|0|6080.0|0|69.0|0|0.0|100
0|2022-01-04|6132.0|0|6132.0|0|69.0|0|0.0|100
0|2022-01-05|6240.0|0|6240.0|0|69.0|0|0.0|100
0|2022-01-06|6330.0|0|6330.0|0|70.0|0|0.0|100
0|2022-01-07|6510.0|0|6510.0|0|70.0|0|0.0|100
0|2022-01-08|6510.0|0|6510.0|0|70.0|0|0.0|100
0|2022-01-09|6510.0|0|6510.0|0|70.0|0|0.0|100
0|2022-01-10|6775.0|0|6775.0|0|70.0|0|0.0|100
0|2022-01-11|6877.0|0|6877.0|0|71.0|0|0.0|100
0|2022-01-12|6970.0|0|6970.0|0|71.0|0|0.0|100
0|2022-01-13|6970.0|0|7103.0|0|71.0|0|0.0|100
0|2022-01-14|7198.0|0|7198.0|0|71.0|0|0.0|100
0|2022-01-15|7198.0|0|7198.0|0|71.0|0|0.0|100
0|2022-01-16|7198.0|0|7198.0|0|71.0|0|0.0|100
0|2022-01-17|7198.0|0|0.0|100|71.0|0|0.0|100
