|dates|Richmond_Georgia_UnitedStates.JHU_ConfirmedCases.data|Richmond_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Richmond_Georgia_UnitedStates.NYT_ConfirmedCases.data|Richmond_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Richmond_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Richmond_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Richmond_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Richmond_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-25|35491.0|0|35541.0|0|731.0|0|0.0|100
0|2021-11-26|35491.0|0|35541.0|0|731.0|0|0.0|100
0|2021-11-27|35491.0|0|35541.0|0|731.0|0|0.0|100
0|2021-11-28|35491.0|0|35541.0|0|731.0|0|0.0|100
0|2021-11-29|35547.0|0|35597.0|0|733.0|0|0.0|100
0|2021-11-30|35596.0|0|35646.0|0|733.0|0|0.0|100
0|2021-12-01|35644.0|0|35694.0|0|735.0|0|0.0|100
0|2021-12-02|35677.0|0|35727.0|0|737.0|0|0.0|100
0|2021-12-03|35694.0|0|35744.0|0|739.0|0|0.0|100
0|2021-12-04|35694.0|0|35744.0|0|739.0|0|0.0|100
0|2021-12-05|35694.0|0|35744.0|0|739.0|0|0.0|100
0|2021-12-06|35733.0|0|35782.0|0|739.0|0|0.0|100
0|2021-12-07|35776.0|0|35825.0|0|739.0|0|0.0|100
0|2021-12-08|35803.0|0|35852.0|0|739.0|0|0.0|100
0|2021-12-09|35821.0|0|35870.0|0|742.0|0|0.0|100
0|2021-12-10|35841.0|0|35890.0|0|743.0|0|0.0|100
0|2021-12-11|35841.0|0|35890.0|0|743.0|0|0.0|100
0|2021-12-12|35841.0|0|35890.0|0|743.0|0|0.0|100
0|2021-12-13|35894.0|0|35943.0|0|744.0|0|0.0|100
0|2021-12-14|35894.0|0|35979.0|0|744.0|0|0.0|100
0|2021-12-15|35943.0|0|35992.0|0|747.0|0|0.0|100
0|2021-12-16|35968.0|0|36017.0|0|747.0|0|0.0|100
0|2021-12-17|35980.0|0|36029.0|0|747.0|0|0.0|100
0|2021-12-18|35980.0|0|36029.0|0|747.0|0|0.0|100
0|2021-12-19|35980.0|0|36029.0|0|747.0|0|0.0|100
0|2021-12-20|36047.0|0|36099.0|0|749.0|0|0.0|100
0|2021-12-21|36086.0|0|36138.0|0|750.0|0|0.0|100
0|2021-12-22|36168.0|0|36220.0|0|750.0|0|0.0|100
0|2021-12-23|36288.0|0|36340.0|0|753.0|0|0.0|100
0|2021-12-24|36431.0|0|36483.0|0|753.0|0|0.0|100
0|2021-12-25|36431.0|0|36483.0|0|753.0|0|0.0|100
0|2021-12-26|36431.0|0|36483.0|0|753.0|0|0.0|100
0|2021-12-27|36635.0|0|36687.0|0|754.0|0|0.0|100
0|2021-12-28|36820.0|0|36872.0|0|755.0|0|0.0|100
0|2021-12-29|37132.0|0|37184.0|0|759.0|0|0.0|100
0|2021-12-30|37495.0|0|37547.0|0|763.0|0|0.0|100
0|2021-12-31|38023.0|0|38075.0|0|764.0|0|0.0|100
0|2022-01-01|38023.0|0|38075.0|0|764.0|0|0.0|100
0|2022-01-02|38023.0|0|38075.0|0|764.0|0|0.0|100
0|2022-01-03|38023.0|0|38075.0|0|764.0|0|0.0|100
0|2022-01-04|39156.0|0|39208.0|0|765.0|0|0.0|100
0|2022-01-05|39514.0|0|39566.0|0|765.0|0|0.0|100
0|2022-01-06|39514.0|0|39566.0|0|765.0|0|0.0|100
0|2022-01-07|39514.0|0|39566.0|0|765.0|0|0.0|100
0|2022-01-08|39514.0|0|39566.0|0|765.0|0|0.0|100
0|2022-01-09|39514.0|0|39566.0|0|765.0|0|0.0|100
0|2022-01-10|41503.0|0|41556.0|0|767.0|0|0.0|100
0|2022-01-11|41868.0|0|41921.0|0|768.0|0|0.0|100
0|2022-01-12|42226.0|0|42279.0|0|769.0|0|0.0|100
0|2022-01-13|42226.0|0|42756.0|0|769.0|0|0.0|100
0|2022-01-14|43381.0|0|43434.0|0|773.0|0|0.0|100
0|2022-01-15|43381.0|0|43434.0|0|773.0|0|0.0|100
0|2022-01-16|43381.0|0|43434.0|0|773.0|0|0.0|100
0|2022-01-17|43829.0|0|0.0|100|774.0|0|0.0|100
