|dates|Moultrie_Illinois_UnitedStates.JHU_ConfirmedCases.data|Moultrie_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Moultrie_Illinois_UnitedStates.NYT_ConfirmedCases.data|Moultrie_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Moultrie_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Moultrie_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Moultrie_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Moultrie_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-03|2659.0|0|2659.0|0|34.0|0|0.0|100
0|2021-12-04|2659.0|0|2659.0|0|34.0|0|0.0|100
0|2021-12-05|2659.0|0|2659.0|0|34.0|0|0.0|100
0|2021-12-06|2682.0|0|2682.0|0|35.0|0|0.0|100
0|2021-12-07|2693.0|0|2693.0|0|35.0|0|0.0|100
0|2021-12-08|2704.0|0|2704.0|0|35.0|0|0.0|100
0|2021-12-09|2728.0|0|2728.0|0|35.0|0|0.0|100
0|2021-12-10|2739.0|0|2739.0|0|35.0|0|0.0|100
0|2021-12-11|2739.0|0|2739.0|0|35.0|0|0.0|100
0|2021-12-12|2739.0|0|2739.0|0|35.0|0|0.0|100
0|2021-12-13|2755.0|0|2755.0|0|35.0|0|0.0|100
0|2021-12-14|2755.0|0|2764.0|0|35.0|0|0.0|100
0|2021-12-15|2770.0|0|2770.0|0|36.0|0|0.0|100
0|2021-12-16|2785.0|0|2785.0|0|36.0|0|0.0|100
0|2021-12-17|2798.0|0|2798.0|0|36.0|0|0.0|100
0|2021-12-18|2798.0|0|2798.0|0|36.0|0|0.0|100
0|2021-12-19|2798.0|0|2798.0|0|36.0|0|0.0|100
0|2021-12-20|2825.0|0|2825.0|0|36.0|0|0.0|100
0|2021-12-21|2838.0|0|2838.0|0|36.0|0|0.0|100
0|2021-12-22|2854.0|0|2854.0|0|36.0|0|0.0|100
0|2021-12-23|2871.0|0|2871.0|0|37.0|0|0.0|100
0|2021-12-24|2871.0|0|2871.0|0|37.0|0|0.0|100
0|2021-12-25|2871.0|0|2871.0|0|37.0|0|0.0|100
0|2021-12-26|2871.0|0|2871.0|0|37.0|0|0.0|100
0|2021-12-27|2899.0|0|2899.0|0|39.0|0|0.0|100
0|2021-12-28|2911.0|0|2911.0|0|39.0|0|0.0|100
0|2021-12-29|2933.0|0|2933.0|0|39.0|0|0.0|100
0|2021-12-30|2946.0|0|2946.0|0|39.0|0|0.0|100
0|2021-12-31|2946.0|0|2946.0|0|39.0|0|0.0|100
0|2022-01-01|2946.0|0|2946.0|0|39.0|0|0.0|100
0|2022-01-02|2946.0|0|2946.0|0|39.0|0|0.0|100
0|2022-01-03|2996.0|0|2996.0|0|39.0|0|0.0|100
0|2022-01-04|3022.0|0|3022.0|0|39.0|0|0.0|100
0|2022-01-05|3058.0|0|3058.0|0|39.0|0|0.0|100
0|2022-01-06|3083.0|0|3083.0|0|39.0|0|0.0|100
0|2022-01-07|3148.0|0|3148.0|0|39.0|0|0.0|100
0|2022-01-08|3148.0|0|3148.0|0|39.0|0|0.0|100
0|2022-01-09|3148.0|0|3148.0|0|39.0|0|0.0|100
0|2022-01-10|3223.0|0|3223.0|0|39.0|0|0.0|100
0|2022-01-11|3259.0|0|3259.0|0|39.0|0|0.0|100
0|2022-01-12|3330.0|0|3330.0|0|39.0|0|0.0|100
0|2022-01-13|3330.0|0|3367.0|0|39.0|0|0.0|100
0|2022-01-14|3410.0|0|3410.0|0|40.0|0|0.0|100
0|2022-01-15|3410.0|0|3410.0|0|40.0|0|0.0|100
0|2022-01-16|3410.0|0|3410.0|0|40.0|0|0.0|100
0|2022-01-17|3410.0|0|0.0|100|40.0|0|0.0|100
