|dates|Bollinger_Missouri_UnitedStates.JHU_ConfirmedCases.data|Bollinger_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Bollinger_Missouri_UnitedStates.NYT_ConfirmedCases.data|Bollinger_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Bollinger_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Bollinger_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Bollinger_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Bollinger_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-03|2014.0|0|2017.0|0|34.0|0|0.0|100
0|2022-01-04|2021.0|0|2021.0|0|36.0|0|0.0|100
0|2022-01-05|2026.0|0|2026.0|0|36.0|0|0.0|100
0|2022-01-06|2038.0|0|2038.0|0|36.0|0|0.0|100
0|2022-01-07|2043.0|0|2043.0|0|36.0|0|0.0|100
0|2022-01-08|2048.0|0|2048.0|0|36.0|0|0.0|100
0|2022-01-09|2050.0|0|2050.0|0|36.0|0|0.0|100
0|2022-01-10|2052.0|0|2052.0|0|36.0|0|0.0|100
0|2022-01-11|2055.0|0|2055.0|0|36.0|0|0.0|100
0|2022-01-12|2070.0|0|2070.0|0|36.0|0|0.0|100
0|2022-01-13|2070.0|0|2080.0|0|36.0|0|0.0|100
0|2022-01-14|2087.0|0|2087.0|0|36.0|0|0.0|100
0|2022-01-15|2106.0|0|2106.0|0|35.0|0|0.0|100
0|2022-01-16|2106.0|0|2106.0|0|35.0|0|0.0|100
0|2022-01-17|2106.0|0|0.0|100|35.0|0|0.0|100
