|dates|Miami_Indiana_UnitedStates.JHU_ConfirmedCases.data|Miami_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Miami_Indiana_UnitedStates.NYT_ConfirmedCases.data|Miami_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Miami_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Miami_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Miami_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Miami_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-07|6060.0|0|6068.0|0|100.0|0|0.0|100
0|2021-11-08|6081.0|0|6089.0|0|100.0|0|0.0|100
0|2021-11-09|6100.0|0|6108.0|0|101.0|0|0.0|100
0|2021-11-10|6100.0|0|6126.0|0|101.0|0|0.0|100
0|2021-11-11|6165.0|0|6173.0|0|102.0|0|0.0|100
0|2021-11-12|6179.0|0|6187.0|0|102.0|0|0.0|100
0|2021-11-13|6179.0|0|6187.0|0|102.0|0|0.0|100
0|2021-11-14|6179.0|0|6187.0|0|102.0|0|0.0|100
0|2021-11-15|6225.0|0|6233.0|0|102.0|0|0.0|100
0|2021-11-16|6239.0|0|6247.0|0|103.0|0|0.0|100
0|2021-11-17|6260.0|0|6268.0|0|103.0|0|0.0|100
0|2021-11-18|6281.0|0|6289.0|0|104.0|0|0.0|100
0|2021-11-19|6292.0|0|6300.0|0|104.0|0|0.0|100
0|2021-11-20|6292.0|0|6300.0|0|104.0|0|0.0|100
0|2021-11-21|6292.0|0|6300.0|0|104.0|0|0.0|100
0|2021-11-22|6341.0|0|6349.0|0|106.0|0|0.0|100
0|2021-11-23|6357.0|0|6365.0|0|106.0|0|0.0|100
0|2021-11-24|6384.0|0|6392.0|0|106.0|0|0.0|100
0|2021-11-25|6384.0|0|6392.0|0|106.0|0|0.0|100
0|2021-11-26|6384.0|0|6392.0|0|106.0|0|0.0|100
0|2021-11-27|6384.0|0|6392.0|0|106.0|0|0.0|100
0|2021-11-28|6384.0|0|6392.0|0|106.0|0|0.0|100
0|2021-11-29|6477.0|0|6485.0|0|107.0|0|0.0|100
0|2021-11-30|6497.0|0|6505.0|0|109.0|0|0.0|100
0|2021-12-01|6530.0|0|6538.0|0|111.0|0|0.0|100
0|2021-12-02|6530.0|0|6571.0|0|111.0|0|0.0|100
0|2021-12-03|6595.0|0|6603.0|0|113.0|0|0.0|100
0|2021-12-04|6595.0|0|6603.0|0|113.0|0|0.0|100
0|2021-12-05|6595.0|0|6603.0|0|113.0|0|0.0|100
0|2021-12-06|6675.0|0|6683.0|0|114.0|0|0.0|100
0|2021-12-07|6693.0|0|6701.0|0|114.0|0|0.0|100
0|2021-12-08|6726.0|0|6734.0|0|114.0|0|0.0|100
0|2021-12-09|6751.0|0|6759.0|0|114.0|0|0.0|100
0|2021-12-10|6776.0|0|6784.0|0|114.0|0|0.0|100
0|2021-12-11|6776.0|0|6784.0|0|114.0|0|0.0|100
0|2021-12-12|6776.0|0|6784.0|0|114.0|0|0.0|100
0|2021-12-13|6838.0|0|6846.0|0|114.0|0|0.0|100
0|2021-12-14|6838.0|0|6876.0|0|114.0|0|0.0|100
0|2021-12-15|6891.0|0|6899.0|0|116.0|0|0.0|100
0|2021-12-16|6922.0|0|6930.0|0|116.0|0|0.0|100
0|2021-12-17|6949.0|0|6957.0|0|116.0|0|0.0|100
0|2021-12-18|6949.0|0|6957.0|0|116.0|0|0.0|100
0|2021-12-19|6949.0|0|6957.0|0|116.0|0|0.0|100
0|2021-12-20|7004.0|0|7012.0|0|118.0|0|0.0|100
0|2021-12-21|7028.0|0|7036.0|0|118.0|0|0.0|100
0|2021-12-22|7050.0|0|7058.0|0|119.0|0|0.0|100
0|2021-12-23|7050.0|0|7058.0|0|119.0|0|0.0|100
0|2021-12-24|7050.0|0|7058.0|0|119.0|0|0.0|100
0|2021-12-25|7050.0|0|7058.0|0|119.0|0|0.0|100
0|2021-12-26|7050.0|0|7058.0|0|119.0|0|0.0|100
0|2021-12-27|7120.0|0|7128.0|0|120.0|0|0.0|100
0|2021-12-28|7139.0|0|7147.0|0|122.0|0|0.0|100
0|2021-12-29|7166.0|0|7174.0|0|122.0|0|0.0|100
0|2021-12-30|7188.0|0|7196.0|0|123.0|0|0.0|100
0|2021-12-31|7188.0|0|7196.0|0|123.0|0|0.0|100
0|2022-01-01|7188.0|0|7196.0|0|123.0|0|0.0|100
0|2022-01-02|7188.0|0|7196.0|0|123.0|0|0.0|100
0|2022-01-03|7254.0|0|7262.0|0|123.0|0|0.0|100
0|2022-01-04|7283.0|0|7291.0|0|124.0|0|0.0|100
0|2022-01-05|7312.0|0|7320.0|0|125.0|0|0.0|100
0|2022-01-06|7344.0|0|7352.0|0|126.0|0|0.0|100
0|2022-01-07|7376.0|0|7384.0|0|128.0|0|0.0|100
0|2022-01-08|7376.0|0|7384.0|0|128.0|0|0.0|100
0|2022-01-09|7376.0|0|7384.0|0|128.0|0|0.0|100
0|2022-01-10|7492.0|0|7501.0|0|129.0|0|0.0|100
0|2022-01-11|7558.0|0|7567.0|0|131.0|0|0.0|100
0|2022-01-12|7603.0|0|7612.0|0|131.0|0|0.0|100
0|2022-01-13|7603.0|0|7671.0|0|131.0|0|0.0|100
0|2022-01-14|7726.0|0|7735.0|0|132.0|0|0.0|100
0|2022-01-15|7726.0|0|7735.0|0|132.0|0|0.0|100
0|2022-01-16|7726.0|0|7735.0|0|132.0|0|0.0|100
0|2022-01-17|7914.0|0|0.0|100|133.0|0|0.0|100
