|dates|Lafayette_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lafayette_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lafayette_Florida_UnitedStates.Male_Total_Population.data|Lafayette_Florida_UnitedStates.Male_Total_Population.missing|Lafayette_Florida_UnitedStates.Female_Total_Population.data|Lafayette_Florida_UnitedStates.Female_Total_Population.missing|Lafayette_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Lafayette_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-19|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2021-12-20|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2021-12-21|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2021-12-22|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2021-12-23|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2021-12-24|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2021-12-25|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2021-12-26|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2021-12-27|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2021-12-28|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2021-12-29|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2021-12-30|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2021-12-31|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2022-01-01|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2022-01-02|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2022-01-03|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2022-01-04|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2022-01-05|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2022-01-06|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2022-01-07|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2022-01-08|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2022-01-09|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2022-01-10|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2022-01-11|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2022-01-12|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2022-01-13|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2022-01-14|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2022-01-15|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2022-01-16|1401.0|0|4986.0|0|3746.0|0|1771.0|0
0|2022-01-17|1401.0|0|4986.0|0|3746.0|0|1771.0|0
