|dates|Hillsdale_Michigan_UnitedStates.JHU_ConfirmedCases.data|Hillsdale_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Hillsdale_Michigan_UnitedStates.NYT_ConfirmedCases.data|Hillsdale_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Hillsdale_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Hillsdale_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Hillsdale_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Hillsdale_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-18|6886.0|0|6886.0|0|138.0|0|0.0|100
0|2021-11-19|6984.0|0|6984.0|0|140.0|0|0.0|100
0|2021-11-20|6984.0|0|6984.0|0|140.0|0|0.0|100
0|2021-11-21|6984.0|0|6984.0|0|140.0|0|0.0|100
0|2021-11-22|7120.0|0|7120.0|0|140.0|0|0.0|100
0|2021-11-23|7120.0|0|7120.0|0|140.0|0|0.0|100
0|2021-11-24|7202.0|0|7202.0|0|144.0|0|0.0|100
0|2021-11-25|7202.0|0|7202.0|0|144.0|0|0.0|100
0|2021-11-26|7202.0|0|7202.0|0|144.0|0|0.0|100
0|2021-11-27|7202.0|0|7202.0|0|144.0|0|0.0|100
0|2021-11-28|7202.0|0|7202.0|0|144.0|0|0.0|100
0|2021-11-29|7368.0|0|7368.0|0|146.0|0|0.0|100
0|2021-11-30|7368.0|0|7368.0|0|146.0|0|0.0|100
0|2021-12-01|7442.0|0|7442.0|0|148.0|0|0.0|100
0|2021-12-02|7442.0|0|7442.0|0|148.0|0|0.0|100
0|2021-12-03|7575.0|0|7575.0|0|151.0|0|0.0|100
0|2021-12-04|7575.0|0|7575.0|0|151.0|0|0.0|100
0|2021-12-05|7575.0|0|7575.0|0|151.0|0|0.0|100
0|2021-12-06|7695.0|0|7695.0|0|151.0|0|0.0|100
0|2021-12-07|7695.0|0|7695.0|0|151.0|0|0.0|100
0|2021-12-08|7767.0|0|7767.0|0|153.0|0|0.0|100
0|2021-12-09|7767.0|0|7767.0|0|153.0|0|0.0|100
0|2021-12-10|7834.0|0|7834.0|0|155.0|0|0.0|100
0|2021-12-11|7834.0|0|7834.0|0|155.0|0|0.0|100
0|2021-12-12|7834.0|0|7834.0|0|155.0|0|0.0|100
0|2021-12-13|7926.0|0|7926.0|0|158.0|0|0.0|100
0|2021-12-14|7926.0|0|7926.0|0|158.0|0|0.0|100
0|2021-12-15|7997.0|0|7997.0|0|162.0|0|0.0|100
0|2021-12-16|7997.0|0|7997.0|0|162.0|0|0.0|100
0|2021-12-17|8065.0|0|8065.0|0|163.0|0|0.0|100
0|2021-12-18|8065.0|0|8065.0|0|163.0|0|0.0|100
0|2021-12-19|8065.0|0|8065.0|0|163.0|0|0.0|100
0|2021-12-20|8101.0|0|8101.0|0|166.0|0|0.0|100
0|2021-12-21|8101.0|0|8101.0|0|166.0|0|0.0|100
0|2021-12-22|8146.0|0|8146.0|0|167.0|0|0.0|100
0|2021-12-23|8146.0|0|8146.0|0|167.0|0|0.0|100
0|2021-12-24|8146.0|0|8146.0|0|167.0|0|0.0|100
0|2021-12-25|8146.0|0|8146.0|0|167.0|0|0.0|100
0|2021-12-26|8146.0|0|8146.0|0|167.0|0|0.0|100
0|2021-12-27|8191.0|0|8191.0|0|170.0|0|0.0|100
0|2021-12-28|8191.0|0|8191.0|0|170.0|0|0.0|100
0|2021-12-29|8229.0|0|8229.0|0|173.0|0|0.0|100
0|2021-12-30|8229.0|0|8229.0|0|173.0|0|0.0|100
0|2021-12-31|8229.0|0|8229.0|0|173.0|0|0.0|100
0|2022-01-01|8229.0|0|8229.0|0|173.0|0|0.0|100
0|2022-01-02|8229.0|0|8229.0|0|173.0|0|0.0|100
0|2022-01-03|8306.0|0|8306.0|0|173.0|0|0.0|100
0|2022-01-04|8306.0|0|8306.0|0|173.0|0|0.0|100
0|2022-01-05|8351.0|0|8351.0|0|174.0|0|0.0|100
0|2022-01-06|8351.0|0|8351.0|0|174.0|0|0.0|100
0|2022-01-07|8435.0|0|8435.0|0|175.0|0|0.0|100
0|2022-01-08|8435.0|0|8435.0|0|175.0|0|0.0|100
0|2022-01-09|8435.0|0|8435.0|0|175.0|0|0.0|100
0|2022-01-10|8545.0|0|8545.0|0|175.0|0|0.0|100
0|2022-01-11|8545.0|0|8545.0|0|175.0|0|0.0|100
0|2022-01-12|8619.0|0|8619.0|0|176.0|0|0.0|100
0|2022-01-13|8619.0|0|8619.0|0|176.0|0|0.0|100
0|2022-01-14|8692.0|0|8692.0|0|178.0|0|0.0|100
0|2022-01-15|8692.0|0|8692.0|0|178.0|0|0.0|100
0|2022-01-16|8692.0|0|8692.0|0|178.0|0|0.0|100
0|2022-01-17|8692.0|0|0.0|100|178.0|0|0.0|100
