|dates|Fremont_Colorado_UnitedStates.JHU_ConfirmedCases.data|Fremont_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Fremont_Colorado_UnitedStates.NYT_ConfirmedCases.data|Fremont_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Fremont_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Fremont_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Fremont_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Fremont_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-10|9247.0|0|9247.0|0|107.0|0|0.0|100
0|2021-11-11|9315.0|0|9315.0|0|108.0|0|0.0|100
0|2021-11-12|9360.0|0|9360.0|0|108.0|0|0.0|100
0|2021-11-13|9360.0|0|9360.0|0|108.0|0|0.0|100
0|2021-11-14|9360.0|0|9360.0|0|108.0|0|0.0|100
0|2021-11-15|9459.0|0|9459.0|0|108.0|0|0.0|100
0|2021-11-16|9505.0|0|9505.0|0|110.0|0|0.0|100
0|2021-11-17|9570.0|0|9570.0|0|111.0|0|0.0|100
0|2021-11-18|9618.0|0|9618.0|0|114.0|0|0.0|100
0|2021-11-19|9672.0|0|9672.0|0|118.0|0|0.0|100
0|2021-11-20|9672.0|0|9672.0|0|118.0|0|0.0|100
0|2021-11-21|9672.0|0|9672.0|0|118.0|0|0.0|100
0|2021-11-22|9749.0|0|9749.0|0|121.0|0|0.0|100
0|2021-11-23|9786.0|0|9786.0|0|124.0|0|0.0|100
0|2021-11-24|9834.0|0|9834.0|0|127.0|0|0.0|100
0|2021-11-25|9876.0|0|9876.0|0|128.0|0|0.0|100
0|2021-11-26|9902.0|0|9876.0|0|128.0|0|0.0|100
0|2021-11-27|9902.0|0|9876.0|0|128.0|0|0.0|100
0|2021-11-28|9902.0|0|9902.0|0|128.0|0|0.0|100
0|2021-11-29|9956.0|0|9956.0|0|129.0|0|0.0|100
0|2021-11-30|9970.0|0|9970.0|0|129.0|0|0.0|100
0|2021-12-01|10008.0|0|10008.0|0|134.0|0|0.0|100
0|2021-12-02|10064.0|0|10064.0|0|139.0|0|0.0|100
0|2021-12-03|10104.0|0|10084.0|0|140.0|0|0.0|100
0|2021-12-04|10104.0|0|10104.0|0|140.0|0|0.0|100
0|2021-12-05|10104.0|0|10104.0|0|140.0|0|0.0|100
0|2021-12-06|10173.0|0|10173.0|0|140.0|0|0.0|100
0|2021-12-07|10206.0|0|10206.0|0|143.0|0|0.0|100
0|2021-12-08|10269.0|0|10269.0|0|143.0|0|0.0|100
0|2021-12-09|10314.0|0|10314.0|0|144.0|0|0.0|100
0|2021-12-10|10333.0|0|10333.0|0|146.0|0|0.0|100
0|2021-12-11|10333.0|0|10333.0|0|146.0|0|0.0|100
0|2021-12-12|10333.0|0|10333.0|0|146.0|0|0.0|100
0|2021-12-13|10365.0|0|10365.0|0|145.0|0|0.0|100
0|2021-12-14|10365.0|0|10381.0|0|145.0|0|0.0|100
0|2021-12-15|10393.0|0|10393.0|0|147.0|0|0.0|100
0|2021-12-16|10420.0|0|10420.0|0|149.0|0|0.0|100
0|2021-12-17|10434.0|0|10434.0|0|150.0|0|0.0|100
0|2021-12-18|10434.0|0|10434.0|0|150.0|0|0.0|100
0|2021-12-19|10434.0|0|10434.0|0|150.0|0|0.0|100
0|2021-12-20|10461.0|0|10461.0|0|152.0|0|0.0|100
0|2021-12-21|10467.0|0|10467.0|0|153.0|0|0.0|100
0|2021-12-22|10480.0|0|10480.0|0|153.0|0|0.0|100
0|2021-12-23|10487.0|0|10487.0|0|154.0|0|0.0|100
0|2021-12-24|10502.0|0|10502.0|0|155.0|0|0.0|100
0|2021-12-25|10502.0|0|10502.0|0|155.0|0|0.0|100
0|2021-12-26|10502.0|0|10502.0|0|155.0|0|0.0|100
0|2021-12-27|10523.0|0|10523.0|0|155.0|0|0.0|100
0|2021-12-28|10534.0|0|10534.0|0|157.0|0|0.0|100
0|2021-12-29|10551.0|0|10551.0|0|159.0|0|0.0|100
0|2021-12-30|10596.0|0|10596.0|0|159.0|0|0.0|100
0|2021-12-31|10627.0|0|10627.0|0|160.0|0|0.0|100
0|2022-01-01|10627.0|0|10627.0|0|160.0|0|0.0|100
0|2022-01-02|10627.0|0|10627.0|0|160.0|0|0.0|100
0|2022-01-03|10711.0|0|10711.0|0|161.0|0|0.0|100
0|2022-01-04|10755.0|0|10755.0|0|162.0|0|0.0|100
0|2022-01-05|10795.0|0|10795.0|0|162.0|0|0.0|100
0|2022-01-06|10815.0|0|10815.0|0|163.0|0|0.0|100
0|2022-01-07|10915.0|0|10915.0|0|163.0|0|0.0|100
0|2022-01-08|10915.0|0|10915.0|0|163.0|0|0.0|100
0|2022-01-09|10915.0|0|10915.0|0|163.0|0|0.0|100
0|2022-01-10|11120.0|0|11120.0|0|163.0|0|0.0|100
0|2022-01-11|11193.0|0|11193.0|0|163.0|0|0.0|100
0|2022-01-12|11224.0|0|11224.0|0|163.0|0|0.0|100
0|2022-01-13|11224.0|0|11304.0|0|163.0|0|0.0|100
0|2022-01-14|11393.0|0|11349.0|0|164.0|0|0.0|100
0|2022-01-15|11393.0|0|11393.0|0|164.0|0|0.0|100
0|2022-01-16|11393.0|0|11393.0|0|164.0|0|0.0|100
0|2022-01-17|11573.0|0|0.0|100|164.0|0|0.0|100
