|dates|McDonald_Missouri_UnitedStates.JHU_ConfirmedCases.data|McDonald_Missouri_UnitedStates.JHU_ConfirmedCases.missing|McDonald_Missouri_UnitedStates.NYT_ConfirmedCases.data|McDonald_Missouri_UnitedStates.NYT_ConfirmedCases.missing|McDonald_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|McDonald_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|McDonald_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|McDonald_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-04|4017.0|0|4350.0|0|61.0|0|0.0|100
0|2022-01-05|4027.0|0|4371.0|0|61.0|0|0.0|100
0|2022-01-06|4042.0|0|4393.0|0|62.0|0|0.0|100
0|2022-01-07|4063.0|0|4393.0|0|62.0|0|0.0|100
0|2022-01-08|4080.0|0|4393.0|0|62.0|0|0.0|100
0|2022-01-09|4083.0|0|4393.0|0|62.0|0|0.0|100
0|2022-01-10|4096.0|0|4471.0|0|62.0|0|0.0|100
0|2022-01-11|4114.0|0|4559.0|0|62.0|0|0.0|100
0|2022-01-12|4152.0|0|4559.0|0|62.0|0|0.0|100
0|2022-01-13|4152.0|0|4740.0|0|62.0|0|0.0|100
0|2022-01-14|4215.0|0|4774.0|0|62.0|0|0.0|100
0|2022-01-15|4295.0|0|4774.0|0|62.0|0|0.0|100
0|2022-01-16|4295.0|0|4774.0|0|62.0|0|0.0|100
0|2022-01-17|4295.0|0|0.0|100|62.0|0|0.0|100
