|dates|Danville_Virginia_UnitedStates.JHU_ConfirmedCases.data|Danville_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Danville_Virginia_UnitedStates.NYT_ConfirmedCases.data|Danville_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Danville_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Danville_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Danville_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Danville_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|6353.0|0|6353.0|0|195.0|0|0.0|100
0|2021-11-16|6364.0|0|6364.0|0|195.0|0|0.0|100
0|2021-11-17|6392.0|0|6392.0|0|195.0|0|0.0|100
0|2021-11-18|6395.0|0|6395.0|0|195.0|0|0.0|100
0|2021-11-19|6415.0|0|6415.0|0|195.0|0|0.0|100
0|2021-11-20|6415.0|0|6415.0|0|195.0|0|0.0|100
0|2021-11-21|6415.0|0|6415.0|0|195.0|0|0.0|100
0|2021-11-22|6434.0|0|6434.0|0|197.0|0|0.0|100
0|2021-11-23|6435.0|0|6435.0|0|198.0|0|0.0|100
0|2021-11-24|6447.0|0|6447.0|0|198.0|0|0.0|100
0|2021-11-25|6454.0|0|6454.0|0|198.0|0|0.0|100
0|2021-11-26|6456.0|0|6456.0|0|198.0|0|0.0|100
0|2021-11-27|6456.0|0|6456.0|0|198.0|0|0.0|100
0|2021-11-28|6456.0|0|6456.0|0|198.0|0|0.0|100
0|2021-11-29|6469.0|0|6469.0|0|198.0|0|0.0|100
0|2021-11-30|6482.0|0|6482.0|0|198.0|0|0.0|100
0|2021-12-01|6491.0|0|6491.0|0|198.0|0|0.0|100
0|2021-12-02|6503.0|0|6503.0|0|198.0|0|0.0|100
0|2021-12-03|6512.0|0|6512.0|0|198.0|0|0.0|100
0|2021-12-04|6512.0|0|6512.0|0|198.0|0|0.0|100
0|2021-12-05|6512.0|0|6512.0|0|198.0|0|0.0|100
0|2021-12-06|6538.0|0|6538.0|0|199.0|0|0.0|100
0|2021-12-07|6554.0|0|6554.0|0|200.0|0|0.0|100
0|2021-12-08|6553.0|0|6553.0|0|200.0|0|0.0|100
0|2021-12-09|6570.0|0|6570.0|0|200.0|0|0.0|100
0|2021-12-10|6582.0|0|6582.0|0|201.0|0|0.0|100
0|2021-12-11|6582.0|0|6582.0|0|201.0|0|0.0|100
0|2021-12-12|6582.0|0|6582.0|0|201.0|0|0.0|100
0|2021-12-13|6611.0|0|6611.0|0|203.0|0|0.0|100
0|2021-12-14|6611.0|0|6615.0|0|203.0|0|0.0|100
0|2021-12-15|6621.0|0|6621.0|0|204.0|0|0.0|100
0|2021-12-16|6747.0|0|6747.0|0|204.0|0|0.0|100
0|2021-12-17|6747.0|0|6741.0|0|204.0|0|0.0|100
0|2021-12-18|6741.0|0|6741.0|0|204.0|0|0.0|100
0|2021-12-19|6741.0|0|6741.0|0|204.0|0|0.0|100
0|2021-12-20|6762.0|0|6762.0|0|204.0|0|0.0|100
0|2021-12-21|6749.0|0|6749.0|0|205.0|0|0.0|100
0|2021-12-22|6789.0|0|6789.0|0|206.0|0|0.0|100
0|2021-12-23|6783.0|0|6783.0|0|206.0|0|0.0|100
0|2021-12-24|6816.0|0|6816.0|0|206.0|0|0.0|100
0|2021-12-25|6816.0|0|6816.0|0|206.0|0|0.0|100
0|2021-12-26|6816.0|0|6816.0|0|206.0|0|0.0|100
0|2021-12-27|6861.0|0|6861.0|0|206.0|0|0.0|100
0|2021-12-28|6875.0|0|6875.0|0|210.0|0|0.0|100
0|2021-12-29|6913.0|0|6913.0|0|210.0|0|0.0|100
0|2021-12-30|6960.0|0|6960.0|0|211.0|0|0.0|100
0|2021-12-31|7029.0|0|7029.0|0|211.0|0|0.0|100
0|2022-01-01|7029.0|0|7029.0|0|211.0|0|0.0|100
0|2022-01-02|7029.0|0|7029.0|0|211.0|0|0.0|100
0|2022-01-03|7253.0|0|7253.0|0|211.0|0|0.0|100
0|2022-01-04|7312.0|0|7312.0|0|211.0|0|0.0|100
0|2022-01-05|7380.0|0|7380.0|0|211.0|0|0.0|100
0|2022-01-06|7504.0|0|7504.0|0|212.0|0|0.0|100
0|2022-01-07|7596.0|0|7596.0|0|212.0|0|0.0|100
0|2022-01-08|7596.0|0|7596.0|0|212.0|0|0.0|100
0|2022-01-09|7596.0|0|7596.0|0|212.0|0|0.0|100
0|2022-01-10|8037.0|0|8037.0|0|212.0|0|0.0|100
0|2022-01-11|8072.0|0|8072.0|0|212.0|0|0.0|100
0|2022-01-12|8205.0|0|8205.0|0|212.0|0|0.0|100
0|2022-01-13|8205.0|0|8344.0|0|212.0|0|0.0|100
0|2022-01-14|8479.0|0|8479.0|0|213.0|0|0.0|100
0|2022-01-15|8479.0|0|8479.0|0|213.0|0|0.0|100
0|2022-01-16|8479.0|0|8479.0|0|213.0|0|0.0|100
0|2022-01-17|8922.0|0|0.0|100|213.0|0|0.0|100
