|dates|Crawford_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Crawford_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Crawford_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Crawford_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Crawford_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Crawford_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Crawford_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Crawford_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-16|14417.0|0|14417.0|0|239.0|0|0.0|100
0|2021-12-17|14462.0|0|14462.0|0|241.0|0|0.0|100
0|2021-12-18|14527.0|0|14527.0|0|245.0|0|0.0|100
0|2021-12-19|14558.0|0|14558.0|0|245.0|0|0.0|100
0|2021-12-20|14577.0|0|14577.0|0|245.0|0|0.0|100
0|2021-12-21|14609.0|0|14609.0|0|249.0|0|0.0|100
0|2021-12-22|14656.0|0|14656.0|0|252.0|0|0.0|100
0|2021-12-23|14715.0|0|14715.0|0|253.0|0|0.0|100
0|2021-12-24|14778.0|0|14778.0|0|253.0|0|0.0|100
0|2021-12-25|14836.0|0|14836.0|0|253.0|0|0.0|100
0|2021-12-26|14870.0|0|14870.0|0|253.0|0|0.0|100
0|2021-12-27|14882.0|0|14882.0|0|253.0|0|0.0|100
0|2021-12-28|14908.0|0|14908.0|0|256.0|0|0.0|100
0|2021-12-29|14960.0|0|14960.0|0|258.0|0|0.0|100
0|2021-12-30|15075.0|0|15075.0|0|259.0|0|0.0|100
0|2021-12-31|15155.0|0|15155.0|0|260.0|0|0.0|100
0|2022-01-01|15298.0|0|15298.0|0|260.0|0|0.0|100
0|2022-01-02|15413.0|0|15413.0|0|260.0|0|0.0|100
0|2022-01-03|15466.0|0|15466.0|0|261.0|0|0.0|100
0|2022-01-04|15542.0|0|15542.0|0|261.0|0|0.0|100
0|2022-01-05|15731.0|0|15731.0|0|262.0|0|0.0|100
0|2022-01-06|15852.0|0|15852.0|0|264.0|0|0.0|100
0|2022-01-07|16027.0|0|16027.0|0|264.0|0|0.0|100
0|2022-01-08|16182.0|0|16182.0|0|264.0|0|0.0|100
0|2022-01-09|16304.0|0|16304.0|0|264.0|0|0.0|100
0|2022-01-10|16377.0|0|16377.0|0|264.0|0|0.0|100
0|2022-01-11|16539.0|0|16539.0|0|265.0|0|0.0|100
0|2022-01-12|16723.0|0|16723.0|0|265.0|0|0.0|100
0|2022-01-13|16723.0|0|16809.0|0|265.0|0|0.0|100
0|2022-01-14|16991.0|0|16991.0|0|268.0|0|0.0|100
0|2022-01-15|17160.0|0|17160.0|0|270.0|0|0.0|100
0|2022-01-16|17425.0|0|17425.0|0|270.0|0|0.0|100
0|2022-01-17|17559.0|0|0.0|100|270.0|0|0.0|100
