|dates|DeafSmith_Texas_UnitedStates.JHU_ConfirmedCases.data|DeafSmith_Texas_UnitedStates.JHU_ConfirmedCases.missing|DeafSmith_Texas_UnitedStates.NYT_ConfirmedCases.data|DeafSmith_Texas_UnitedStates.NYT_ConfirmedCases.missing|DeafSmith_Texas_UnitedStates.JHU_ConfirmedDeaths.data|DeafSmith_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|DeafSmith_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|DeafSmith_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-09|3559.0|0|3559.0|0|87.0|0|0.0|100
0|2021-12-10|3574.0|0|3574.0|0|87.0|0|0.0|100
0|2021-12-11|3576.0|0|3576.0|0|87.0|0|0.0|100
0|2021-12-12|3577.0|0|3577.0|0|87.0|0|0.0|100
0|2021-12-13|3579.0|0|3579.0|0|87.0|0|0.0|100
0|2021-12-14|3579.0|0|3582.0|0|87.0|0|0.0|100
0|2021-12-15|3594.0|0|3594.0|0|88.0|0|0.0|100
0|2021-12-16|3595.0|0|3595.0|0|89.0|0|0.0|100
0|2021-12-17|3603.0|0|3603.0|0|89.0|0|0.0|100
0|2021-12-18|3613.0|0|3613.0|0|89.0|0|0.0|100
0|2021-12-19|3616.0|0|3616.0|0|89.0|0|0.0|100
0|2021-12-20|3617.0|0|3617.0|0|90.0|0|0.0|100
0|2021-12-21|3623.0|0|3623.0|0|91.0|0|0.0|100
0|2021-12-22|3633.0|0|3633.0|0|93.0|0|0.0|100
0|2021-12-23|3658.0|0|3658.0|0|94.0|0|0.0|100
0|2021-12-24|3658.0|0|3658.0|0|94.0|0|0.0|100
0|2021-12-25|3658.0|0|3658.0|0|94.0|0|0.0|100
0|2021-12-26|3658.0|0|3658.0|0|94.0|0|0.0|100
0|2021-12-27|3700.0|0|3700.0|0|97.0|0|0.0|100
0|2021-12-28|3712.0|0|3712.0|0|98.0|0|0.0|100
0|2021-12-29|3724.0|0|3724.0|0|98.0|0|0.0|100
0|2021-12-30|3732.0|0|3732.0|0|98.0|0|0.0|100
0|2021-12-31|3732.0|0|3732.0|0|100.0|0|0.0|100
0|2022-01-01|3732.0|0|3732.0|0|100.0|0|0.0|100
0|2022-01-02|3732.0|0|3732.0|0|100.0|0|0.0|100
0|2022-01-03|3765.0|0|3765.0|0|100.0|0|0.0|100
0|2022-01-04|3780.0|0|3780.0|0|100.0|0|0.0|100
0|2022-01-05|3794.0|0|3794.0|0|101.0|0|0.0|100
0|2022-01-06|3805.0|0|3805.0|0|101.0|0|0.0|100
0|2022-01-07|3823.0|0|3823.0|0|101.0|0|0.0|100
0|2022-01-08|3852.0|0|3852.0|0|101.0|0|0.0|100
0|2022-01-09|3862.0|0|3862.0|0|101.0|0|0.0|100
0|2022-01-10|3870.0|0|3870.0|0|101.0|0|0.0|100
0|2022-01-11|3884.0|0|3884.0|0|101.0|0|0.0|100
0|2022-01-12|3892.0|0|3892.0|0|101.0|0|0.0|100
0|2022-01-13|3892.0|0|3923.0|0|101.0|0|0.0|100
0|2022-01-14|3923.0|0|3800.0|0|101.0|0|0.0|100
0|2022-01-15|3923.0|0|3821.0|0|101.0|0|0.0|100
0|2022-01-16|3833.0|0|3833.0|0|101.0|0|0.0|100
0|2022-01-17|3840.0|0|0.0|100|102.0|0|0.0|100
