|dates|DuPage_Illinois_UnitedStates.JHU_ConfirmedCases.data|DuPage_Illinois_UnitedStates.JHU_ConfirmedCases.missing|DuPage_Illinois_UnitedStates.NYT_ConfirmedCases.data|DuPage_Illinois_UnitedStates.NYT_ConfirmedCases.missing|DuPage_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|DuPage_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|DuPage_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|DuPage_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-18|114154.0|0|114154.0|0|1400.0|0|0.0|100
0|2021-11-19|114540.0|0|114540.0|0|1401.0|0|0.0|100
0|2021-11-20|114540.0|0|114540.0|0|1401.0|0|0.0|100
0|2021-11-21|114540.0|0|114540.0|0|1401.0|0|0.0|100
0|2021-11-22|115383.0|0|115383.0|0|1403.0|0|0.0|100
0|2021-11-23|115663.0|0|115663.0|0|1403.0|0|0.0|100
0|2021-11-24|116025.0|0|116025.0|0|1404.0|0|0.0|100
0|2021-11-25|116025.0|0|116025.0|0|1404.0|0|0.0|100
0|2021-11-26|116025.0|0|116025.0|0|1404.0|0|0.0|100
0|2021-11-27|116025.0|0|116025.0|0|1404.0|0|0.0|100
0|2021-11-28|116025.0|0|116025.0|0|1404.0|0|0.0|100
0|2021-11-29|117356.0|0|117356.0|0|1406.0|0|0.0|100
0|2021-11-30|117788.0|0|117788.0|0|1406.0|0|0.0|100
0|2021-12-01|118195.0|0|118195.0|0|1408.0|0|0.0|100
0|2021-12-02|118871.0|0|118871.0|0|1409.0|0|0.0|100
0|2021-12-03|119376.0|0|119376.0|0|1409.0|0|0.0|100
0|2021-12-04|119376.0|0|119376.0|0|1409.0|0|0.0|100
0|2021-12-05|119376.0|0|119376.0|0|1409.0|0|0.0|100
0|2021-12-06|120758.0|0|120758.0|0|1413.0|0|0.0|100
0|2021-12-07|121183.0|0|121183.0|0|1417.0|0|0.0|100
0|2021-12-08|121677.0|0|121677.0|0|1417.0|0|0.0|100
0|2021-12-09|122278.0|0|122278.0|0|1418.0|0|0.0|100
0|2021-12-10|122720.0|0|122720.0|0|1419.0|0|0.0|100
0|2021-12-11|122720.0|0|122720.0|0|1419.0|0|0.0|100
0|2021-12-12|122720.0|0|122720.0|0|1419.0|0|0.0|100
0|2021-12-13|123990.0|0|123990.0|0|1422.0|0|0.0|100
0|2021-12-14|123990.0|0|124480.0|0|1422.0|0|0.0|100
0|2021-12-15|125077.0|0|125077.0|0|1424.0|0|0.0|100
0|2021-12-16|125867.0|0|125867.0|0|1425.0|0|0.0|100
0|2021-12-17|126654.0|0|126654.0|0|1429.0|0|0.0|100
0|2021-12-18|126654.0|0|126654.0|0|1429.0|0|0.0|100
0|2021-12-19|126654.0|0|126654.0|0|1429.0|0|0.0|100
0|2021-12-20|128733.0|0|128733.0|0|1430.0|0|0.0|100
0|2021-12-21|129527.0|0|129527.0|0|1433.0|0|0.0|100
0|2021-12-22|130919.0|0|130919.0|0|1435.0|0|0.0|100
0|2021-12-23|132440.0|0|132440.0|0|1438.0|0|0.0|100
0|2021-12-24|132440.0|0|132440.0|0|1438.0|0|0.0|100
0|2021-12-25|132440.0|0|132440.0|0|1438.0|0|0.0|100
0|2021-12-26|132440.0|0|132440.0|0|1438.0|0|0.0|100
0|2021-12-27|137174.0|0|137174.0|0|1441.0|0|0.0|100
0|2021-12-28|138854.0|0|138854.0|0|1441.0|0|0.0|100
0|2021-12-29|140447.0|0|140447.0|0|1441.0|0|0.0|100
0|2021-12-30|142738.0|0|142738.0|0|1445.0|0|0.0|100
0|2021-12-31|142738.0|0|142738.0|0|1445.0|0|0.0|100
0|2022-01-01|142738.0|0|142738.0|0|1445.0|0|0.0|100
0|2022-01-02|142738.0|0|142738.0|0|1445.0|0|0.0|100
0|2022-01-03|150149.0|0|150149.0|0|1453.0|0|0.0|100
0|2022-01-04|151681.0|0|151681.0|0|1455.0|0|0.0|100
0|2022-01-05|153713.0|0|153713.0|0|1457.0|0|0.0|100
0|2022-01-06|157094.0|0|157094.0|0|1463.0|0|0.0|100
0|2022-01-07|159801.0|0|159801.0|0|1468.0|0|0.0|100
0|2022-01-08|159801.0|0|159801.0|0|1468.0|0|0.0|100
0|2022-01-09|159801.0|0|159801.0|0|1468.0|0|0.0|100
0|2022-01-10|165689.0|0|165689.0|0|1479.0|0|0.0|100
0|2022-01-11|167764.0|0|167764.0|0|1481.0|0|0.0|100
0|2022-01-12|170233.0|0|170233.0|0|1490.0|0|0.0|100
0|2022-01-13|170233.0|0|172571.0|0|1490.0|0|0.0|100
0|2022-01-14|174516.0|0|174516.0|0|1507.0|0|0.0|100
0|2022-01-15|174516.0|0|174516.0|0|1507.0|0|0.0|100
0|2022-01-16|174516.0|0|174516.0|0|1507.0|0|0.0|100
0|2022-01-17|174516.0|0|0.0|100|1507.0|0|0.0|100
