|dates|Greene_Missouri_UnitedStates.JHU_ConfirmedCases.data|Greene_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Greene_Missouri_UnitedStates.NYT_ConfirmedCases.data|Greene_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Greene_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Greene_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-17|47097.0|0|48171.0|0|836.0|0|0.0|100
0|2021-12-18|47254.0|0|48171.0|0|836.0|0|0.0|100
0|2021-12-19|47346.0|0|48171.0|0|836.0|0|0.0|100
0|2021-12-20|47420.0|0|48459.0|0|836.0|0|0.0|100
0|2021-12-21|47541.0|0|48577.0|0|843.0|0|0.0|100
0|2021-12-22|47661.0|0|48708.0|0|843.0|0|0.0|100
0|2021-12-23|47887.0|0|48908.0|0|843.0|0|0.0|100
0|2021-12-24|47887.0|0|48908.0|0|843.0|0|0.0|100
0|2021-12-25|47887.0|0|48908.0|0|843.0|0|0.0|100
0|2021-12-26|47887.0|0|48908.0|0|843.0|0|0.0|100
0|2021-12-27|48236.0|0|49276.0|0|843.0|0|0.0|100
0|2021-12-28|48348.0|0|49395.0|0|847.0|0|0.0|100
0|2021-12-29|48552.0|0|49602.0|0|847.0|0|0.0|100
0|2021-12-30|48930.0|0|49923.0|0|847.0|0|0.0|100
0|2021-12-31|48930.0|0|49923.0|0|847.0|0|0.0|100
0|2022-01-01|48930.0|0|49923.0|0|847.0|0|0.0|100
0|2022-01-02|48930.0|0|49923.0|0|847.0|0|0.0|100
0|2022-01-03|48930.0|0|50698.0|0|847.0|0|0.0|100
0|2022-01-04|50005.0|0|50862.0|0|851.0|0|0.0|100
0|2022-01-05|50443.0|0|51335.0|0|851.0|0|0.0|100
0|2022-01-06|50683.0|0|51677.0|0|851.0|0|0.0|100
0|2022-01-07|51045.0|0|52111.0|0|851.0|0|0.0|100
0|2022-01-08|51703.0|0|52111.0|0|851.0|0|0.0|100
0|2022-01-09|52090.0|0|52111.0|0|851.0|0|0.0|100
0|2022-01-10|52442.0|0|53554.0|0|851.0|0|0.0|100
0|2022-01-11|53026.0|0|53971.0|0|860.0|0|0.0|100
0|2022-01-12|53481.0|0|54436.0|0|860.0|0|0.0|100
0|2022-01-13|53481.0|0|55114.0|0|860.0|0|0.0|100
0|2022-01-14|54565.0|0|55590.0|0|860.0|0|0.0|100
0|2022-01-15|55422.0|0|55590.0|0|860.0|0|0.0|100
0|2022-01-16|55422.0|0|55590.0|0|860.0|0|0.0|100
0|2022-01-17|55422.0|0|0.0|100|860.0|0|0.0|100
