|dates|Gulf_Florida_UnitedStates.JHU_ConfirmedCases.data|Gulf_Florida_UnitedStates.JHU_ConfirmedCases.missing|Gulf_Florida_UnitedStates.NYT_ConfirmedCases.data|Gulf_Florida_UnitedStates.NYT_ConfirmedCases.missing|Gulf_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Gulf_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Gulf_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Gulf_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-07|3003.0|0|2979.0|0|45.0|0|0.0|100
0|2021-12-08|3003.0|0|2979.0|0|45.0|0|0.0|100
0|2021-12-09|3003.0|0|2979.0|0|45.0|0|0.0|100
0|2021-12-10|3008.0|0|2984.0|0|45.0|0|0.0|100
0|2021-12-11|3008.0|0|2984.0|0|45.0|0|0.0|100
0|2021-12-12|3008.0|0|2984.0|0|45.0|0|0.0|100
0|2021-12-13|3008.0|0|2984.0|0|45.0|0|0.0|100
0|2021-12-14|3008.0|0|2984.0|0|45.0|0|0.0|100
0|2021-12-15|3008.0|0|2984.0|0|45.0|0|0.0|100
0|2021-12-16|3008.0|0|2984.0|0|45.0|0|0.0|100
0|2021-12-17|3014.0|0|2990.0|0|45.0|0|0.0|100
0|2021-12-18|3014.0|0|2990.0|0|45.0|0|0.0|100
0|2021-12-19|3014.0|0|2990.0|0|45.0|0|0.0|100
0|2021-12-20|3014.0|0|2990.0|0|45.0|0|0.0|100
0|2021-12-21|3014.0|0|2990.0|0|45.0|0|0.0|100
0|2021-12-22|3014.0|0|2990.0|0|45.0|0|0.0|100
0|2021-12-23|3014.0|0|2990.0|0|45.0|0|0.0|100
0|2021-12-24|3014.0|0|2998.0|0|45.0|0|0.0|100
0|2021-12-25|3022.0|0|2998.0|0|45.0|0|0.0|100
0|2021-12-26|3022.0|0|2998.0|0|45.0|0|0.0|100
0|2021-12-27|3022.0|0|2998.0|0|45.0|0|0.0|100
0|2021-12-28|3022.0|0|2998.0|0|45.0|0|0.0|100
0|2021-12-29|3022.0|0|2998.0|0|45.0|0|0.0|100
0|2021-12-30|3022.0|0|2998.0|0|45.0|0|0.0|100
0|2021-12-31|3060.0|0|3036.0|0|45.0|0|0.0|100
0|2022-01-01|3060.0|0|3036.0|0|45.0|0|0.0|100
0|2022-01-02|3060.0|0|3036.0|0|45.0|0|0.0|100
0|2022-01-03|3060.0|0|3036.0|0|45.0|0|0.0|100
0|2022-01-04|3060.0|0|3036.0|0|45.0|0|0.0|100
0|2022-01-05|3060.0|0|3036.0|0|45.0|0|0.0|100
0|2022-01-06|3060.0|0|3036.0|0|45.0|0|0.0|100
0|2022-01-07|3210.0|0|3186.0|0|45.0|0|0.0|100
0|2022-01-08|3210.0|0|3186.0|0|45.0|0|0.0|100
0|2022-01-09|3210.0|0|3186.0|0|45.0|0|0.0|100
0|2022-01-10|3210.0|0|3186.0|0|45.0|0|0.0|100
0|2022-01-11|3210.0|0|3186.0|0|45.0|0|0.0|100
0|2022-01-12|3210.0|0|3186.0|0|65.0|0|0.0|100
0|2022-01-13|3210.0|0|3186.0|0|65.0|0|0.0|100
0|2022-01-14|3210.0|0|3457.0|0|65.0|0|0.0|100
0|2022-01-15|3481.0|0|3457.0|0|65.0|0|0.0|100
0|2022-01-16|3481.0|0|3457.0|0|65.0|0|0.0|100
0|2022-01-17|3481.0|0|0.0|100|65.0|0|0.0|100
