|dates|Sullivan_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sullivan_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sullivan_Indiana_UnitedStates.Male_Total_Population.data|Sullivan_Indiana_UnitedStates.Male_Total_Population.missing|Sullivan_Indiana_UnitedStates.Female_Total_Population.data|Sullivan_Indiana_UnitedStates.Female_Total_Population.missing|Sullivan_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Sullivan_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-14|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-11-15|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-11-16|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-11-17|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-11-18|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-11-19|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-11-20|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-11-21|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-11-22|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-11-23|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-11-24|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-11-25|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-11-26|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-11-27|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-11-28|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-11-29|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-11-30|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-01|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-02|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-03|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-04|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-05|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-06|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-07|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-08|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-09|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-10|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-11|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-12|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-13|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-14|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-15|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-16|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-17|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-18|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-19|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-20|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-21|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-22|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-23|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-24|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-25|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-26|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-27|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-28|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-29|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-30|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2021-12-31|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2022-01-01|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2022-01-02|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2022-01-03|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2022-01-04|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2022-01-05|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2022-01-06|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2022-01-07|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2022-01-08|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2022-01-09|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2022-01-10|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2022-01-11|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2022-01-12|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2022-01-13|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2022-01-14|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2022-01-15|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2022-01-16|3718.0|0|11241.0|0|9449.0|0|3979.0|0
0|2022-01-17|3718.0|0|11241.0|0|9449.0|0|3979.0|0
