|dates|Lamar_Alabama_UnitedStates.JHU_ConfirmedCases.data|Lamar_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Lamar_Alabama_UnitedStates.NYT_ConfirmedCases.data|Lamar_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Lamar_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Lamar_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Lamar_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Lamar_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-30|2603.0|0|2603.0|0|59.0|0|0.0|100
0|2021-12-31|2613.0|0|2613.0|0|59.0|0|0.0|100
0|2022-01-01|2613.0|0|2613.0|0|59.0|0|0.0|100
0|2022-01-02|2617.0|0|2617.0|0|59.0|0|0.0|100
0|2022-01-03|2624.0|0|2624.0|0|59.0|0|0.0|100
0|2022-01-04|2625.0|0|2625.0|0|60.0|0|0.0|100
0|2022-01-05|2634.0|0|2634.0|0|60.0|0|0.0|100
0|2022-01-06|2650.0|0|2650.0|0|60.0|0|0.0|100
0|2022-01-07|2661.0|0|2661.0|0|60.0|0|0.0|100
0|2022-01-08|2674.0|0|2674.0|0|60.0|0|0.0|100
0|2022-01-09|2690.0|0|2690.0|0|60.0|0|0.0|100
0|2022-01-10|2698.0|0|2698.0|0|60.0|0|0.0|100
0|2022-01-11|2727.0|0|2727.0|0|60.0|0|0.0|100
0|2022-01-12|2756.0|0|2756.0|0|60.0|0|0.0|100
0|2022-01-13|2756.0|0|2756.0|0|60.0|0|0.0|100
0|2022-01-14|2756.0|0|2756.0|0|60.0|0|0.0|100
0|2022-01-15|2756.0|0|2756.0|0|60.0|0|0.0|100
0|2022-01-16|2859.0|0|2859.0|0|60.0|0|0.0|100
0|2022-01-17|2874.0|0|0.0|100|60.0|0|0.0|100
