|dates|Monroe_Indiana_UnitedStates.JHU_ConfirmedCases.data|Monroe_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Indiana_UnitedStates.NYT_ConfirmedCases.data|Monroe_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Monroe_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-07|15599.0|0|15603.0|0|203.0|0|0.0|100
0|2021-11-08|15663.0|0|15667.0|0|203.0|0|0.0|100
0|2021-11-09|15679.0|0|15683.0|0|205.0|0|0.0|100
0|2021-11-10|15679.0|0|15716.0|0|205.0|0|0.0|100
0|2021-11-11|15783.0|0|15787.0|0|205.0|0|0.0|100
0|2021-11-12|15809.0|0|15813.0|0|209.0|0|0.0|100
0|2021-11-13|15809.0|0|15813.0|0|209.0|0|0.0|100
0|2021-11-14|15809.0|0|15813.0|0|209.0|0|0.0|100
0|2021-11-15|15880.0|0|15884.0|0|211.0|0|0.0|100
0|2021-11-16|15919.0|0|15923.0|0|212.0|0|0.0|100
0|2021-11-17|15969.0|0|15973.0|0|216.0|0|0.0|100
0|2021-11-18|16016.0|0|16020.0|0|216.0|0|0.0|100
0|2021-11-19|16069.0|0|16073.0|0|216.0|0|0.0|100
0|2021-11-20|16069.0|0|16073.0|0|216.0|0|0.0|100
0|2021-11-21|16069.0|0|16073.0|0|216.0|0|0.0|100
0|2021-11-22|16158.0|0|16162.0|0|217.0|0|0.0|100
0|2021-11-23|16208.0|0|16212.0|0|217.0|0|0.0|100
0|2021-11-24|16237.0|0|16241.0|0|217.0|0|0.0|100
0|2021-11-25|16237.0|0|16241.0|0|217.0|0|0.0|100
0|2021-11-26|16237.0|0|16241.0|0|217.0|0|0.0|100
0|2021-11-27|16237.0|0|16241.0|0|217.0|0|0.0|100
0|2021-11-28|16237.0|0|16241.0|0|217.0|0|0.0|100
0|2021-11-29|16379.0|0|16383.0|0|217.0|0|0.0|100
0|2021-11-30|16415.0|0|16419.0|0|219.0|0|0.0|100
0|2021-12-01|16463.0|0|16467.0|0|220.0|0|0.0|100
0|2021-12-02|16463.0|0|16560.0|0|220.0|0|0.0|100
0|2021-12-03|16628.0|0|16632.0|0|220.0|0|0.0|100
0|2021-12-04|16628.0|0|16632.0|0|220.0|0|0.0|100
0|2021-12-05|16628.0|0|16632.0|0|220.0|0|0.0|100
0|2021-12-06|16794.0|0|16798.0|0|220.0|0|0.0|100
0|2021-12-07|16829.0|0|16833.0|0|220.0|0|0.0|100
0|2021-12-08|16890.0|0|16894.0|0|220.0|0|0.0|100
0|2021-12-09|16947.0|0|16951.0|0|221.0|0|0.0|100
0|2021-12-10|17029.0|0|17034.0|0|221.0|0|0.0|100
0|2021-12-11|17029.0|0|17034.0|0|221.0|0|0.0|100
0|2021-12-12|17029.0|0|17034.0|0|221.0|0|0.0|100
0|2021-12-13|17177.0|0|17182.0|0|221.0|0|0.0|100
0|2021-12-14|17177.0|0|17215.0|0|221.0|0|0.0|100
0|2021-12-15|17263.0|0|17268.0|0|223.0|0|0.0|100
0|2021-12-16|17339.0|0|17344.0|0|224.0|0|0.0|100
0|2021-12-17|17393.0|0|17398.0|0|225.0|0|0.0|100
0|2021-12-18|17393.0|0|17398.0|0|225.0|0|0.0|100
0|2021-12-19|17393.0|0|17398.0|0|225.0|0|0.0|100
0|2021-12-20|17485.0|0|17490.0|0|225.0|0|0.0|100
0|2021-12-21|17525.0|0|17530.0|0|226.0|0|0.0|100
0|2021-12-22|17625.0|0|17630.0|0|227.0|0|0.0|100
0|2021-12-23|17625.0|0|17630.0|0|227.0|0|0.0|100
0|2021-12-24|17625.0|0|17630.0|0|227.0|0|0.0|100
0|2021-12-25|17625.0|0|17630.0|0|227.0|0|0.0|100
0|2021-12-26|17625.0|0|17630.0|0|227.0|0|0.0|100
0|2021-12-27|17883.0|0|17888.0|0|228.0|0|0.0|100
0|2021-12-28|17950.0|0|17955.0|0|230.0|0|0.0|100
0|2021-12-29|18045.0|0|18050.0|0|232.0|0|0.0|100
0|2021-12-30|18207.0|0|18212.0|0|232.0|0|0.0|100
0|2021-12-31|18207.0|0|18212.0|0|232.0|0|0.0|100
0|2022-01-01|18207.0|0|18212.0|0|232.0|0|0.0|100
0|2022-01-02|18207.0|0|18212.0|0|232.0|0|0.0|100
0|2022-01-03|18576.0|0|18581.0|0|232.0|0|0.0|100
0|2022-01-04|18726.0|0|18731.0|0|232.0|0|0.0|100
0|2022-01-05|19022.0|0|19027.0|0|232.0|0|0.0|100
0|2022-01-06|19185.0|0|19190.0|0|234.0|0|0.0|100
0|2022-01-07|19388.0|0|19393.0|0|236.0|0|0.0|100
0|2022-01-08|19388.0|0|19393.0|0|236.0|0|0.0|100
0|2022-01-09|19388.0|0|19393.0|0|236.0|0|0.0|100
0|2022-01-10|20169.0|0|20174.0|0|237.0|0|0.0|100
0|2022-01-11|20408.0|0|20413.0|0|238.0|0|0.0|100
0|2022-01-12|20760.0|0|20765.0|0|238.0|0|0.0|100
0|2022-01-13|20760.0|0|21142.0|0|238.0|0|0.0|100
0|2022-01-14|21435.0|0|21441.0|0|241.0|0|0.0|100
0|2022-01-15|21435.0|0|21441.0|0|241.0|0|0.0|100
0|2022-01-16|21435.0|0|21441.0|0|241.0|0|0.0|100
0|2022-01-17|22201.0|0|0.0|100|243.0|0|0.0|100
