|dates|Lyon_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lyon_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lyon_Nevada_UnitedStates.Male_Total_Population.data|Lyon_Nevada_UnitedStates.Male_Total_Population.missing|Lyon_Nevada_UnitedStates.Female_Total_Population.data|Lyon_Nevada_UnitedStates.Female_Total_Population.missing|Lyon_Nevada_UnitedStates.MaleAndFemale_Under18_Population.data|Lyon_Nevada_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-27|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-11-28|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-11-29|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-11-30|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-01|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-02|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-03|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-04|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-05|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-06|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-07|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-08|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-09|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-10|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-11|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-12|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-13|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-14|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-15|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-16|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-17|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-18|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-19|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-20|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-21|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-22|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-23|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-24|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-25|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-26|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-27|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-28|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-29|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-30|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2021-12-31|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2022-01-01|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2022-01-02|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2022-01-03|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2022-01-04|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2022-01-05|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2022-01-06|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2022-01-07|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2022-01-08|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2022-01-09|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2022-01-10|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2022-01-11|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2022-01-12|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2022-01-13|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2022-01-14|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2022-01-15|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2022-01-16|11813.0|0|28540.0|0|27268.0|0|11946.0|0
0|2022-01-17|11813.0|0|28540.0|0|27268.0|0|11946.0|0
