|dates|Knox_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Knox_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Knox_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Knox_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Knox_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Knox_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Knox_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Knox_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|79328.0|0|79328.0|0|938.0|0|0.0|100
0|2021-11-10|79439.0|0|79439.0|0|939.0|0|0.0|100
0|2021-11-11|79439.0|0|79439.0|0|939.0|0|0.0|100
0|2021-11-12|79582.0|0|79582.0|0|940.0|0|0.0|100
0|2021-11-13|79582.0|0|79582.0|0|940.0|0|0.0|100
0|2021-11-14|79582.0|0|79582.0|0|940.0|0|0.0|100
0|2021-11-15|79748.0|0|79748.0|0|940.0|0|0.0|100
0|2021-11-16|79838.0|0|79838.0|0|943.0|0|0.0|100
0|2021-11-17|79912.0|0|79912.0|0|943.0|0|0.0|100
0|2021-11-18|80009.0|0|80009.0|0|943.0|0|0.0|100
0|2021-11-19|80093.0|0|80093.0|0|946.0|0|0.0|100
0|2021-11-20|80093.0|0|80093.0|0|946.0|0|0.0|100
0|2021-11-21|80093.0|0|80093.0|0|946.0|0|0.0|100
0|2021-11-22|80290.0|0|80290.0|0|946.0|0|0.0|100
0|2021-11-23|80394.0|0|80394.0|0|946.0|0|0.0|100
0|2021-11-24|80429.0|0|80429.0|0|946.0|0|0.0|100
0|2021-11-25|80429.0|0|80429.0|0|946.0|0|0.0|100
0|2021-11-26|80429.0|0|80429.0|0|946.0|0|0.0|100
0|2021-11-27|80429.0|0|80429.0|0|946.0|0|0.0|100
0|2021-11-28|80429.0|0|80429.0|0|946.0|0|0.0|100
0|2021-11-29|80776.0|0|80776.0|0|949.0|0|0.0|100
0|2021-11-30|80929.0|0|80929.0|0|951.0|0|0.0|100
0|2021-12-01|81052.0|0|81052.0|0|954.0|0|0.0|100
0|2021-12-02|81236.0|0|81236.0|0|958.0|0|0.0|100
0|2021-12-03|81372.0|0|81372.0|0|958.0|0|0.0|100
0|2021-12-04|81372.0|0|81372.0|0|958.0|0|0.0|100
0|2021-12-05|81372.0|0|81372.0|0|958.0|0|0.0|100
0|2021-12-06|81633.0|0|81633.0|0|963.0|0|0.0|100
0|2021-12-07|81776.0|0|81776.0|0|971.0|0|0.0|100
0|2021-12-08|81902.0|0|81902.0|0|973.0|0|0.0|100
0|2021-12-09|81902.0|0|81902.0|0|973.0|0|0.0|100
0|2021-12-10|82191.0|0|82191.0|0|977.0|0|0.0|100
0|2021-12-11|82191.0|0|82191.0|0|977.0|0|0.0|100
0|2021-12-12|82191.0|0|82191.0|0|977.0|0|0.0|100
0|2021-12-13|82393.0|0|82393.0|0|983.0|0|0.0|100
0|2021-12-14|82393.0|0|82502.0|0|983.0|0|0.0|100
0|2021-12-15|82609.0|0|82609.0|0|990.0|0|0.0|100
0|2021-12-16|82766.0|0|82766.0|0|991.0|0|0.0|100
0|2021-12-17|82906.0|0|82906.0|0|993.0|0|0.0|100
0|2021-12-18|82906.0|0|82906.0|0|993.0|0|0.0|100
0|2021-12-19|82906.0|0|82906.0|0|993.0|0|0.0|100
0|2021-12-20|83187.0|0|83187.0|0|997.0|0|0.0|100
0|2021-12-21|83291.0|0|83291.0|0|998.0|0|0.0|100
0|2021-12-22|83465.0|0|83465.0|0|1001.0|0|0.0|100
0|2021-12-23|83647.0|0|83647.0|0|1049.0|0|0.0|100
0|2021-12-24|83647.0|0|83647.0|0|1049.0|0|0.0|100
0|2021-12-25|83647.0|0|83647.0|0|1049.0|0|0.0|100
0|2021-12-26|83647.0|0|83647.0|0|1049.0|0|0.0|100
0|2021-12-27|84190.0|0|84190.0|0|1061.0|0|0.0|100
0|2021-12-28|84190.0|0|84498.0|0|1063.0|0|0.0|100
0|2021-12-29|84850.0|0|84850.0|0|1064.0|0|0.0|100
0|2021-12-30|85554.0|0|85554.0|0|1065.0|0|0.0|100
0|2021-12-31|85554.0|0|85554.0|0|1065.0|0|0.0|100
0|2022-01-01|85554.0|0|85554.0|0|1065.0|0|0.0|100
0|2022-01-02|85554.0|0|85554.0|0|1065.0|0|0.0|100
0|2022-01-03|87277.0|0|87277.0|0|1070.0|0|0.0|100
0|2022-01-04|87981.0|0|87981.0|0|1076.0|0|0.0|100
0|2022-01-05|87981.0|0|87981.0|0|1076.0|0|0.0|100
0|2022-01-06|87981.0|0|87981.0|0|1076.0|0|0.0|100
0|2022-01-07|87981.0|0|87981.0|0|1076.0|0|0.0|100
0|2022-01-08|87981.0|0|87981.0|0|1076.0|0|0.0|100
0|2022-01-09|87981.0|0|87981.0|0|1076.0|0|0.0|100
0|2022-01-10|87981.0|0|87981.0|0|1076.0|0|0.0|100
0|2022-01-11|87981.0|0|90723.0|0|1076.0|0|0.0|100
0|2022-01-12|92864.0|0|92864.0|0|1083.0|0|0.0|100
0|2022-01-13|92864.0|0|92864.0|0|1083.0|0|0.0|100
0|2022-01-14|92864.0|0|92864.0|0|1083.0|0|0.0|100
0|2022-01-15|92864.0|0|92864.0|0|1083.0|0|0.0|100
0|2022-01-16|92864.0|0|92864.0|0|1083.0|0|0.0|100
0|2022-01-17|92864.0|0|0.0|100|1083.0|0|0.0|100
