|dates|Ward_Texas_UnitedStates.JHU_ConfirmedCases.data|Ward_Texas_UnitedStates.JHU_ConfirmedCases.missing|Ward_Texas_UnitedStates.NYT_ConfirmedCases.data|Ward_Texas_UnitedStates.NYT_ConfirmedCases.missing|Ward_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Ward_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Ward_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Ward_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-11|1964.0|0|1964.0|0|32.0|0|0.0|100
0|2021-11-12|1969.0|0|1969.0|0|34.0|0|0.0|100
0|2021-11-13|1973.0|0|1973.0|0|34.0|0|0.0|100
0|2021-11-14|1983.0|0|1983.0|0|34.0|0|0.0|100
0|2021-11-15|1983.0|0|1983.0|0|34.0|0|0.0|100
0|2021-11-16|1983.0|0|1983.0|0|34.0|0|0.0|100
0|2021-11-17|1984.0|0|1984.0|0|34.0|0|0.0|100
0|2021-11-18|1987.0|0|1987.0|0|34.0|0|0.0|100
0|2021-11-19|1990.0|0|1990.0|0|34.0|0|0.0|100
0|2021-11-20|1991.0|0|1991.0|0|34.0|0|0.0|100
0|2021-11-21|1991.0|0|1991.0|0|34.0|0|0.0|100
0|2021-11-22|1991.0|0|1991.0|0|34.0|0|0.0|100
0|2021-11-23|1997.0|0|1997.0|0|34.0|0|0.0|100
0|2021-11-24|1998.0|0|1998.0|0|34.0|0|0.0|100
0|2021-11-25|1998.0|0|1998.0|0|34.0|0|0.0|100
0|2021-11-26|1998.0|0|1998.0|0|34.0|0|0.0|100
0|2021-11-27|1998.0|0|1998.0|0|34.0|0|0.0|100
0|2021-11-28|1998.0|0|1998.0|0|34.0|0|0.0|100
0|2021-11-29|1998.0|0|1998.0|0|34.0|0|0.0|100
0|2021-11-30|1998.0|0|1998.0|0|34.0|0|0.0|100
0|2021-12-01|2003.0|0|2003.0|0|35.0|0|0.0|100
0|2021-12-02|2004.0|0|2004.0|0|35.0|0|0.0|100
0|2021-12-03|2006.0|0|2006.0|0|35.0|0|0.0|100
0|2021-12-04|2010.0|0|2010.0|0|35.0|0|0.0|100
0|2021-12-05|2010.0|0|2010.0|0|35.0|0|0.0|100
0|2021-12-06|2010.0|0|2010.0|0|35.0|0|0.0|100
0|2021-12-07|2014.0|0|2014.0|0|35.0|0|0.0|100
0|2021-12-08|2017.0|0|2017.0|0|35.0|0|0.0|100
0|2021-12-09|2021.0|0|2021.0|0|35.0|0|0.0|100
0|2021-12-10|2026.0|0|2026.0|0|35.0|0|0.0|100
0|2021-12-11|2027.0|0|2027.0|0|35.0|0|0.0|100
0|2021-12-12|2028.0|0|2028.0|0|35.0|0|0.0|100
0|2021-12-13|2028.0|0|2028.0|0|35.0|0|0.0|100
0|2021-12-14|2028.0|0|2029.0|0|35.0|0|0.0|100
0|2021-12-15|2034.0|0|2034.0|0|35.0|0|0.0|100
0|2021-12-16|2038.0|0|2038.0|0|35.0|0|0.0|100
0|2021-12-17|2040.0|0|2040.0|0|35.0|0|0.0|100
0|2021-12-18|2042.0|0|2042.0|0|35.0|0|0.0|100
0|2021-12-19|2042.0|0|2042.0|0|35.0|0|0.0|100
0|2021-12-20|2043.0|0|2043.0|0|35.0|0|0.0|100
0|2021-12-21|2048.0|0|2048.0|0|35.0|0|0.0|100
0|2021-12-22|2053.0|0|2053.0|0|35.0|0|0.0|100
0|2021-12-23|2056.0|0|2056.0|0|35.0|0|0.0|100
0|2021-12-24|2056.0|0|2056.0|0|35.0|0|0.0|100
0|2021-12-25|2056.0|0|2056.0|0|35.0|0|0.0|100
0|2021-12-26|2056.0|0|2056.0|0|35.0|0|0.0|100
0|2021-12-27|2059.0|0|2059.0|0|35.0|0|0.0|100
0|2021-12-28|2067.0|0|2067.0|0|35.0|0|0.0|100
0|2021-12-29|2072.0|0|2072.0|0|35.0|0|0.0|100
0|2021-12-30|2092.0|0|2092.0|0|35.0|0|0.0|100
0|2021-12-31|2092.0|0|2092.0|0|35.0|0|0.0|100
0|2022-01-01|2092.0|0|2092.0|0|35.0|0|0.0|100
0|2022-01-02|2092.0|0|2092.0|0|35.0|0|0.0|100
0|2022-01-03|2115.0|0|2115.0|0|36.0|0|0.0|100
0|2022-01-04|2125.0|0|2125.0|0|36.0|0|0.0|100
0|2022-01-05|2142.0|0|2142.0|0|37.0|0|0.0|100
0|2022-01-06|2161.0|0|2161.0|0|37.0|0|0.0|100
0|2022-01-07|2172.0|0|2172.0|0|37.0|0|0.0|100
0|2022-01-08|2211.0|0|2211.0|0|37.0|0|0.0|100
0|2022-01-09|2218.0|0|2218.0|0|37.0|0|0.0|100
0|2022-01-10|2232.0|0|2232.0|0|37.0|0|0.0|100
0|2022-01-11|2248.0|0|2248.0|0|37.0|0|0.0|100
0|2022-01-12|2282.0|0|2282.0|0|37.0|0|0.0|100
0|2022-01-13|2282.0|0|2320.0|0|37.0|0|0.0|100
0|2022-01-14|2320.0|0|2285.0|0|37.0|0|0.0|100
0|2022-01-15|2313.0|0|2313.0|0|37.0|0|0.0|100
0|2022-01-16|2321.0|0|2321.0|0|37.0|0|0.0|100
0|2022-01-17|2334.0|0|0.0|100|37.0|0|0.0|100
