|dates|Divide_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Divide_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Divide_NorthDakota_UnitedStates.NYT_ConfirmedCases.data|Divide_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing|Divide_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Divide_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Divide_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Divide_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|285.0|0|285.0|0|3.0|0|0.0|100
0|2021-11-10|290.0|0|290.0|0|3.0|0|0.0|100
0|2021-11-11|295.0|0|295.0|0|3.0|0|0.0|100
0|2021-11-12|295.0|0|295.0|0|3.0|0|0.0|100
0|2021-11-13|295.0|0|295.0|0|3.0|0|0.0|100
0|2021-11-14|295.0|0|295.0|0|3.0|0|0.0|100
0|2021-11-15|297.0|0|297.0|0|3.0|0|0.0|100
0|2021-11-16|301.0|0|301.0|0|3.0|0|0.0|100
0|2021-11-17|301.0|0|301.0|0|3.0|0|0.0|100
0|2021-11-18|301.0|0|301.0|0|3.0|0|0.0|100
0|2021-11-19|304.0|0|304.0|0|3.0|0|0.0|100
0|2021-11-20|306.0|0|306.0|0|3.0|0|0.0|100
0|2021-11-21|308.0|0|308.0|0|3.0|0|0.0|100
0|2021-11-22|308.0|0|308.0|0|3.0|0|0.0|100
0|2021-11-23|312.0|0|312.0|0|3.0|0|0.0|100
0|2021-11-24|313.0|0|313.0|0|3.0|0|0.0|100
0|2021-11-25|314.0|0|314.0|0|3.0|0|0.0|100
0|2021-11-26|314.0|0|314.0|0|3.0|0|0.0|100
0|2021-11-27|314.0|0|316.0|0|3.0|0|0.0|100
0|2021-11-28|316.0|0|316.0|0|3.0|0|0.0|100
0|2021-11-29|317.0|0|317.0|0|3.0|0|0.0|100
0|2021-11-30|318.0|0|318.0|0|3.0|0|0.0|100
0|2021-12-01|319.0|0|319.0|0|3.0|0|0.0|100
0|2021-12-02|321.0|0|321.0|0|3.0|0|0.0|100
0|2021-12-03|322.0|0|322.0|0|3.0|0|0.0|100
0|2021-12-04|322.0|0|322.0|0|3.0|0|0.0|100
0|2021-12-05|323.0|0|323.0|0|3.0|0|0.0|100
0|2021-12-06|323.0|0|323.0|0|3.0|0|0.0|100
0|2021-12-07|325.0|0|325.0|0|3.0|0|0.0|100
0|2021-12-08|326.0|0|326.0|0|3.0|0|0.0|100
0|2021-12-09|326.0|0|326.0|0|3.0|0|0.0|100
0|2021-12-10|326.0|0|326.0|0|3.0|0|0.0|100
0|2021-12-11|327.0|0|327.0|0|3.0|0|0.0|100
0|2021-12-12|327.0|0|327.0|0|3.0|0|0.0|100
0|2021-12-13|327.0|0|327.0|0|3.0|0|0.0|100
0|2021-12-14|327.0|0|328.0|0|3.0|0|0.0|100
0|2021-12-15|329.0|0|329.0|0|3.0|0|0.0|100
0|2021-12-16|330.0|0|330.0|0|3.0|0|0.0|100
0|2021-12-17|330.0|0|330.0|0|3.0|0|0.0|100
0|2021-12-18|331.0|0|331.0|0|3.0|0|0.0|100
0|2021-12-19|331.0|0|331.0|0|3.0|0|0.0|100
0|2021-12-20|331.0|0|331.0|0|3.0|0|0.0|100
0|2021-12-21|332.0|0|332.0|0|3.0|0|0.0|100
0|2021-12-22|332.0|0|332.0|0|3.0|0|0.0|100
0|2021-12-23|333.0|0|333.0|0|3.0|0|0.0|100
0|2021-12-24|333.0|0|333.0|0|3.0|0|0.0|100
0|2021-12-25|333.0|0|333.0|0|3.0|0|0.0|100
0|2021-12-26|333.0|0|333.0|0|3.0|0|0.0|100
0|2021-12-27|333.0|0|333.0|0|3.0|0|0.0|100
0|2021-12-28|335.0|0|335.0|0|3.0|0|0.0|100
0|2021-12-29|335.0|0|335.0|0|3.0|0|0.0|100
0|2021-12-30|338.0|0|338.0|0|3.0|0|0.0|100
0|2021-12-31|338.0|0|338.0|0|3.0|0|0.0|100
0|2022-01-01|339.0|0|339.0|0|3.0|0|0.0|100
0|2022-01-02|339.0|0|339.0|0|3.0|0|0.0|100
0|2022-01-03|340.0|0|340.0|0|3.0|0|0.0|100
0|2022-01-04|342.0|0|342.0|0|3.0|0|0.0|100
0|2022-01-05|344.0|0|344.0|0|3.0|0|0.0|100
0|2022-01-06|349.0|0|349.0|0|3.0|0|0.0|100
0|2022-01-07|349.0|0|349.0|0|3.0|0|0.0|100
0|2022-01-08|349.0|0|349.0|0|3.0|0|0.0|100
0|2022-01-09|349.0|0|349.0|0|3.0|0|0.0|100
0|2022-01-10|349.0|0|349.0|0|3.0|0|0.0|100
0|2022-01-11|351.0|0|351.0|0|3.0|0|0.0|100
0|2022-01-12|355.0|0|355.0|0|3.0|0|0.0|100
0|2022-01-13|355.0|0|360.0|0|3.0|0|0.0|100
0|2022-01-14|365.0|0|365.0|0|3.0|0|0.0|100
0|2022-01-15|370.0|0|370.0|0|3.0|0|0.0|100
0|2022-01-16|370.0|0|370.0|0|3.0|0|0.0|100
0|2022-01-17|370.0|0|0.0|100|3.0|0|0.0|100
