|dates|Pike_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Pike_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Pike_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Pike_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Pike_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Pike_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Pike_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Pike_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|1737.0|0|1737.0|0|36.0|0|0.0|100
0|2021-11-16|1740.0|0|1740.0|0|36.0|0|0.0|100
0|2021-11-17|1741.0|0|1741.0|0|36.0|0|0.0|100
0|2021-11-18|1741.0|0|1741.0|0|36.0|0|0.0|100
0|2021-11-19|1747.0|0|1747.0|0|36.0|0|0.0|100
0|2021-11-20|1747.0|0|1747.0|0|36.0|0|0.0|100
0|2021-11-21|1747.0|0|1747.0|0|37.0|0|0.0|100
0|2021-11-22|1747.0|0|1747.0|0|37.0|0|0.0|100
0|2021-11-23|1748.0|0|1748.0|0|37.0|0|0.0|100
0|2021-11-24|1748.0|0|1748.0|0|37.0|0|0.0|100
0|2021-11-25|1750.0|0|1750.0|0|37.0|0|0.0|100
0|2021-11-26|1750.0|0|1750.0|0|37.0|0|0.0|100
0|2021-11-27|1749.0|0|1749.0|0|37.0|0|0.0|100
0|2021-11-28|1752.0|0|1752.0|0|37.0|0|0.0|100
0|2021-11-29|1750.0|0|1750.0|0|37.0|0|0.0|100
0|2021-11-30|1750.0|0|1756.0|0|37.0|0|0.0|100
0|2021-12-01|1757.0|0|1757.0|0|37.0|0|0.0|100
0|2021-12-02|1760.0|0|1760.0|0|37.0|0|0.0|100
0|2021-12-03|1761.0|0|1761.0|0|37.0|0|0.0|100
0|2021-12-04|1765.0|0|1765.0|0|37.0|0|0.0|100
0|2021-12-05|1765.0|0|1765.0|0|37.0|0|0.0|100
0|2021-12-06|1765.0|0|1765.0|0|37.0|0|0.0|100
0|2021-12-07|1768.0|0|1768.0|0|37.0|0|0.0|100
0|2021-12-08|1769.0|0|1769.0|0|37.0|0|0.0|100
0|2021-12-09|1773.0|0|1773.0|0|38.0|0|0.0|100
0|2021-12-10|1777.0|0|1777.0|0|38.0|0|0.0|100
0|2021-12-11|1781.0|0|1781.0|0|38.0|0|0.0|100
0|2021-12-12|1782.0|0|1782.0|0|38.0|0|0.0|100
0|2021-12-13|1782.0|0|1782.0|0|38.0|0|0.0|100
0|2021-12-14|1782.0|0|1785.0|0|38.0|0|0.0|100
0|2021-12-15|1786.0|0|1786.0|0|38.0|0|0.0|100
0|2021-12-16|1785.0|0|1785.0|0|38.0|0|0.0|100
0|2021-12-17|1789.0|0|1789.0|0|38.0|0|0.0|100
0|2021-12-18|1800.0|0|1800.0|0|38.0|0|0.0|100
0|2021-12-19|1802.0|0|1802.0|0|38.0|0|0.0|100
0|2021-12-20|1803.0|0|1803.0|0|39.0|0|0.0|100
0|2021-12-21|1809.0|0|1809.0|0|39.0|0|0.0|100
0|2021-12-22|1807.0|0|1807.0|0|39.0|0|0.0|100
0|2021-12-23|1807.0|0|1807.0|0|39.0|0|0.0|100
0|2021-12-24|1811.0|0|1811.0|0|39.0|0|0.0|100
0|2021-12-25|1813.0|0|1813.0|0|39.0|0|0.0|100
0|2021-12-26|1818.0|0|1818.0|0|39.0|0|0.0|100
0|2021-12-27|1816.0|0|1816.0|0|39.0|0|0.0|100
0|2021-12-28|1824.0|0|1824.0|0|39.0|0|0.0|100
0|2021-12-29|1827.0|0|1827.0|0|39.0|0|0.0|100
0|2021-12-30|1835.0|0|1835.0|0|39.0|0|0.0|100
0|2021-12-31|1842.0|0|1842.0|0|39.0|0|0.0|100
0|2022-01-01|1846.0|0|1846.0|0|39.0|0|0.0|100
0|2022-01-02|1845.0|0|1845.0|0|39.0|0|0.0|100
0|2022-01-03|1845.0|0|1845.0|0|39.0|0|0.0|100
0|2022-01-04|1854.0|0|1854.0|0|39.0|0|0.0|100
0|2022-01-05|1862.0|0|1862.0|0|39.0|0|0.0|100
0|2022-01-06|1894.0|0|1894.0|0|39.0|0|0.0|100
0|2022-01-07|1947.0|0|1947.0|0|39.0|0|0.0|100
0|2022-01-08|1961.0|0|1961.0|0|39.0|0|0.0|100
0|2022-01-09|1961.0|0|1961.0|0|39.0|0|0.0|100
0|2022-01-10|1983.0|0|1983.0|0|39.0|0|0.0|100
0|2022-01-11|2007.0|0|2007.0|0|39.0|0|0.0|100
0|2022-01-12|2071.0|0|2071.0|0|39.0|0|0.0|100
0|2022-01-13|2071.0|0|2108.0|0|39.0|0|0.0|100
0|2022-01-14|2141.0|0|2141.0|0|39.0|0|0.0|100
0|2022-01-15|2152.0|0|2152.0|0|39.0|0|0.0|100
0|2022-01-16|2158.0|0|2158.0|0|39.0|0|0.0|100
0|2022-01-17|2163.0|0|0.0|100|39.0|0|0.0|100
