|dates|Franklin_Maine_UnitedStates.JHU_ConfirmedCases.data|Franklin_Maine_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Maine_UnitedStates.NYT_ConfirmedCases.data|Franklin_Maine_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Maine_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Maine_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Maine_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Maine_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-14|2693.0|0|2693.0|0|29.0|0|0.0|100
0|2021-11-15|2693.0|0|2693.0|0|29.0|0|0.0|100
0|2021-11-16|2718.0|0|2718.0|0|30.0|0|0.0|100
0|2021-11-17|2789.0|0|2789.0|0|30.0|0|0.0|100
0|2021-11-18|2792.0|0|2792.0|0|31.0|0|0.0|100
0|2021-11-19|2801.0|0|2801.0|0|33.0|0|0.0|100
0|2021-11-20|2818.0|0|2818.0|0|33.0|0|0.0|100
0|2021-11-21|2818.0|0|2818.0|0|33.0|0|0.0|100
0|2021-11-22|2818.0|0|2818.0|0|33.0|0|0.0|100
0|2021-11-23|2874.0|0|2874.0|0|34.0|0|0.0|100
0|2021-11-24|2888.0|0|2888.0|0|34.0|0|0.0|100
0|2021-11-25|2915.0|0|2915.0|0|34.0|0|0.0|100
0|2021-11-26|2915.0|0|2915.0|0|34.0|0|0.0|100
0|2021-11-27|2915.0|0|2915.0|0|34.0|0|0.0|100
0|2021-11-28|2915.0|0|2915.0|0|34.0|0|0.0|100
0|2021-11-29|2915.0|0|2915.0|0|34.0|0|0.0|100
0|2021-11-30|2967.0|0|2967.0|0|35.0|0|0.0|100
0|2021-12-01|2994.0|0|2994.0|0|35.0|0|0.0|100
0|2021-12-02|3008.0|0|3008.0|0|35.0|0|0.0|100
0|2021-12-03|3031.0|0|3031.0|0|35.0|0|0.0|100
0|2021-12-04|3046.0|0|3046.0|0|35.0|0|0.0|100
0|2021-12-05|3046.0|0|3046.0|0|35.0|0|0.0|100
0|2021-12-06|3046.0|0|3046.0|0|35.0|0|0.0|100
0|2021-12-07|3084.0|0|3084.0|0|35.0|0|0.0|100
0|2021-12-08|3088.0|0|3088.0|0|35.0|0|0.0|100
0|2021-12-09|3181.0|0|3181.0|0|35.0|0|0.0|100
0|2021-12-10|3278.0|0|3278.0|0|35.0|0|0.0|100
0|2021-12-11|3291.0|0|3291.0|0|35.0|0|0.0|100
0|2021-12-12|3292.0|0|3292.0|0|35.0|0|0.0|100
0|2021-12-13|3292.0|0|3292.0|0|35.0|0|0.0|100
0|2021-12-14|3292.0|0|3351.0|0|35.0|0|0.0|100
0|2021-12-15|3395.0|0|3395.0|0|36.0|0|0.0|100
0|2021-12-16|3406.0|0|3406.0|0|39.0|0|0.0|100
0|2021-12-17|3412.0|0|3412.0|0|40.0|0|0.0|100
0|2021-12-18|3484.0|0|3484.0|0|40.0|0|0.0|100
0|2021-12-19|3484.0|0|3484.0|0|40.0|0|0.0|100
0|2021-12-20|3484.0|0|3484.0|0|40.0|0|0.0|100
0|2021-12-21|3561.0|0|3561.0|0|41.0|0|0.0|100
0|2021-12-22|3572.0|0|3572.0|0|41.0|0|0.0|100
0|2021-12-23|3578.0|0|3578.0|0|41.0|0|0.0|100
0|2021-12-24|3593.0|0|3593.0|0|41.0|0|0.0|100
0|2021-12-25|3593.0|0|3593.0|0|41.0|0|0.0|100
0|2021-12-26|3593.0|0|3593.0|0|41.0|0|0.0|100
0|2021-12-27|3594.0|0|3594.0|0|41.0|0|0.0|100
0|2021-12-28|3648.0|0|3648.0|0|42.0|0|0.0|100
0|2021-12-29|3733.0|0|3733.0|0|43.0|0|0.0|100
0|2021-12-30|3747.0|0|3747.0|0|45.0|0|0.0|100
0|2021-12-31|3752.0|0|3752.0|0|45.0|0|0.0|100
0|2022-01-01|3752.0|0|3752.0|0|45.0|0|0.0|100
0|2022-01-02|3752.0|0|3752.0|0|45.0|0|0.0|100
0|2022-01-03|3752.0|0|3752.0|0|45.0|0|0.0|100
0|2022-01-04|3790.0|0|3790.0|0|45.0|0|0.0|100
0|2022-01-05|3799.0|0|3799.0|0|45.0|0|0.0|100
0|2022-01-06|3815.0|0|3815.0|0|45.0|0|0.0|100
0|2022-01-07|3827.0|0|3827.0|0|45.0|0|0.0|100
0|2022-01-08|3833.0|0|3833.0|0|45.0|0|0.0|100
0|2022-01-09|3833.0|0|3833.0|0|45.0|0|0.0|100
0|2022-01-10|3833.0|0|3833.0|0|45.0|0|0.0|100
0|2022-01-11|3905.0|0|3905.0|0|45.0|0|0.0|100
0|2022-01-12|3963.0|0|3963.0|0|45.0|0|0.0|100
0|2022-01-13|3963.0|0|4023.0|0|45.0|0|0.0|100
0|2022-01-14|4083.0|0|4083.0|0|45.0|0|0.0|100
0|2022-01-15|4140.0|0|4140.0|0|46.0|0|0.0|100
0|2022-01-16|4140.0|0|4140.0|0|46.0|0|0.0|100
0|2022-01-17|4140.0|0|0.0|100|46.0|0|0.0|100
