|dates|Oceana_Michigan_UnitedStates.BLS_EmployedPopulation.data|Oceana_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Oceana_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Oceana_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Oceana_Michigan_UnitedStates.BLS_UnemploymentRate.data|Oceana_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Oceana_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Oceana_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-19|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2021-12-20|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2021-12-21|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2021-12-22|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2021-12-23|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2021-12-24|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2021-12-25|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2021-12-26|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2021-12-27|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2021-12-28|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2021-12-29|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2021-12-30|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2021-12-31|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2022-01-01|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2022-01-02|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2022-01-03|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2022-01-04|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2022-01-05|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2022-01-06|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2022-01-07|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2022-01-08|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2022-01-09|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2022-01-10|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2022-01-11|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2022-01-12|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2022-01-13|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2022-01-14|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2022-01-15|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2022-01-16|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
0|2022-01-17|10910.0|0|814.0|0|6.94302285909246|0|11724.0|0
