|dates|Unassigned_NorthernMarianaIslands_UnitedStates.JHU_ConfirmedCases.data|Unassigned_NorthernMarianaIslands_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_NorthernMarianaIslands_UnitedStates.NYT_ConfirmedCases.data|Unassigned_NorthernMarianaIslands_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_NorthernMarianaIslands_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_NorthernMarianaIslands_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_NorthernMarianaIslands_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_NorthernMarianaIslands_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-08|5.0|0|80.0|0|1.0|0|0.0|100
0|2022-01-09|5.0|0|129.0|0|1.0|0|0.0|100
0|2022-01-10|5.0|0|147.0|0|1.0|0|0.0|100
0|2022-01-11|5.0|0|180.0|0|1.0|0|0.0|100
0|2022-01-12|5.0|0|233.0|0|1.0|0|0.0|100
0|2022-01-13|5.0|0|284.0|0|1.0|0|0.0|100
0|2022-01-14|5.0|0|350.0|0|1.0|0|0.0|100
0|2022-01-15|5.0|0|387.0|0|1.0|0|0.0|100
0|2022-01-16|5.0|0|387.0|0|1.0|0|0.0|100
0|2022-01-17|5.0|0|0.0|100|1.0|0|0.0|100
