|dates|Owen_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Owen_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Owen_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Owen_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Owen_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Owen_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Owen_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Owen_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-08|1400.0|0|1400.0|0|26.0|0|0.0|100
0|2021-11-09|1404.0|0|1404.0|0|26.0|0|0.0|100
0|2021-11-10|1404.0|0|1409.0|0|26.0|0|0.0|100
0|2021-11-11|1409.0|0|1409.0|0|26.0|0|0.0|100
0|2021-11-12|1416.0|0|1416.0|0|26.0|0|0.0|100
0|2021-11-13|1416.0|0|1416.0|0|26.0|0|0.0|100
0|2021-11-14|1416.0|0|1416.0|0|26.0|0|0.0|100
0|2021-11-15|1425.0|0|1425.0|0|26.0|0|0.0|100
0|2021-11-16|1435.0|0|1435.0|0|26.0|0|0.0|100
0|2021-11-17|1440.0|0|1440.0|0|26.0|0|0.0|100
0|2021-11-18|1444.0|0|1444.0|0|27.0|0|0.0|100
0|2021-11-19|1439.0|0|1439.0|0|28.0|0|0.0|100
0|2021-11-20|1439.0|0|1439.0|0|28.0|0|0.0|100
0|2021-11-21|1439.0|0|1439.0|0|28.0|0|0.0|100
0|2021-11-22|1445.0|0|1445.0|0|28.0|0|0.0|100
0|2021-11-23|1452.0|0|1452.0|0|28.0|0|0.0|100
0|2021-11-24|1456.0|0|1456.0|0|28.0|0|0.0|100
0|2021-11-25|1456.0|0|1456.0|0|28.0|0|0.0|100
0|2021-11-26|1456.0|0|1456.0|0|28.0|0|0.0|100
0|2021-11-27|1456.0|0|1456.0|0|28.0|0|0.0|100
0|2021-11-28|1456.0|0|1456.0|0|28.0|0|0.0|100
0|2021-11-29|1467.0|0|1467.0|0|28.0|0|0.0|100
0|2021-11-30|1472.0|0|1472.0|0|28.0|0|0.0|100
0|2021-12-01|1483.0|0|1483.0|0|28.0|0|0.0|100
0|2021-12-02|1483.0|0|1494.0|0|28.0|0|0.0|100
0|2021-12-03|1505.0|0|1505.0|0|28.0|0|0.0|100
0|2021-12-04|1505.0|0|1505.0|0|28.0|0|0.0|100
0|2021-12-05|1505.0|0|1505.0|0|28.0|0|0.0|100
0|2021-12-06|1524.0|0|1524.0|0|28.0|0|0.0|100
0|2021-12-07|1547.0|0|1547.0|0|28.0|0|0.0|100
0|2021-12-08|1559.0|0|1559.0|0|28.0|0|0.0|100
0|2021-12-09|1569.0|0|1569.0|0|28.0|0|0.0|100
0|2021-12-10|1581.0|0|1581.0|0|28.0|0|0.0|100
0|2021-12-11|1581.0|0|1581.0|0|28.0|0|0.0|100
0|2021-12-12|1581.0|0|1581.0|0|28.0|0|0.0|100
0|2021-12-13|1590.0|0|1590.0|0|28.0|0|0.0|100
0|2021-12-14|1590.0|0|1606.0|0|28.0|0|0.0|100
0|2021-12-15|1619.0|0|1619.0|0|29.0|0|0.0|100
0|2021-12-16|1622.0|0|1622.0|0|29.0|0|0.0|100
0|2021-12-17|1630.0|0|1630.0|0|29.0|0|0.0|100
0|2021-12-18|1630.0|0|1630.0|0|29.0|0|0.0|100
0|2021-12-19|1630.0|0|1630.0|0|29.0|0|0.0|100
0|2021-12-20|1635.0|0|1635.0|0|29.0|0|0.0|100
0|2021-12-21|1646.0|0|1646.0|0|29.0|0|0.0|100
0|2021-12-22|1649.0|0|1649.0|0|29.0|0|0.0|100
0|2021-12-23|1649.0|0|1649.0|0|29.0|0|0.0|100
0|2021-12-24|1649.0|0|1649.0|0|29.0|0|0.0|100
0|2021-12-25|1649.0|0|1649.0|0|29.0|0|0.0|100
0|2021-12-26|1649.0|0|1649.0|0|29.0|0|0.0|100
0|2021-12-27|1663.0|0|1663.0|0|29.0|0|0.0|100
0|2021-12-28|1673.0|0|1673.0|0|29.0|0|0.0|100
0|2021-12-29|1679.0|0|1679.0|0|29.0|0|0.0|100
0|2021-12-30|1679.0|0|1679.0|0|29.0|0|0.0|100
0|2021-12-31|1679.0|0|1679.0|0|29.0|0|0.0|100
0|2022-01-01|1679.0|0|1679.0|0|29.0|0|0.0|100
0|2022-01-02|1679.0|0|1679.0|0|29.0|0|0.0|100
0|2022-01-03|1720.0|0|1720.0|0|29.0|0|0.0|100
0|2022-01-04|1729.0|0|1729.0|0|29.0|0|0.0|100
0|2022-01-05|1749.0|0|1749.0|0|29.0|0|0.0|100
0|2022-01-06|1764.0|0|1764.0|0|29.0|0|0.0|100
0|2022-01-07|1784.0|0|1784.0|0|29.0|0|0.0|100
0|2022-01-08|1784.0|0|1784.0|0|29.0|0|0.0|100
0|2022-01-09|1784.0|0|1784.0|0|29.0|0|0.0|100
0|2022-01-10|1802.0|0|1802.0|0|29.0|0|0.0|100
0|2022-01-11|1827.0|0|1827.0|0|29.0|0|0.0|100
0|2022-01-12|1840.0|0|1840.0|0|29.0|0|0.0|100
0|2022-01-13|1840.0|0|1850.0|0|29.0|0|0.0|100
0|2022-01-14|1863.0|0|1863.0|0|29.0|0|0.0|100
0|2022-01-15|1863.0|0|1863.0|0|29.0|0|0.0|100
0|2022-01-16|1863.0|0|1863.0|0|29.0|0|0.0|100
0|2022-01-17|1863.0|0|0.0|100|29.0|0|0.0|100
