|dates|Lafayette_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Lafayette_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Lafayette_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Lafayette_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Lafayette_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Lafayette_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Lafayette_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Lafayette_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-12|872.0|0|872.0|0|28.0|0|0.0|100
0|2021-12-13|872.0|0|872.0|0|28.0|0|0.0|100
0|2021-12-14|872.0|0|872.0|0|28.0|0|0.0|100
0|2021-12-15|872.0|0|872.0|0|28.0|0|0.0|100
0|2021-12-16|876.0|0|876.0|0|28.0|0|0.0|100
0|2021-12-17|876.0|0|876.0|0|28.0|0|0.0|100
0|2021-12-18|877.0|0|877.0|0|28.0|0|0.0|100
0|2021-12-19|877.0|0|877.0|0|28.0|0|0.0|100
0|2021-12-20|877.0|0|877.0|0|28.0|0|0.0|100
0|2021-12-21|880.0|0|880.0|0|28.0|0|0.0|100
0|2021-12-22|881.0|0|881.0|0|28.0|0|0.0|100
0|2021-12-23|882.0|0|882.0|0|28.0|0|0.0|100
0|2021-12-24|883.0|0|883.0|0|28.0|0|0.0|100
0|2021-12-25|884.0|0|884.0|0|28.0|0|0.0|100
0|2021-12-26|885.0|0|885.0|0|28.0|0|0.0|100
0|2021-12-27|885.0|0|885.0|0|28.0|0|0.0|100
0|2021-12-28|887.0|0|887.0|0|28.0|0|0.0|100
0|2021-12-29|888.0|0|888.0|0|28.0|0|0.0|100
0|2021-12-30|893.0|0|893.0|0|28.0|0|0.0|100
0|2021-12-31|899.0|0|899.0|0|28.0|0|0.0|100
0|2022-01-01|901.0|0|901.0|0|28.0|0|0.0|100
0|2022-01-02|901.0|0|901.0|0|28.0|0|0.0|100
0|2022-01-03|903.0|0|903.0|0|28.0|0|0.0|100
0|2022-01-04|919.0|0|919.0|0|28.0|0|0.0|100
0|2022-01-05|934.0|0|934.0|0|28.0|0|0.0|100
0|2022-01-06|955.0|0|955.0|0|28.0|0|0.0|100
0|2022-01-07|974.0|0|974.0|0|28.0|0|0.0|100
0|2022-01-08|991.0|0|991.0|0|28.0|0|0.0|100
0|2022-01-09|991.0|0|991.0|0|28.0|0|0.0|100
0|2022-01-10|1003.0|0|1003.0|0|28.0|0|0.0|100
0|2022-01-11|1018.0|0|1018.0|0|28.0|0|0.0|100
0|2022-01-12|1044.0|0|1044.0|0|28.0|0|0.0|100
0|2022-01-13|1044.0|0|1066.0|0|28.0|0|0.0|100
0|2022-01-14|1079.0|0|1079.0|0|28.0|0|0.0|100
0|2022-01-15|1099.0|0|1099.0|0|28.0|0|0.0|100
0|2022-01-16|1101.0|0|1101.0|0|28.0|0|0.0|100
0|2022-01-17|1103.0|0|0.0|100|28.0|0|0.0|100
