|dates|Orange_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Orange_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Orange_NewYork_UnitedStates.Male_Total_Population.data|Orange_NewYork_UnitedStates.Male_Total_Population.missing|Orange_NewYork_UnitedStates.Female_Total_Population.data|Orange_NewYork_UnitedStates.Female_Total_Population.missing|Orange_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Orange_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-30|53541.0|0|191531.0|0|190420.0|0|97160.0|0
0|2021-12-31|53541.0|0|191531.0|0|190420.0|0|97160.0|0
0|2022-01-01|53541.0|0|191531.0|0|190420.0|0|97160.0|0
0|2022-01-02|53541.0|0|191531.0|0|190420.0|0|97160.0|0
0|2022-01-03|53541.0|0|191531.0|0|190420.0|0|97160.0|0
0|2022-01-04|53541.0|0|191531.0|0|190420.0|0|97160.0|0
0|2022-01-05|53541.0|0|191531.0|0|190420.0|0|97160.0|0
0|2022-01-06|53541.0|0|191531.0|0|190420.0|0|97160.0|0
0|2022-01-07|53541.0|0|191531.0|0|190420.0|0|97160.0|0
0|2022-01-08|53541.0|0|191531.0|0|190420.0|0|97160.0|0
0|2022-01-09|53541.0|0|191531.0|0|190420.0|0|97160.0|0
0|2022-01-10|53541.0|0|191531.0|0|190420.0|0|97160.0|0
0|2022-01-11|53541.0|0|191531.0|0|190420.0|0|97160.0|0
0|2022-01-12|53541.0|0|191531.0|0|190420.0|0|97160.0|0
0|2022-01-13|53541.0|0|191531.0|0|190420.0|0|97160.0|0
0|2022-01-14|53541.0|0|191531.0|0|190420.0|0|97160.0|0
0|2022-01-15|53541.0|0|191531.0|0|190420.0|0|97160.0|0
0|2022-01-16|53541.0|0|191531.0|0|190420.0|0|97160.0|0
0|2022-01-17|53541.0|0|191531.0|0|190420.0|0|97160.0|0
