|dates|Mineral_Montana_UnitedStates.JHU_ConfirmedCases.data|Mineral_Montana_UnitedStates.JHU_ConfirmedCases.missing|Mineral_Montana_UnitedStates.NYT_ConfirmedCases.data|Mineral_Montana_UnitedStates.NYT_ConfirmedCases.missing|Mineral_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Mineral_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Mineral_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Mineral_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|743.0|0|743.0|0|14.0|0|0.0|100
0|2021-11-27|743.0|0|743.0|0|14.0|0|0.0|100
0|2021-11-28|743.0|0|743.0|0|14.0|0|0.0|100
0|2021-11-29|745.0|0|745.0|0|14.0|0|0.0|100
0|2021-11-30|748.0|0|748.0|0|14.0|0|0.0|100
0|2021-12-01|748.0|0|748.0|0|14.0|0|0.0|100
0|2021-12-02|749.0|0|749.0|0|14.0|0|0.0|100
0|2021-12-03|749.0|0|749.0|0|14.0|0|0.0|100
0|2021-12-04|749.0|0|749.0|0|14.0|0|0.0|100
0|2021-12-05|749.0|0|749.0|0|14.0|0|0.0|100
0|2021-12-06|749.0|0|749.0|0|14.0|0|0.0|100
0|2021-12-07|752.0|0|752.0|0|14.0|0|0.0|100
0|2021-12-08|755.0|0|755.0|0|14.0|0|0.0|100
0|2021-12-09|755.0|0|755.0|0|14.0|0|0.0|100
0|2021-12-10|755.0|0|755.0|0|15.0|0|0.0|100
0|2021-12-11|755.0|0|755.0|0|15.0|0|0.0|100
0|2021-12-12|755.0|0|755.0|0|15.0|0|0.0|100
0|2021-12-13|754.0|0|754.0|0|14.0|0|0.0|100
0|2021-12-14|754.0|0|754.0|0|14.0|0|0.0|100
0|2021-12-15|754.0|0|754.0|0|14.0|0|0.0|100
0|2021-12-16|754.0|0|754.0|0|14.0|0|0.0|100
0|2021-12-17|754.0|0|754.0|0|14.0|0|0.0|100
0|2021-12-18|754.0|0|754.0|0|14.0|0|0.0|100
0|2021-12-19|754.0|0|754.0|0|14.0|0|0.0|100
0|2021-12-20|757.0|0|757.0|0|14.0|0|0.0|100
0|2021-12-21|757.0|0|757.0|0|14.0|0|0.0|100
0|2021-12-22|758.0|0|758.0|0|14.0|0|0.0|100
0|2021-12-23|759.0|0|759.0|0|14.0|0|0.0|100
0|2021-12-24|759.0|0|759.0|0|14.0|0|0.0|100
0|2021-12-25|759.0|0|759.0|0|14.0|0|0.0|100
0|2021-12-26|759.0|0|759.0|0|14.0|0|0.0|100
0|2021-12-27|759.0|0|759.0|0|14.0|0|0.0|100
0|2021-12-28|760.0|0|760.0|0|14.0|0|0.0|100
0|2021-12-29|760.0|0|760.0|0|14.0|0|0.0|100
0|2021-12-30|764.0|0|764.0|0|14.0|0|0.0|100
0|2021-12-31|764.0|0|764.0|0|14.0|0|0.0|100
0|2022-01-01|764.0|0|764.0|0|14.0|0|0.0|100
0|2022-01-02|764.0|0|764.0|0|14.0|0|0.0|100
0|2022-01-03|764.0|0|764.0|0|14.0|0|0.0|100
0|2022-01-04|765.0|0|765.0|0|14.0|0|0.0|100
0|2022-01-05|766.0|0|766.0|0|14.0|0|0.0|100
0|2022-01-06|770.0|0|770.0|0|14.0|0|0.0|100
0|2022-01-07|772.0|0|772.0|0|14.0|0|0.0|100
0|2022-01-08|772.0|0|772.0|0|14.0|0|0.0|100
0|2022-01-09|772.0|0|772.0|0|14.0|0|0.0|100
0|2022-01-10|779.0|0|779.0|0|14.0|0|0.0|100
0|2022-01-11|788.0|0|788.0|0|14.0|0|0.0|100
0|2022-01-12|794.0|0|794.0|0|14.0|0|0.0|100
0|2022-01-13|794.0|0|799.0|0|14.0|0|0.0|100
0|2022-01-14|807.0|0|807.0|0|14.0|0|0.0|100
0|2022-01-15|807.0|0|807.0|0|14.0|0|0.0|100
0|2022-01-16|807.0|0|807.0|0|14.0|0|0.0|100
0|2022-01-17|807.0|0|0.0|100|14.0|0|0.0|100
