|dates|Saguache_Colorado_UnitedStates.JHU_ConfirmedCases.data|Saguache_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Saguache_Colorado_UnitedStates.NYT_ConfirmedCases.data|Saguache_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Saguache_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Saguache_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Saguache_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Saguache_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-10|824.0|0|824.0|0|9.0|0|0.0|100
0|2021-12-11|824.0|0|824.0|0|9.0|0|0.0|100
0|2021-12-12|824.0|0|824.0|0|9.0|0|0.0|100
0|2021-12-13|827.0|0|827.0|0|9.0|0|0.0|100
0|2021-12-14|827.0|0|827.0|0|9.0|0|0.0|100
0|2021-12-15|827.0|0|827.0|0|9.0|0|0.0|100
0|2021-12-16|827.0|0|827.0|0|9.0|0|0.0|100
0|2021-12-17|829.0|0|829.0|0|9.0|0|0.0|100
0|2021-12-18|829.0|0|829.0|0|9.0|0|0.0|100
0|2021-12-19|829.0|0|829.0|0|9.0|0|0.0|100
0|2021-12-20|829.0|0|829.0|0|9.0|0|0.0|100
0|2021-12-21|832.0|0|832.0|0|9.0|0|0.0|100
0|2021-12-22|835.0|0|835.0|0|9.0|0|0.0|100
0|2021-12-23|835.0|0|835.0|0|9.0|0|0.0|100
0|2021-12-24|835.0|0|835.0|0|9.0|0|0.0|100
0|2021-12-25|835.0|0|835.0|0|9.0|0|0.0|100
0|2021-12-26|835.0|0|835.0|0|9.0|0|0.0|100
0|2021-12-27|836.0|0|836.0|0|9.0|0|0.0|100
0|2021-12-28|837.0|0|837.0|0|9.0|0|0.0|100
0|2021-12-29|841.0|0|841.0|0|9.0|0|0.0|100
0|2021-12-30|840.0|0|840.0|0|10.0|0|0.0|100
0|2021-12-31|848.0|0|848.0|0|10.0|0|0.0|100
0|2022-01-01|848.0|0|848.0|0|10.0|0|0.0|100
0|2022-01-02|848.0|0|848.0|0|10.0|0|0.0|100
0|2022-01-03|848.0|0|848.0|0|10.0|0|0.0|100
0|2022-01-04|857.0|0|857.0|0|10.0|0|0.0|100
0|2022-01-05|864.0|0|864.0|0|10.0|0|0.0|100
0|2022-01-06|867.0|0|867.0|0|10.0|0|0.0|100
0|2022-01-07|871.0|0|871.0|0|10.0|0|0.0|100
0|2022-01-08|871.0|0|871.0|0|10.0|0|0.0|100
0|2022-01-09|871.0|0|871.0|0|10.0|0|0.0|100
0|2022-01-10|892.0|0|892.0|0|10.0|0|0.0|100
0|2022-01-11|903.0|0|903.0|0|10.0|0|0.0|100
0|2022-01-12|909.0|0|909.0|0|10.0|0|0.0|100
0|2022-01-13|909.0|0|916.0|0|10.0|0|0.0|100
0|2022-01-14|919.0|0|918.0|0|10.0|0|0.0|100
0|2022-01-15|919.0|0|919.0|0|10.0|0|0.0|100
0|2022-01-16|919.0|0|919.0|0|10.0|0|0.0|100
0|2022-01-17|931.0|0|0.0|100|10.0|0|0.0|100
