|dates|Jefferson_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Jefferson_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Jefferson_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|13603.0|0|13603.0|0|167.0|0|0.0|100
0|2021-12-03|13666.0|0|13666.0|0|168.0|0|0.0|100
0|2021-12-04|13666.0|0|13666.0|0|168.0|0|0.0|100
0|2021-12-05|13666.0|0|13666.0|0|168.0|0|0.0|100
0|2021-12-06|13666.0|0|13666.0|0|168.0|0|0.0|100
0|2021-12-07|13666.0|0|13666.0|0|168.0|0|0.0|100
0|2021-12-08|13978.0|0|13978.0|0|173.0|0|0.0|100
0|2021-12-09|14079.0|0|14079.0|0|173.0|0|0.0|100
0|2021-12-10|14177.0|0|14177.0|0|174.0|0|0.0|100
0|2021-12-11|14177.0|0|14177.0|0|174.0|0|0.0|100
0|2021-12-12|14177.0|0|14177.0|0|174.0|0|0.0|100
0|2021-12-13|14363.0|0|14363.0|0|175.0|0|0.0|100
0|2021-12-14|14363.0|0|14400.0|0|175.0|0|0.0|100
0|2021-12-15|14501.0|0|14501.0|0|174.0|0|0.0|100
0|2021-12-16|14551.0|0|14551.0|0|177.0|0|0.0|100
0|2021-12-17|14650.0|0|14650.0|0|179.0|0|0.0|100
0|2021-12-18|14650.0|0|14650.0|0|179.0|0|0.0|100
0|2021-12-19|14650.0|0|14650.0|0|179.0|0|0.0|100
0|2021-12-20|14762.0|0|14762.0|0|181.0|0|0.0|100
0|2021-12-21|14792.0|0|14792.0|0|181.0|0|0.0|100
0|2021-12-22|14876.0|0|14876.0|0|183.0|0|0.0|100
0|2021-12-23|14979.0|0|14979.0|0|185.0|0|0.0|100
0|2021-12-24|15028.0|0|15028.0|0|185.0|0|0.0|100
0|2021-12-25|15028.0|0|15028.0|0|185.0|0|0.0|100
0|2021-12-26|15028.0|0|15028.0|0|185.0|0|0.0|100
0|2021-12-27|15144.0|0|15144.0|0|185.0|0|0.0|100
0|2021-12-28|15213.0|0|15213.0|0|187.0|0|0.0|100
0|2021-12-29|15364.0|0|15364.0|0|190.0|0|0.0|100
0|2021-12-30|15467.0|0|15467.0|0|191.0|0|0.0|100
0|2021-12-31|15552.0|0|15552.0|0|191.0|0|0.0|100
0|2022-01-01|15552.0|0|15552.0|0|191.0|0|0.0|100
0|2022-01-02|15552.0|0|15552.0|0|191.0|0|0.0|100
0|2022-01-03|15767.0|0|15767.0|0|191.0|0|0.0|100
0|2022-01-04|15767.0|0|15859.0|0|191.0|0|0.0|100
0|2022-01-05|16025.0|0|16025.0|0|193.0|0|0.0|100
0|2022-01-06|16175.0|0|16175.0|0|193.0|0|0.0|100
0|2022-01-07|16346.0|0|16346.0|0|193.0|0|0.0|100
0|2022-01-08|16346.0|0|16346.0|0|193.0|0|0.0|100
0|2022-01-09|16346.0|0|16346.0|0|193.0|0|0.0|100
0|2022-01-10|16752.0|0|16752.0|0|194.0|0|0.0|100
0|2022-01-11|16880.0|0|16880.0|0|195.0|0|0.0|100
0|2022-01-12|17082.0|0|17082.0|0|195.0|0|0.0|100
0|2022-01-13|17082.0|0|17191.0|0|195.0|0|0.0|100
0|2022-01-14|17536.0|0|17536.0|0|196.0|0|0.0|100
0|2022-01-15|17536.0|0|17536.0|0|196.0|0|0.0|100
0|2022-01-16|17536.0|0|17536.0|0|196.0|0|0.0|100
0|2022-01-17|18248.0|0|0.0|100|197.0|0|0.0|100
