|dates|Bibb_Alabama_UnitedStates.JHU_ConfirmedCases.data|Bibb_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Bibb_Alabama_UnitedStates.NYT_ConfirmedCases.data|Bibb_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Bibb_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Bibb_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Bibb_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Bibb_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-08|4857.0|0|4857.0|0|95.0|0|0.0|100
0|2022-01-09|4914.0|0|4914.0|0|95.0|0|0.0|100
0|2022-01-10|4939.0|0|4939.0|0|95.0|0|0.0|100
0|2022-01-11|5007.0|0|5007.0|0|95.0|0|0.0|100
0|2022-01-12|5046.0|0|5046.0|0|95.0|0|0.0|100
0|2022-01-13|5046.0|0|5046.0|0|95.0|0|0.0|100
0|2022-01-14|5046.0|0|5046.0|0|95.0|0|0.0|100
0|2022-01-15|5046.0|0|5046.0|0|95.0|0|0.0|100
0|2022-01-16|5274.0|0|5274.0|0|95.0|0|0.0|100
0|2022-01-17|5302.0|0|0.0|100|95.0|0|0.0|100
