|dates|Lewis_Washington_UnitedStates.JHU_ConfirmedCases.data|Lewis_Washington_UnitedStates.JHU_ConfirmedCases.missing|Lewis_Washington_UnitedStates.NYT_ConfirmedCases.data|Lewis_Washington_UnitedStates.NYT_ConfirmedCases.missing|Lewis_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Lewis_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Lewis_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Lewis_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-24|11552.0|0|11552.0|0|187.0|0|0.0|100
0|2021-12-25|11552.0|0|11552.0|0|187.0|0|0.0|100
0|2021-12-26|11552.0|0|11552.0|0|187.0|0|0.0|100
0|2021-12-27|11685.0|0|11685.0|0|187.0|0|0.0|100
0|2021-12-28|11697.0|0|11697.0|0|187.0|0|0.0|100
0|2021-12-29|11717.0|0|11717.0|0|187.0|0|0.0|100
0|2021-12-30|11754.0|0|11754.0|0|188.0|0|0.0|100
0|2021-12-31|11754.0|0|11754.0|0|188.0|0|0.0|100
0|2022-01-01|11754.0|0|11754.0|0|188.0|0|0.0|100
0|2022-01-02|11754.0|0|11754.0|0|188.0|0|0.0|100
0|2022-01-03|11972.0|0|11972.0|0|188.0|0|0.0|100
0|2022-01-04|11986.0|0|11986.0|0|190.0|0|0.0|100
0|2022-01-05|12077.0|0|12077.0|0|190.0|0|0.0|100
0|2022-01-06|12238.0|0|12238.0|0|191.0|0|0.0|100
0|2022-01-07|12342.0|0|12342.0|0|193.0|0|0.0|100
0|2022-01-08|12342.0|0|12342.0|0|193.0|0|0.0|100
0|2022-01-09|12342.0|0|12342.0|0|193.0|0|0.0|100
0|2022-01-10|12760.0|0|12760.0|0|194.0|0|0.0|100
0|2022-01-11|12832.0|0|12832.0|0|194.0|0|0.0|100
0|2022-01-12|12932.0|0|12932.0|0|195.0|0|0.0|100
0|2022-01-13|12932.0|0|13042.0|0|195.0|0|0.0|100
0|2022-01-14|13110.0|0|13110.0|0|201.0|0|0.0|100
0|2022-01-15|13110.0|0|13110.0|0|201.0|0|0.0|100
0|2022-01-16|13110.0|0|13110.0|0|201.0|0|0.0|100
0|2022-01-17|13110.0|0|0.0|100|201.0|0|0.0|100
