|dates|Richland_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Richland_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Richland_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Richland_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Richland_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Richland_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Richland_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Richland_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-21|2697.0|0|2697.0|0|35.0|0|0.0|100
0|2021-12-22|2710.0|0|2710.0|0|35.0|0|0.0|100
0|2021-12-23|2721.0|0|2721.0|0|36.0|0|0.0|100
0|2021-12-24|2732.0|0|2732.0|0|36.0|0|0.0|100
0|2021-12-25|2732.0|0|2732.0|0|36.0|0|0.0|100
0|2021-12-26|2732.0|0|2732.0|0|36.0|0|0.0|100
0|2021-12-27|2734.0|0|2734.0|0|36.0|0|0.0|100
0|2021-12-28|2739.0|0|2739.0|0|36.0|0|0.0|100
0|2021-12-29|2743.0|0|2743.0|0|37.0|0|0.0|100
0|2021-12-30|2758.0|0|2758.0|0|37.0|0|0.0|100
0|2021-12-31|2768.0|0|2768.0|0|37.0|0|0.0|100
0|2022-01-01|2768.0|0|2768.0|0|37.0|0|0.0|100
0|2022-01-02|2768.0|0|2768.0|0|37.0|0|0.0|100
0|2022-01-03|2782.0|0|2782.0|0|38.0|0|0.0|100
0|2022-01-04|2782.0|0|2801.0|0|38.0|0|0.0|100
0|2022-01-05|2818.0|0|2818.0|0|38.0|0|0.0|100
0|2022-01-06|2851.0|0|2851.0|0|38.0|0|0.0|100
0|2022-01-07|2879.0|0|2879.0|0|38.0|0|0.0|100
0|2022-01-08|2879.0|0|2879.0|0|38.0|0|0.0|100
0|2022-01-09|2879.0|0|2879.0|0|38.0|0|0.0|100
0|2022-01-10|2926.0|0|2926.0|0|38.0|0|0.0|100
0|2022-01-11|2947.0|0|2947.0|0|38.0|0|0.0|100
0|2022-01-12|2966.0|0|2966.0|0|38.0|0|0.0|100
0|2022-01-13|2966.0|0|3009.0|0|38.0|0|0.0|100
0|2022-01-14|3073.0|0|3073.0|0|38.0|0|0.0|100
0|2022-01-15|3073.0|0|3073.0|0|38.0|0|0.0|100
0|2022-01-16|3073.0|0|3073.0|0|38.0|0|0.0|100
0|2022-01-17|3167.0|0|0.0|100|38.0|0|0.0|100
