|dates|Custer_Idaho_UnitedStates.JHU_ConfirmedCases.data|Custer_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Custer_Idaho_UnitedStates.NYT_ConfirmedCases.data|Custer_Idaho_UnitedStates.NYT_ConfirmedCases.missing|Custer_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Custer_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Custer_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Custer_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-29|402.0|0|402.0|0|6.0|0|0.0|100
0|2021-11-30|402.0|0|402.0|0|6.0|0|0.0|100
0|2021-12-01|402.0|0|402.0|0|6.0|0|0.0|100
0|2021-12-02|402.0|0|402.0|0|6.0|0|0.0|100
0|2021-12-03|402.0|0|402.0|0|6.0|0|0.0|100
0|2021-12-04|402.0|0|402.0|0|6.0|0|0.0|100
0|2021-12-05|402.0|0|402.0|0|6.0|0|0.0|100
0|2021-12-06|402.0|0|402.0|0|6.0|0|0.0|100
0|2021-12-07|403.0|0|403.0|0|6.0|0|0.0|100
0|2021-12-08|406.0|0|406.0|0|6.0|0|0.0|100
0|2021-12-09|406.0|0|406.0|0|6.0|0|0.0|100
0|2021-12-10|406.0|0|406.0|0|6.0|0|0.0|100
0|2021-12-11|406.0|0|406.0|0|6.0|0|0.0|100
0|2021-12-12|406.0|0|406.0|0|6.0|0|0.0|100
0|2021-12-13|406.0|0|406.0|0|6.0|0|0.0|100
0|2021-12-14|406.0|0|406.0|0|6.0|0|0.0|100
0|2021-12-15|406.0|0|406.0|0|6.0|0|0.0|100
0|2021-12-16|407.0|0|407.0|0|6.0|0|0.0|100
0|2021-12-17|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-18|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-19|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-20|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-21|411.0|0|411.0|0|6.0|0|0.0|100
0|2021-12-22|411.0|0|411.0|0|6.0|0|0.0|100
0|2021-12-23|411.0|0|411.0|0|6.0|0|0.0|100
0|2021-12-24|411.0|0|411.0|0|6.0|0|0.0|100
0|2021-12-25|411.0|0|411.0|0|6.0|0|0.0|100
0|2021-12-26|411.0|0|411.0|0|6.0|0|0.0|100
0|2021-12-27|413.0|0|413.0|0|6.0|0|0.0|100
0|2021-12-28|413.0|0|413.0|0|6.0|0|0.0|100
0|2021-12-29|415.0|0|415.0|0|6.0|0|0.0|100
0|2021-12-30|415.0|0|415.0|0|6.0|0|0.0|100
0|2021-12-31|415.0|0|415.0|0|6.0|0|0.0|100
0|2022-01-01|415.0|0|415.0|0|6.0|0|0.0|100
0|2022-01-02|415.0|0|415.0|0|6.0|0|0.0|100
0|2022-01-03|418.0|0|418.0|0|6.0|0|0.0|100
0|2022-01-04|419.0|0|419.0|0|7.0|0|0.0|100
0|2022-01-05|420.0|0|420.0|0|7.0|0|0.0|100
0|2022-01-06|421.0|0|421.0|0|7.0|0|0.0|100
0|2022-01-07|423.0|0|423.0|0|7.0|0|0.0|100
0|2022-01-08|423.0|0|423.0|0|7.0|0|0.0|100
0|2022-01-09|423.0|0|423.0|0|7.0|0|0.0|100
0|2022-01-10|425.0|0|425.0|0|7.0|0|0.0|100
0|2022-01-11|432.0|0|432.0|0|7.0|0|0.0|100
0|2022-01-12|438.0|0|438.0|0|7.0|0|0.0|100
0|2022-01-13|438.0|0|442.0|0|7.0|0|0.0|100
0|2022-01-14|446.0|0|446.0|0|7.0|0|0.0|100
0|2022-01-15|446.0|0|446.0|0|7.0|0|0.0|100
0|2022-01-16|446.0|0|446.0|0|7.0|0|0.0|100
0|2022-01-17|446.0|0|0.0|100|7.0|0|0.0|100
