|dates|Shelby_Ohio_UnitedStates.JHU_ConfirmedCases.data|Shelby_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Shelby_Ohio_UnitedStates.NYT_ConfirmedCases.data|Shelby_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Shelby_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Shelby_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Shelby_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Shelby_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|6868.0|0|6868.0|0|129.0|0|0.0|100
0|2021-11-10|6902.0|0|6902.0|0|129.0|0|0.0|100
0|2021-11-11|6939.0|0|6939.0|0|129.0|0|0.0|100
0|2021-11-12|6968.0|0|6968.0|0|129.0|0|0.0|100
0|2021-11-13|6982.0|0|6982.0|0|129.0|0|0.0|100
0|2021-11-14|6993.0|0|6993.0|0|129.0|0|0.0|100
0|2021-11-15|7036.0|0|7036.0|0|129.0|0|0.0|100
0|2021-11-16|7072.0|0|7072.0|0|130.0|0|0.0|100
0|2021-11-17|7101.0|0|7101.0|0|130.0|0|0.0|100
0|2021-11-18|7125.0|0|7125.0|0|130.0|0|0.0|100
0|2021-11-19|7148.0|0|7148.0|0|132.0|0|0.0|100
0|2021-11-20|7168.0|0|7168.0|0|132.0|0|0.0|100
0|2021-11-21|7178.0|0|7178.0|0|132.0|0|0.0|100
0|2021-11-22|7191.0|0|7191.0|0|132.0|0|0.0|100
0|2021-11-23|7207.0|0|7207.0|0|132.0|0|0.0|100
0|2021-11-24|7255.0|0|7255.0|0|132.0|0|0.0|100
0|2021-11-25|7255.0|0|7255.0|0|132.0|0|0.0|100
0|2021-11-26|7286.0|0|7286.0|0|132.0|0|0.0|100
0|2021-11-27|7302.0|0|7302.0|0|132.0|0|0.0|100
0|2021-11-28|7313.0|0|7313.0|0|132.0|0|0.0|100
0|2021-11-29|7337.0|0|7337.0|0|132.0|0|0.0|100
0|2021-11-30|7369.0|0|7369.0|0|133.0|0|0.0|100
0|2021-12-01|7405.0|0|7405.0|0|133.0|0|0.0|100
0|2021-12-02|7459.0|0|7459.0|0|133.0|0|0.0|100
0|2021-12-03|7511.0|0|7511.0|0|135.0|0|0.0|100
0|2021-12-04|7536.0|0|7536.0|0|135.0|0|0.0|100
0|2021-12-05|7551.0|0|7551.0|0|135.0|0|0.0|100
0|2021-12-06|7575.0|0|7575.0|0|135.0|0|0.0|100
0|2021-12-07|7623.0|0|7623.0|0|135.0|0|0.0|100
0|2021-12-08|7656.0|0|7656.0|0|135.0|0|0.0|100
0|2021-12-09|7696.0|0|7696.0|0|135.0|0|0.0|100
0|2021-12-10|7734.0|0|7734.0|0|135.0|0|0.0|100
0|2021-12-11|7768.0|0|7768.0|0|135.0|0|0.0|100
0|2021-12-12|7775.0|0|7775.0|0|135.0|0|0.0|100
0|2021-12-13|7789.0|0|7789.0|0|135.0|0|0.0|100
0|2021-12-14|7789.0|0|7829.0|0|135.0|0|0.0|100
0|2021-12-15|7848.0|0|7848.0|0|136.0|0|0.0|100
0|2021-12-16|7877.0|0|7877.0|0|136.0|0|0.0|100
0|2021-12-17|7901.0|0|7901.0|0|137.0|0|0.0|100
0|2021-12-18|7923.0|0|7923.0|0|137.0|0|0.0|100
0|2021-12-19|7936.0|0|7936.0|0|137.0|0|0.0|100
0|2021-12-20|7947.0|0|7947.0|0|137.0|0|0.0|100
0|2021-12-21|7967.0|0|7967.0|0|138.0|0|0.0|100
0|2021-12-22|7989.0|0|7989.0|0|138.0|0|0.0|100
0|2021-12-23|8026.0|0|8026.0|0|138.0|0|0.0|100
0|2021-12-24|8055.0|0|8055.0|0|142.0|0|0.0|100
0|2021-12-25|8055.0|0|8055.0|0|142.0|0|0.0|100
0|2021-12-26|8078.0|0|8078.0|0|142.0|0|0.0|100
0|2021-12-27|8093.0|0|8093.0|0|142.0|0|0.0|100
0|2021-12-28|8148.0|0|8148.0|0|142.0|0|0.0|100
0|2021-12-29|8182.0|0|8182.0|0|142.0|0|0.0|100
0|2021-12-30|8224.0|0|8224.0|0|142.0|0|0.0|100
0|2021-12-31|8261.0|0|8261.0|0|151.0|0|0.0|100
0|2022-01-01|8261.0|0|8261.0|0|151.0|0|0.0|100
0|2022-01-02|8309.0|0|8309.0|0|151.0|0|0.0|100
0|2022-01-03|8337.0|0|8337.0|0|151.0|0|0.0|100
0|2022-01-04|8418.0|0|8418.0|0|151.0|0|0.0|100
0|2022-01-05|8499.0|0|8499.0|0|151.0|0|0.0|100
0|2022-01-06|8576.0|0|8576.0|0|151.0|0|0.0|100
0|2022-01-07|8661.0|0|8661.0|0|152.0|0|0.0|100
0|2022-01-08|8717.0|0|8717.0|0|152.0|0|0.0|100
0|2022-01-09|8779.0|0|8779.0|0|152.0|0|0.0|100
0|2022-01-10|8867.0|0|8867.0|0|152.0|0|0.0|100
0|2022-01-11|8936.0|0|8936.0|0|152.0|0|0.0|100
0|2022-01-12|9015.0|0|9015.0|0|152.0|0|0.0|100
0|2022-01-13|9015.0|0|9123.0|0|152.0|0|0.0|100
0|2022-01-14|9291.0|0|9291.0|0|155.0|0|0.0|100
0|2022-01-15|9553.0|0|9553.0|0|155.0|0|0.0|100
0|2022-01-16|9624.0|0|9624.0|0|155.0|0|0.0|100
0|2022-01-17|9699.0|0|0.0|100|155.0|0|0.0|100
