|dates|Clay_Alabama_UnitedStates.JHU_ConfirmedCases.data|Clay_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Clay_Alabama_UnitedStates.NYT_ConfirmedCases.data|Clay_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Clay_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-10|2484.0|0|2484.0|0|70.0|0|0.0|100
0|2021-11-11|2487.0|0|2487.0|0|70.0|0|0.0|100
0|2021-11-12|2488.0|0|2488.0|0|70.0|0|0.0|100
0|2021-11-13|2495.0|0|2495.0|0|70.0|0|0.0|100
0|2021-11-14|2495.0|0|2495.0|0|70.0|0|0.0|100
0|2021-11-15|2497.0|0|2497.0|0|70.0|0|0.0|100
0|2021-11-16|2496.0|0|2496.0|0|69.0|0|0.0|100
0|2021-11-17|2501.0|0|2501.0|0|69.0|0|0.0|100
0|2021-11-18|2502.0|0|2502.0|0|69.0|0|0.0|100
0|2021-11-19|2507.0|0|2507.0|0|69.0|0|0.0|100
0|2021-11-20|2508.0|0|2508.0|0|69.0|0|0.0|100
0|2021-11-21|2508.0|0|2508.0|0|69.0|0|0.0|100
0|2021-11-22|2508.0|0|2508.0|0|69.0|0|0.0|100
0|2021-11-23|2509.0|0|2509.0|0|69.0|0|0.0|100
0|2021-11-24|2508.0|0|2508.0|0|69.0|0|0.0|100
0|2021-11-25|2508.0|0|2508.0|0|69.0|0|0.0|100
0|2021-11-26|2508.0|0|2508.0|0|69.0|0|0.0|100
0|2021-11-27|2508.0|0|2508.0|0|69.0|0|0.0|100
0|2021-11-28|2508.0|0|2508.0|0|69.0|0|0.0|100
0|2021-11-29|2508.0|0|2508.0|0|69.0|0|0.0|100
0|2021-11-30|2508.0|0|2511.0|0|69.0|0|0.0|100
0|2021-12-01|2511.0|0|2511.0|0|69.0|0|0.0|100
0|2021-12-02|2516.0|0|2516.0|0|69.0|0|0.0|100
0|2021-12-03|2520.0|0|2520.0|0|69.0|0|0.0|100
0|2021-12-04|2529.0|0|2529.0|0|69.0|0|0.0|100
0|2021-12-05|2530.0|0|2530.0|0|69.0|0|0.0|100
0|2021-12-06|2531.0|0|2531.0|0|69.0|0|0.0|100
0|2021-12-07|2531.0|0|2531.0|0|69.0|0|0.0|100
0|2021-12-08|2532.0|0|2532.0|0|69.0|0|0.0|100
0|2021-12-09|2534.0|0|2534.0|0|69.0|0|0.0|100
0|2021-12-10|2535.0|0|2535.0|0|69.0|0|0.0|100
0|2021-12-11|2535.0|0|2535.0|0|69.0|0|0.0|100
0|2021-12-12|2535.0|0|2535.0|0|69.0|0|0.0|100
0|2021-12-13|2535.0|0|2535.0|0|69.0|0|0.0|100
0|2021-12-14|2535.0|0|2539.0|0|69.0|0|0.0|100
0|2021-12-15|2540.0|0|2540.0|0|69.0|0|0.0|100
0|2021-12-16|2546.0|0|2546.0|0|69.0|0|0.0|100
0|2021-12-17|2549.0|0|2549.0|0|69.0|0|0.0|100
0|2021-12-18|2555.0|0|2555.0|0|69.0|0|0.0|100
0|2021-12-19|2556.0|0|2556.0|0|69.0|0|0.0|100
0|2021-12-20|2560.0|0|2560.0|0|69.0|0|0.0|100
0|2021-12-21|2562.0|0|2562.0|0|69.0|0|0.0|100
0|2021-12-22|2562.0|0|2562.0|0|69.0|0|0.0|100
0|2021-12-23|2567.0|0|2567.0|0|69.0|0|0.0|100
0|2021-12-24|2569.0|0|2569.0|0|69.0|0|0.0|100
0|2021-12-25|2573.0|0|2573.0|0|69.0|0|0.0|100
0|2021-12-26|2575.0|0|2575.0|0|69.0|0|0.0|100
0|2021-12-27|2584.0|0|2584.0|0|69.0|0|0.0|100
0|2021-12-28|2602.0|0|2602.0|0|69.0|0|0.0|100
0|2021-12-29|2610.0|0|2610.0|0|69.0|0|0.0|100
0|2021-12-30|2633.0|0|2633.0|0|69.0|0|0.0|100
0|2021-12-31|2658.0|0|2658.0|0|69.0|0|0.0|100
0|2022-01-01|2658.0|0|2658.0|0|69.0|0|0.0|100
0|2022-01-02|2687.0|0|2687.0|0|69.0|0|0.0|100
0|2022-01-03|2690.0|0|2690.0|0|69.0|0|0.0|100
0|2022-01-04|2723.0|0|2723.0|0|69.0|0|0.0|100
0|2022-01-05|2756.0|0|2756.0|0|69.0|0|0.0|100
0|2022-01-06|2801.0|0|2801.0|0|69.0|0|0.0|100
0|2022-01-07|2834.0|0|2834.0|0|69.0|0|0.0|100
0|2022-01-08|2846.0|0|2846.0|0|70.0|0|0.0|100
0|2022-01-09|2901.0|0|2901.0|0|70.0|0|0.0|100
0|2022-01-10|2910.0|0|2910.0|0|70.0|0|0.0|100
0|2022-01-11|2950.0|0|2950.0|0|70.0|0|0.0|100
0|2022-01-12|3002.0|0|3002.0|0|70.0|0|0.0|100
0|2022-01-13|3002.0|0|3002.0|0|70.0|0|0.0|100
0|2022-01-14|3002.0|0|3002.0|0|70.0|0|0.0|100
0|2022-01-15|3002.0|0|3002.0|0|70.0|0|0.0|100
0|2022-01-16|3193.0|0|3193.0|0|70.0|0|0.0|100
0|2022-01-17|3207.0|0|0.0|100|70.0|0|0.0|100
