|dates|Fresno_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fresno_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fresno_California_UnitedStates.Male_Total_Population.data|Fresno_California_UnitedStates.Male_Total_Population.missing|Fresno_California_UnitedStates.Female_Total_Population.data|Fresno_California_UnitedStates.Female_Total_Population.missing|Fresno_California_UnitedStates.MaleAndFemale_Under18_Population.data|Fresno_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-23|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-11-24|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-11-25|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-11-26|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-11-27|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-11-28|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-11-29|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-11-30|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-01|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-02|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-03|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-04|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-05|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-06|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-07|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-08|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-09|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-10|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-11|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-12|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-13|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-14|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-15|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-16|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-17|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-18|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-19|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-20|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-21|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-22|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-23|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-24|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-25|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-26|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-27|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-28|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-29|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-30|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2021-12-31|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2022-01-01|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2022-01-02|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2022-01-03|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2022-01-04|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2022-01-05|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2022-01-06|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2022-01-07|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2022-01-08|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2022-01-09|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2022-01-10|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2022-01-11|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2022-01-12|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2022-01-13|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2022-01-14|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2022-01-15|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2022-01-16|122113.0|0|496016.0|0|498384.0|0|281819.0|0
0|2022-01-17|122113.0|0|496016.0|0|498384.0|0|281819.0|0
