|dates|Kent_Delaware_UnitedStates.JHU_ConfirmedCases.data|Kent_Delaware_UnitedStates.JHU_ConfirmedCases.missing|Kent_Delaware_UnitedStates.NYT_ConfirmedCases.data|Kent_Delaware_UnitedStates.NYT_ConfirmedCases.missing|Kent_Delaware_UnitedStates.JHU_ConfirmedDeaths.data|Kent_Delaware_UnitedStates.JHU_ConfirmedDeaths.missing|Kent_Delaware_UnitedStates.JHU_ConfirmedRecoveries.data|Kent_Delaware_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-03|28628.0|0|28628.0|0|473.0|0|0.0|100
0|2021-12-04|28789.0|0|28789.0|0|473.0|0|0.0|100
0|2021-12-05|28916.0|0|28916.0|0|473.0|0|0.0|100
0|2021-12-06|28916.0|0|28986.0|0|473.0|0|0.0|100
0|2021-12-07|29058.0|0|29058.0|0|474.0|0|0.0|100
0|2021-12-08|29178.0|0|29178.0|0|474.0|0|0.0|100
0|2021-12-09|29428.0|0|29428.0|0|476.0|0|0.0|100
0|2021-12-10|29583.0|0|29583.0|0|476.0|0|0.0|100
0|2021-12-11|29773.0|0|29773.0|0|478.0|0|0.0|100
0|2021-12-12|29925.0|0|29925.0|0|478.0|0|0.0|100
0|2021-12-13|30050.0|0|30050.0|0|478.0|0|0.0|100
0|2021-12-14|30050.0|0|30106.0|0|478.0|0|0.0|100
0|2021-12-15|30329.0|0|30329.0|0|481.0|0|0.0|100
0|2021-12-16|30468.0|0|30468.0|0|481.0|0|0.0|100
0|2021-12-17|30798.0|0|30798.0|0|483.0|0|0.0|100
0|2021-12-18|30974.0|0|30974.0|0|484.0|0|0.0|100
0|2021-12-19|31115.0|0|31115.0|0|484.0|0|0.0|100
0|2021-12-20|31283.0|0|31283.0|0|484.0|0|0.0|100
0|2021-12-21|31398.0|0|31398.0|0|485.0|0|0.0|100
0|2021-12-22|31582.0|0|31582.0|0|485.0|0|0.0|100
0|2021-12-23|31866.0|0|31866.0|0|489.0|0|0.0|100
0|2021-12-24|32155.0|0|32155.0|0|493.0|0|0.0|100
0|2021-12-25|32509.0|0|32509.0|0|493.0|0|0.0|100
0|2021-12-26|32682.0|0|32682.0|0|493.0|0|0.0|100
0|2021-12-27|32734.0|0|32734.0|0|493.0|0|0.0|100
0|2021-12-28|32879.0|0|32879.0|0|493.0|0|0.0|100
0|2021-12-29|33104.0|0|33104.0|0|493.0|0|0.0|100
0|2021-12-30|33461.0|0|33461.0|0|493.0|0|0.0|100
0|2021-12-31|34199.0|0|34199.0|0|493.0|0|0.0|100
0|2022-01-01|34609.0|0|34609.0|0|493.0|0|0.0|100
0|2022-01-02|35219.0|0|35219.0|0|493.0|0|0.0|100
0|2022-01-03|35647.0|0|35647.0|0|493.0|0|0.0|100
0|2022-01-04|36002.0|0|36002.0|0|493.0|0|0.0|100
0|2022-01-05|36166.0|0|36166.0|0|493.0|0|0.0|100
0|2022-01-06|36519.0|0|36519.0|0|493.0|0|0.0|100
0|2022-01-07|37076.0|0|37076.0|0|503.0|0|0.0|100
0|2022-01-08|37953.0|0|37953.0|0|512.0|0|0.0|100
0|2022-01-09|38537.0|0|38537.0|0|512.0|0|0.0|100
0|2022-01-10|38971.0|0|38971.0|0|512.0|0|0.0|100
0|2022-01-11|39333.0|0|39333.0|0|512.0|0|0.0|100
0|2022-01-12|40005.0|0|40005.0|0|512.0|0|0.0|100
0|2022-01-13|40005.0|0|40997.0|0|512.0|0|0.0|100
0|2022-01-14|41752.0|0|41752.0|0|519.0|0|0.0|100
0|2022-01-15|42478.0|0|42478.0|0|522.0|0|0.0|100
0|2022-01-16|42958.0|0|42958.0|0|522.0|0|0.0|100
0|2022-01-17|43544.0|0|0.0|100|522.0|0|0.0|100
