|dates|Steuben_Indiana_UnitedStates.BLS_EmployedPopulation.data|Steuben_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Steuben_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Steuben_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Steuben_Indiana_UnitedStates.BLS_UnemploymentRate.data|Steuben_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Steuben_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Steuben_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-09|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2021-12-10|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2021-12-11|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2021-12-12|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2021-12-13|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2021-12-14|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2021-12-15|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2021-12-16|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2021-12-17|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2021-12-18|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2021-12-19|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2021-12-20|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2021-12-21|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2021-12-22|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2021-12-23|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2021-12-24|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2021-12-25|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2021-12-26|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2021-12-27|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2021-12-28|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2021-12-29|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2021-12-30|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2021-12-31|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2022-01-01|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2022-01-02|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2022-01-03|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2022-01-04|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2022-01-05|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2022-01-06|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2022-01-07|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2022-01-08|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2022-01-09|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2022-01-10|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2022-01-11|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2022-01-12|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2022-01-13|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2022-01-14|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2022-01-15|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2022-01-16|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
0|2022-01-17|20072.0|0|650.0|0|3.136762860727729|0|20722.0|0
