|dates|Moffat_Colorado_UnitedStates.JHU_ConfirmedCases.data|Moffat_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Moffat_Colorado_UnitedStates.NYT_ConfirmedCases.data|Moffat_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Moffat_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Moffat_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Moffat_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Moffat_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-15|2231.0|0|2231.0|0|48.0|0|0.0|100
0|2021-12-16|2235.0|0|2235.0|0|48.0|0|0.0|100
0|2021-12-17|2237.0|0|2237.0|0|48.0|0|0.0|100
0|2021-12-18|2237.0|0|2237.0|0|48.0|0|0.0|100
0|2021-12-19|2237.0|0|2237.0|0|48.0|0|0.0|100
0|2021-12-20|2242.0|0|2242.0|0|48.0|0|0.0|100
0|2021-12-21|2250.0|0|2250.0|0|48.0|0|0.0|100
0|2021-12-22|2251.0|0|2251.0|0|48.0|0|0.0|100
0|2021-12-23|2255.0|0|2255.0|0|48.0|0|0.0|100
0|2021-12-24|2256.0|0|2256.0|0|48.0|0|0.0|100
0|2021-12-25|2256.0|0|2256.0|0|48.0|0|0.0|100
0|2021-12-26|2256.0|0|2256.0|0|48.0|0|0.0|100
0|2021-12-27|2257.0|0|2257.0|0|48.0|0|0.0|100
0|2021-12-28|2260.0|0|2260.0|0|48.0|0|0.0|100
0|2021-12-29|2262.0|0|2262.0|0|48.0|0|0.0|100
0|2021-12-30|2267.0|0|2267.0|0|48.0|0|0.0|100
0|2021-12-31|2275.0|0|2275.0|0|48.0|0|0.0|100
0|2022-01-01|2275.0|0|2275.0|0|48.0|0|0.0|100
0|2022-01-02|2275.0|0|2275.0|0|48.0|0|0.0|100
0|2022-01-03|2311.0|0|2311.0|0|48.0|0|0.0|100
0|2022-01-04|2316.0|0|2316.0|0|48.0|0|0.0|100
0|2022-01-05|2329.0|0|2329.0|0|48.0|0|0.0|100
0|2022-01-06|2337.0|0|2337.0|0|49.0|0|0.0|100
0|2022-01-07|2342.0|0|2342.0|0|49.0|0|0.0|100
0|2022-01-08|2342.0|0|2342.0|0|49.0|0|0.0|100
0|2022-01-09|2342.0|0|2342.0|0|49.0|0|0.0|100
0|2022-01-10|2410.0|0|2410.0|0|49.0|0|0.0|100
0|2022-01-11|2419.0|0|2419.0|0|49.0|0|0.0|100
0|2022-01-12|2431.0|0|2431.0|0|49.0|0|0.0|100
0|2022-01-13|2431.0|0|2455.0|0|49.0|0|0.0|100
0|2022-01-14|2463.0|0|2459.0|0|49.0|0|0.0|100
0|2022-01-15|2463.0|0|2463.0|0|49.0|0|0.0|100
0|2022-01-16|2463.0|0|2463.0|0|49.0|0|0.0|100
0|2022-01-17|2512.0|0|0.0|100|50.0|0|0.0|100
