|dates|Inyo_California_UnitedStates.AveragePrecipitationTotal.data|Inyo_California_UnitedStates.AveragePrecipitationTotal.missing|Inyo_California_UnitedStates.AveragePrecipitation.data|Inyo_California_UnitedStates.AveragePrecipitation.missing|Inyo_California_UnitedStates.AverageWindDirection.data|Inyo_California_UnitedStates.AverageWindDirection.missing|Inyo_California_UnitedStates.AverageWindSpeed.data|Inyo_California_UnitedStates.AverageWindSpeed.missing
0|2021-12-30|0.012916666666666667|0|0.015|0|156.66666666666666|0|3.7083333333333335|0
0|2021-12-31|0.0033333333333333335|0|0.0|0|187.2222222222222|0|5.625|0
0|2022-01-01|0.0|0|0.0|0|174.58333333333334|0|5.791666666666667|0
0|2022-01-02|0.0|0|0.0|0|134.58333333333334|0|3.6666666666666665|0
0|2022-01-03|0.0|0|0.0|0|124.16666666666667|0|2.9166666666666665|0
0|2022-01-04|0.0|0|0.0|0|122.08333333333333|0|2.875|0
0|2022-01-05|0.0|0|0.0|0|97.5|0|2.625|0
0|2022-01-06|0.0|0|0.0|0|50.416666666666664|0|1.0|0
0|2022-01-07|0.0|0|0.0|0|74.79166666666667|0|2.3958333333333335|0
0|2022-01-08|0.0|0|0.0|0|75.83333333333333|0|2.4583333333333335|0
0|2022-01-09|0.0|0|0.0|0|109.58333333333333|0|3.625|0
0|2022-01-10|0.0|0|0.0|0|135.41666666666666|0|3.6875|0
0|2022-01-11|0.0|0|0.0|0|108.125|0|3.5208333333333335|0
0|2022-01-12|0.0|0|0.0|0|125.83333333333333|0|3.2083333333333335|0
0|2022-01-13|0.0|0|0.0|0|100.0|0|2.6875|0
0|2022-01-14|0.0|0|0.0|0|122.70833333333333|0|4.979166666666667|0
0|2022-01-15|0.0|0|0.0|0|126.66666666666667|0|3.5|0
0|2022-01-16|0.0|0|0.0|0|90.83333333333333|0|2.6666666666666665|0
0|2022-01-17|0.0|29|0.0|29|90.25|0|1.9375|0
