|dates|Bradford_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Bradford_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Bradford_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Bradford_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Bradford_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Bradford_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Bradford_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Bradford_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-25|10423.0|0|10423.0|0|150.0|0|0.0|100
0|2021-12-26|10439.0|0|10439.0|0|150.0|0|0.0|100
0|2021-12-27|10451.0|0|10451.0|0|150.0|0|0.0|100
0|2021-12-28|10495.0|0|10495.0|0|152.0|0|0.0|100
0|2021-12-29|10618.0|0|10618.0|0|153.0|0|0.0|100
0|2021-12-30|10691.0|0|10691.0|0|154.0|0|0.0|100
0|2021-12-31|10811.0|0|10811.0|0|154.0|0|0.0|100
0|2022-01-01|10890.0|0|10890.0|0|154.0|0|0.0|100
0|2022-01-02|10973.0|0|10973.0|0|154.0|0|0.0|100
0|2022-01-03|11032.0|0|11032.0|0|154.0|0|0.0|100
0|2022-01-04|11108.0|0|11108.0|0|154.0|0|0.0|100
0|2022-01-05|11196.0|0|11196.0|0|157.0|0|0.0|100
0|2022-01-06|11290.0|0|11290.0|0|160.0|0|0.0|100
0|2022-01-07|11418.0|0|11418.0|0|165.0|0|0.0|100
0|2022-01-08|11532.0|0|11532.0|0|165.0|0|0.0|100
0|2022-01-09|11673.0|0|11673.0|0|165.0|0|0.0|100
0|2022-01-10|11746.0|0|11746.0|0|165.0|0|0.0|100
0|2022-01-11|11823.0|0|11823.0|0|169.0|0|0.0|100
0|2022-01-12|11945.0|0|11945.0|0|171.0|0|0.0|100
0|2022-01-13|11945.0|0|12155.0|0|171.0|0|0.0|100
0|2022-01-14|12332.0|0|12332.0|0|175.0|0|0.0|100
0|2022-01-15|12436.0|0|12436.0|0|176.0|0|0.0|100
0|2022-01-16|12613.0|0|12613.0|0|176.0|0|0.0|100
0|2022-01-17|12625.0|0|0.0|100|176.0|0|0.0|100
