|dates|Cuming_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Cuming_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Cuming_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Cuming_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Cuming_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Cuming_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Cuming_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Cuming_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-16|1308.0|0|1308.0|0|15.0|0|0.0|100
0|2021-11-17|1315.0|0|1315.0|0|15.0|0|0.0|100
0|2021-11-18|1321.0|0|1321.0|0|15.0|0|0.0|100
0|2021-11-19|1325.0|0|1325.0|0|15.0|0|0.0|100
0|2021-11-20|1325.0|0|1325.0|0|15.0|0|0.0|100
0|2021-11-21|1325.0|0|1325.0|0|15.0|0|0.0|100
0|2021-11-22|1334.0|0|1334.0|0|15.0|0|0.0|100
0|2021-11-23|1347.0|0|1347.0|0|15.0|0|0.0|100
0|2021-11-24|1360.0|0|1360.0|0|15.0|0|0.0|100
0|2021-11-25|1360.0|0|1360.0|0|15.0|0|0.0|100
0|2021-11-26|1360.0|0|1360.0|0|15.0|0|0.0|100
0|2021-11-27|1360.0|0|1360.0|0|15.0|0|0.0|100
0|2021-11-28|1360.0|0|1360.0|0|15.0|0|0.0|100
0|2021-11-29|1383.0|0|1383.0|0|15.0|0|0.0|100
0|2021-11-30|1384.0|0|1384.0|0|15.0|0|0.0|100
0|2021-12-01|1386.0|0|1386.0|0|15.0|0|0.0|100
0|2021-12-02|1386.0|0|1388.0|0|15.0|0|0.0|100
0|2021-12-03|1396.0|0|1396.0|0|15.0|0|0.0|100
0|2021-12-04|1396.0|0|1396.0|0|15.0|0|0.0|100
0|2021-12-05|1396.0|0|1396.0|0|15.0|0|0.0|100
0|2021-12-06|1402.0|0|1402.0|0|15.0|0|0.0|100
0|2021-12-07|1408.0|0|1408.0|0|15.0|0|0.0|100
0|2021-12-08|1411.0|0|1411.0|0|15.0|0|0.0|100
0|2021-12-09|1414.0|0|1414.0|0|15.0|0|0.0|100
0|2021-12-10|1416.0|0|1416.0|0|15.0|0|0.0|100
0|2021-12-11|1416.0|0|1416.0|0|15.0|0|0.0|100
0|2021-12-12|1416.0|0|1416.0|0|15.0|0|0.0|100
0|2021-12-13|1416.0|0|1416.0|0|15.0|0|0.0|100
0|2021-12-14|1416.0|0|1418.0|0|15.0|0|0.0|100
0|2021-12-15|1420.0|0|1420.0|0|15.0|0|0.0|100
0|2021-12-16|1421.0|0|1421.0|0|15.0|0|0.0|100
0|2021-12-17|1422.0|0|1422.0|0|15.0|0|0.0|100
0|2021-12-18|1422.0|0|1422.0|0|15.0|0|0.0|100
0|2021-12-19|1422.0|0|1422.0|0|15.0|0|0.0|100
0|2021-12-20|1425.0|0|1425.0|0|15.0|0|0.0|100
0|2021-12-21|1427.0|0|1427.0|0|15.0|0|0.0|100
0|2021-12-22|1432.0|0|1432.0|0|15.0|0|0.0|100
0|2021-12-23|1432.0|0|1432.0|0|15.0|0|0.0|100
0|2021-12-24|1432.0|0|1432.0|0|15.0|0|0.0|100
0|2021-12-25|1432.0|0|1432.0|0|15.0|0|0.0|100
0|2021-12-26|1432.0|0|1432.0|0|15.0|0|0.0|100
0|2021-12-27|1432.0|0|1432.0|0|15.0|0|0.0|100
0|2021-12-28|1440.0|0|1440.0|0|15.0|0|0.0|100
0|2021-12-29|1440.0|0|1440.0|0|15.0|0|0.0|100
0|2021-12-30|1444.0|0|1444.0|0|15.0|0|0.0|100
0|2021-12-31|1444.0|0|1444.0|0|15.0|0|0.0|100
0|2022-01-01|1444.0|0|1444.0|0|15.0|0|0.0|100
0|2022-01-02|1444.0|0|1444.0|0|15.0|0|0.0|100
0|2022-01-03|1452.0|0|1452.0|0|15.0|0|0.0|100
0|2022-01-04|1455.0|0|1455.0|0|15.0|0|0.0|100
0|2022-01-05|1468.0|0|1468.0|0|15.0|0|0.0|100
0|2022-01-06|1473.0|0|1473.0|0|15.0|0|0.0|100
0|2022-01-07|1477.0|0|1477.0|0|15.0|0|0.0|100
0|2022-01-08|1477.0|0|1477.0|0|15.0|0|0.0|100
0|2022-01-09|1477.0|0|1477.0|0|15.0|0|0.0|100
0|2022-01-10|1490.0|0|1490.0|0|15.0|0|0.0|100
0|2022-01-11|1497.0|0|1497.0|0|15.0|0|0.0|100
0|2022-01-12|1516.0|0|1516.0|0|15.0|0|0.0|100
0|2022-01-13|1516.0|0|1527.0|0|15.0|0|0.0|100
0|2022-01-14|1538.0|0|1538.0|0|15.0|0|0.0|100
0|2022-01-15|1538.0|0|1538.0|0|15.0|0|0.0|100
0|2022-01-16|1538.0|0|1538.0|0|15.0|0|0.0|100
0|2022-01-17|1550.0|0|0.0|100|15.0|0|0.0|100
