|dates|Kane_Illinois_UnitedStates.JHU_ConfirmedCases.data|Kane_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Kane_Illinois_UnitedStates.NYT_ConfirmedCases.data|Kane_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Kane_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Kane_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Kane_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Kane_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-06|75354.0|0|75354.0|0|906.0|0|0.0|100
0|2021-12-07|75597.0|0|75597.0|0|908.0|0|0.0|100
0|2021-12-08|75827.0|0|75827.0|0|908.0|0|0.0|100
0|2021-12-09|76226.0|0|76226.0|0|911.0|0|0.0|100
0|2021-12-10|76493.0|0|76493.0|0|914.0|0|0.0|100
0|2021-12-11|76493.0|0|76493.0|0|914.0|0|0.0|100
0|2021-12-12|76493.0|0|76493.0|0|914.0|0|0.0|100
0|2021-12-13|77279.0|0|77279.0|0|922.0|0|0.0|100
0|2021-12-14|77279.0|0|77566.0|0|922.0|0|0.0|100
0|2021-12-15|77932.0|0|77932.0|0|926.0|0|0.0|100
0|2021-12-16|78353.0|0|78353.0|0|929.0|0|0.0|100
0|2021-12-17|78713.0|0|78713.0|0|930.0|0|0.0|100
0|2021-12-18|78713.0|0|78713.0|0|930.0|0|0.0|100
0|2021-12-19|78713.0|0|78713.0|0|930.0|0|0.0|100
0|2021-12-20|79823.0|0|79823.0|0|935.0|0|0.0|100
0|2021-12-21|80132.0|0|80132.0|0|936.0|0|0.0|100
0|2021-12-22|80744.0|0|80744.0|0|938.0|0|0.0|100
0|2021-12-23|81467.0|0|81467.0|0|941.0|0|0.0|100
0|2021-12-24|81467.0|0|81467.0|0|941.0|0|0.0|100
0|2021-12-25|81467.0|0|81467.0|0|941.0|0|0.0|100
0|2021-12-26|81467.0|0|81467.0|0|941.0|0|0.0|100
0|2021-12-27|83466.0|0|83466.0|0|943.0|0|0.0|100
0|2021-12-28|84314.0|0|84314.0|0|945.0|0|0.0|100
0|2021-12-29|85159.0|0|85159.0|0|945.0|0|0.0|100
0|2021-12-30|86289.0|0|86289.0|0|948.0|0|0.0|100
0|2021-12-31|86289.0|0|86289.0|0|948.0|0|0.0|100
0|2022-01-01|86289.0|0|86289.0|0|948.0|0|0.0|100
0|2022-01-02|86289.0|0|86289.0|0|948.0|0|0.0|100
0|2022-01-03|89682.0|0|89682.0|0|950.0|0|0.0|100
0|2022-01-04|90653.0|0|90653.0|0|950.0|0|0.0|100
0|2022-01-05|91844.0|0|91844.0|0|954.0|0|0.0|100
0|2022-01-06|93750.0|0|93750.0|0|956.0|0|0.0|100
0|2022-01-07|95298.0|0|95298.0|0|959.0|0|0.0|100
0|2022-01-08|95298.0|0|95298.0|0|959.0|0|0.0|100
0|2022-01-09|95298.0|0|95298.0|0|959.0|0|0.0|100
0|2022-01-10|98216.0|0|98216.0|0|968.0|0|0.0|100
0|2022-01-11|99335.0|0|99335.0|0|970.0|0|0.0|100
0|2022-01-12|100702.0|0|100702.0|0|973.0|0|0.0|100
0|2022-01-13|100702.0|0|101893.0|0|973.0|0|0.0|100
0|2022-01-14|103086.0|0|103086.0|0|984.0|0|0.0|100
0|2022-01-15|103086.0|0|103086.0|0|984.0|0|0.0|100
0|2022-01-16|103086.0|0|103086.0|0|984.0|0|0.0|100
0|2022-01-17|103086.0|0|0.0|100|984.0|0|0.0|100
