|dates|Trousdale_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Trousdale_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Trousdale_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Trousdale_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Trousdale_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Trousdale_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Trousdale_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Trousdale_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-27|3309.0|0|3309.0|0|36.0|0|0.0|100
0|2021-12-28|3316.0|0|3316.0|0|36.0|0|0.0|100
0|2021-12-29|3325.0|0|3325.0|0|36.0|0|0.0|100
0|2021-12-30|3337.0|0|3337.0|0|36.0|0|0.0|100
0|2021-12-31|3337.0|0|3337.0|0|36.0|0|0.0|100
0|2022-01-01|3337.0|0|3337.0|0|36.0|0|0.0|100
0|2022-01-02|3337.0|0|3337.0|0|36.0|0|0.0|100
0|2022-01-03|3388.0|0|3388.0|0|36.0|0|0.0|100
0|2022-01-04|3391.0|0|3391.0|0|36.0|0|0.0|100
0|2022-01-05|3391.0|0|3391.0|0|36.0|0|0.0|100
0|2022-01-06|3391.0|0|3391.0|0|36.0|0|0.0|100
0|2022-01-07|3391.0|0|3391.0|0|36.0|0|0.0|100
0|2022-01-08|3391.0|0|3391.0|0|36.0|0|0.0|100
0|2022-01-09|3391.0|0|3391.0|0|36.0|0|0.0|100
0|2022-01-10|3391.0|0|3391.0|0|36.0|0|0.0|100
0|2022-01-11|3391.0|0|3391.0|0|36.0|0|0.0|100
0|2022-01-12|3463.0|0|3463.0|0|36.0|0|0.0|100
0|2022-01-13|3463.0|0|3463.0|0|36.0|0|0.0|100
0|2022-01-14|3463.0|0|3463.0|0|36.0|0|0.0|100
0|2022-01-15|3463.0|0|3463.0|0|36.0|0|0.0|100
0|2022-01-16|3463.0|0|3463.0|0|36.0|0|0.0|100
0|2022-01-17|3463.0|0|0.0|100|36.0|0|0.0|100
