|dates|VanWert_Ohio_UnitedStates.JHU_ConfirmedCases.data|VanWert_Ohio_UnitedStates.JHU_ConfirmedCases.missing|VanWert_Ohio_UnitedStates.NYT_ConfirmedCases.data|VanWert_Ohio_UnitedStates.NYT_ConfirmedCases.missing|VanWert_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|VanWert_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|VanWert_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|VanWert_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|4656.0|0|4656.0|0|93.0|0|0.0|100
0|2021-12-03|4678.0|0|4678.0|0|95.0|0|0.0|100
0|2021-12-04|4688.0|0|4688.0|0|95.0|0|0.0|100
0|2021-12-05|4693.0|0|4693.0|0|95.0|0|0.0|100
0|2021-12-06|4708.0|0|4708.0|0|95.0|0|0.0|100
0|2021-12-07|4745.0|0|4745.0|0|98.0|0|0.0|100
0|2021-12-08|4760.0|0|4760.0|0|98.0|0|0.0|100
0|2021-12-09|4774.0|0|4774.0|0|98.0|0|0.0|100
0|2021-12-10|4789.0|0|4789.0|0|98.0|0|0.0|100
0|2021-12-11|4802.0|0|4802.0|0|98.0|0|0.0|100
0|2021-12-12|4805.0|0|4805.0|0|98.0|0|0.0|100
0|2021-12-13|4822.0|0|4822.0|0|98.0|0|0.0|100
0|2021-12-14|4822.0|0|4882.0|0|98.0|0|0.0|100
0|2021-12-15|4899.0|0|4899.0|0|100.0|0|0.0|100
0|2021-12-16|4919.0|0|4919.0|0|100.0|0|0.0|100
0|2021-12-17|4931.0|0|4931.0|0|105.0|0|0.0|100
0|2021-12-18|4938.0|0|4938.0|0|105.0|0|0.0|100
0|2021-12-19|4940.0|0|4940.0|0|105.0|0|0.0|100
0|2021-12-20|4943.0|0|4943.0|0|105.0|0|0.0|100
0|2021-12-21|4979.0|0|4979.0|0|109.0|0|0.0|100
0|2021-12-22|4988.0|0|4988.0|0|109.0|0|0.0|100
0|2021-12-23|4994.0|0|4994.0|0|109.0|0|0.0|100
0|2021-12-24|5005.0|0|5005.0|0|109.0|0|0.0|100
0|2021-12-25|5005.0|0|5005.0|0|109.0|0|0.0|100
0|2021-12-26|5012.0|0|5012.0|0|109.0|0|0.0|100
0|2021-12-27|5035.0|0|5035.0|0|109.0|0|0.0|100
0|2021-12-28|5048.0|0|5048.0|0|109.0|0|0.0|100
0|2021-12-29|5063.0|0|5063.0|0|109.0|0|0.0|100
0|2021-12-30|5077.0|0|5077.0|0|109.0|0|0.0|100
0|2021-12-31|5098.0|0|5098.0|0|112.0|0|0.0|100
0|2022-01-01|5098.0|0|5098.0|0|112.0|0|0.0|100
0|2022-01-02|5110.0|0|5110.0|0|112.0|0|0.0|100
0|2022-01-03|5127.0|0|5127.0|0|112.0|0|0.0|100
0|2022-01-04|5160.0|0|5160.0|0|112.0|0|0.0|100
0|2022-01-05|5189.0|0|5189.0|0|112.0|0|0.0|100
0|2022-01-06|5209.0|0|5209.0|0|112.0|0|0.0|100
0|2022-01-07|5252.0|0|5252.0|0|115.0|0|0.0|100
0|2022-01-08|5262.0|0|5262.0|0|115.0|0|0.0|100
0|2022-01-09|5297.0|0|5297.0|0|115.0|0|0.0|100
0|2022-01-10|5331.0|0|5331.0|0|115.0|0|0.0|100
0|2022-01-11|5348.0|0|5348.0|0|118.0|0|0.0|100
0|2022-01-12|5380.0|0|5380.0|0|118.0|0|0.0|100
0|2022-01-13|5380.0|0|5437.0|0|118.0|0|0.0|100
0|2022-01-14|5545.0|0|5545.0|0|120.0|0|0.0|100
0|2022-01-15|5700.0|0|5700.0|0|120.0|0|0.0|100
0|2022-01-16|5723.0|0|5723.0|0|120.0|0|0.0|100
0|2022-01-17|5779.0|0|0.0|100|120.0|0|0.0|100
