|dates|Treasure_Montana_UnitedStates.JHU_ConfirmedCases.data|Treasure_Montana_UnitedStates.JHU_ConfirmedCases.missing|Treasure_Montana_UnitedStates.NYT_ConfirmedCases.data|Treasure_Montana_UnitedStates.NYT_ConfirmedCases.missing|Treasure_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Treasure_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Treasure_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Treasure_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-27|115.0|0|115.0|0|1.0|0|0.0|100
0|2021-12-28|115.0|0|115.0|0|1.0|0|0.0|100
0|2021-12-29|115.0|0|115.0|0|1.0|0|0.0|100
0|2021-12-30|115.0|0|115.0|0|1.0|0|0.0|100
0|2021-12-31|115.0|0|115.0|0|1.0|0|0.0|100
0|2022-01-01|115.0|0|115.0|0|1.0|0|0.0|100
0|2022-01-02|115.0|0|115.0|0|1.0|0|0.0|100
0|2022-01-03|115.0|0|115.0|0|1.0|0|0.0|100
0|2022-01-04|115.0|0|115.0|0|1.0|0|0.0|100
0|2022-01-05|115.0|0|115.0|0|1.0|0|0.0|100
0|2022-01-06|115.0|0|115.0|0|1.0|0|0.0|100
0|2022-01-07|115.0|0|115.0|0|1.0|0|0.0|100
0|2022-01-08|115.0|0|115.0|0|1.0|0|0.0|100
0|2022-01-09|115.0|0|115.0|0|1.0|0|0.0|100
0|2022-01-10|115.0|0|115.0|0|1.0|0|0.0|100
0|2022-01-11|115.0|0|115.0|0|1.0|0|0.0|100
0|2022-01-12|115.0|0|115.0|0|1.0|0|0.0|100
0|2022-01-13|115.0|0|115.0|0|1.0|0|0.0|100
0|2022-01-14|115.0|0|115.0|0|1.0|0|0.0|100
0|2022-01-15|115.0|0|115.0|0|1.0|0|0.0|100
0|2022-01-16|115.0|0|115.0|0|1.0|0|0.0|100
0|2022-01-17|115.0|0|0.0|100|1.0|0|0.0|100
