|dates|Gregory_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Gregory_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Gregory_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Gregory_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Gregory_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Gregory_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Gregory_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Gregory_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|787.0|0|787.0|0|31.0|0|0.0|100
0|2021-12-03|790.0|0|790.0|0|31.0|0|0.0|100
0|2021-12-04|790.0|0|790.0|0|31.0|0|0.0|100
0|2021-12-05|790.0|0|790.0|0|31.0|0|0.0|100
0|2021-12-06|793.0|0|793.0|0|31.0|0|0.0|100
0|2021-12-07|802.0|0|802.0|0|31.0|0|0.0|100
0|2021-12-08|809.0|0|809.0|0|31.0|0|0.0|100
0|2021-12-09|816.0|0|816.0|0|31.0|0|0.0|100
0|2021-12-10|827.0|0|827.0|0|31.0|0|0.0|100
0|2021-12-11|827.0|0|827.0|0|31.0|0|0.0|100
0|2021-12-12|827.0|0|827.0|0|31.0|0|0.0|100
0|2021-12-13|830.0|0|830.0|0|31.0|0|0.0|100
0|2021-12-14|830.0|0|832.0|0|31.0|0|0.0|100
0|2021-12-15|834.0|0|834.0|0|31.0|0|0.0|100
0|2021-12-16|835.0|0|835.0|0|31.0|0|0.0|100
0|2021-12-17|835.0|0|835.0|0|31.0|0|0.0|100
0|2021-12-18|835.0|0|835.0|0|31.0|0|0.0|100
0|2021-12-19|835.0|0|835.0|0|31.0|0|0.0|100
0|2021-12-20|835.0|0|835.0|0|31.0|0|0.0|100
0|2021-12-21|839.0|0|839.0|0|32.0|0|0.0|100
0|2021-12-22|841.0|0|841.0|0|32.0|0|0.0|100
0|2021-12-23|844.0|0|844.0|0|32.0|0|0.0|100
0|2021-12-24|844.0|0|844.0|0|32.0|0|0.0|100
0|2021-12-25|844.0|0|844.0|0|32.0|0|0.0|100
0|2021-12-26|844.0|0|844.0|0|32.0|0|0.0|100
0|2021-12-27|844.0|0|844.0|0|32.0|0|0.0|100
0|2021-12-28|847.0|0|847.0|0|32.0|0|0.0|100
0|2021-12-29|848.0|0|848.0|0|33.0|0|0.0|100
0|2021-12-30|850.0|0|850.0|0|33.0|0|0.0|100
0|2021-12-31|850.0|0|850.0|0|33.0|0|0.0|100
0|2022-01-01|850.0|0|850.0|0|33.0|0|0.0|100
0|2022-01-02|850.0|0|850.0|0|33.0|0|0.0|100
0|2022-01-03|853.0|0|853.0|0|33.0|0|0.0|100
0|2022-01-04|867.0|0|867.0|0|33.0|0|0.0|100
0|2022-01-05|875.0|0|875.0|0|33.0|0|0.0|100
0|2022-01-06|887.0|0|887.0|0|33.0|0|0.0|100
0|2022-01-07|897.0|0|897.0|0|33.0|0|0.0|100
0|2022-01-08|897.0|0|897.0|0|33.0|0|0.0|100
0|2022-01-09|897.0|0|897.0|0|33.0|0|0.0|100
0|2022-01-10|904.0|0|904.0|0|33.0|0|0.0|100
0|2022-01-11|925.0|0|925.0|0|33.0|0|0.0|100
0|2022-01-12|938.0|0|938.0|0|33.0|0|0.0|100
0|2022-01-13|938.0|0|947.0|0|33.0|0|0.0|100
0|2022-01-14|947.0|0|955.0|0|33.0|0|0.0|100
0|2022-01-15|955.0|0|955.0|0|33.0|0|0.0|100
0|2022-01-16|955.0|0|955.0|0|33.0|0|0.0|100
0|2022-01-17|955.0|0|0.0|100|33.0|0|0.0|100
